book,context,english,zh_tw,status
VEoR,/data/2/entries/5/entries/4/entries/3/entries/2/name,Dais,講臺,project-proposed
VEoR,/data/2/entries/5/entries/4/entries/3/entries/3/name,Garden,種植園,existing-site
VEoR,/data/2/entries/5/entries/4/entries/4/name,S3: Workspace,S3: 工作區,project-proposed
VEoR,/data/2/entries/5/entries/4/entries/4/entries/2/name,Curio Cabinets,古董櫃,project-proposed
VEoR,/data/2/entries/5/entries/4/entries/5/name,S4: Lounge,S4: 休息室,project-proposed
VEoR,/data/2/entries/5/entries/4/entries/6/name,S5–S8: Bedrooms,S5–S8: 臥室,project-proposed
VEoR,/data/2/entries/6/name,The Wizards Three,三巫師,project-proposed
VEoR,/data/2/entries/6/entries/1/name,Alustriel Silverhand,艾拉斯卓·銀手,existing-site
VEoR,/data/2/entries/6/entries/2/name,Mordenkainen,魔鄧肯,project-proposed
VEoR,/data/2/entries/6/entries/3/name,Tasha,塔莎,project-proposed
VEoR,/data/2/entries/7/name,Kas the Destroyer,毀滅者凱斯,project-proposed
VEoR,/data/2/entries/7/entries/1/name,Manipulation in Motion,操縱在行動,project-proposed
VEoR,/data/2/entries/7/entries/1/entries/3/name,Kas in the Sanctum,聖所中的凱斯,project-proposed
VEoR,/data/2/entries/7/entries/1/entries/4/name,Evidence of Deception,欺騙的證據,project-proposed
VEoR,/data/2/entries/7/entries/1/entries/4/entries/4/name,Mordenkainen's Secret,魔鄧肯的秘密,project-proposed
VEoR,/data/2/entries/7/entries/1/entries/5/name,If They Find Out?,如果他們發現了？,project-proposed
VEoR,/data/2/entries/7/entries/1/entries/5/entries/2/name,Kas Defeats the Characters,凱斯擊敗角色們,project-proposed
VEoR,/data/2/entries/7/entries/1/entries/5/entries/3/name,The Characters Defeat Kas,角色們擊敗凱斯,project-proposed
VEoR,/data/2/entries/8/name,Surprise Development,意外發展,project-proposed
VEoR,/data/2/entries/8/entries/3/name,Some Answers,一些答案,project-proposed
VEoR,/data/2/entries/8/entries/3/entries/3/name,Aftermath of a Wish,願望的後果,project-proposed
VEoR,/data/2/entries/8/entries/4/name,A New Plan,新計劃,project-proposed
VEoR,/data/2/entries/8/entries/4/entries/9/name,A Significant Lie,一個重大的謊言,project-proposed
VEoR,/data/2/entries/8/entries/5/name,Sending Vecna Back,將維克那送回,project-proposed
VEoR,/data/2/entries/8/entries/5/entries/1/name,Chime of Exile,放逐鐘琴,existing-site
VEoR,/data/2/entries/9/name,Toward Web's Edge,向蛛網邊緣,project-proposed
VEoR,/data/2/entries/9/entries/3/name,Web's Edge Entrance,蛛網邊緣入口,project-proposed
VEoR,/data/2/entries/10/name,Web's Edge,蛛網邊緣,project-proposed
VEoR,/data/2/entries/10/entries/4/name,General Features,通用特徵,project-proposed
VEoR,/data/2/entries/10/entries/4/entries/1/name,Agents and Cultists,特工與邪教徒,project-proposed
VEoR,/data/2/entries/10/entries/4/entries/2/name,Ceilings,天花板,existing-site
VEoR,/data/2/entries/10/entries/4/entries/3/name,Doors,門,existing-site
VEoR,/data/2/entries/10/entries/4/entries/4/name,Lighting,光照,existing-site
VEoR,/data/2/entries/10/entries/4/entries/5/name,Safe from Prying Eyes,免受窺探的安全,project-proposed
VEoR,/data/2/entries/10/entries/4/entries/6/name,Walls,牆壁,project-proposed
VEoR,/data/2/entries/10/entries/5/name,Infiltrating Web's Edge,潛入蛛網邊緣,project-proposed
VEoR,/data/2/entries/10/entries/5/entries/2/name,Being Sneaky,悄無聲息,project-proposed
VEoR,/data/2/entries/10/entries/5/entries/3/name,Impersonating Worshipers,冒充信徒,project-proposed
VEoR,/data/2/entries/10/entries/6/name,Web's Edge Locations,蛛網邊緣地點,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/2/name,W1: False Front,W1: 假門面,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/2/entries/2/name,Traps,陷阱,existing-site
VEoR,/data/2/entries/10/entries/6/entries/3/name,W2: Lolth Shrine,W2: 羅絲神殿,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/3/entries/3/name,Makubli and Torkner,馬庫布利和托克納,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/4/name,W3: Summoning Chamber,W3: 召喚室,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/4/entries/2/name,Summoning in Progress,正在進行召喚,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/4/entries/3/name,Treasure,寶藏,existing-site
VEoR,/data/2/entries/10/entries/6/entries/5/name,W4: Corridor,W4: 走廊,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/6/name,W5: Guardian Chamber,W5: 守衛室,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/6/entries/3/name,Cell Keys,牢房鑰匙,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/7/name,W6: Holding Cells,W6: 拘留室,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/7/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/2/entries/10/entries/6/entries/8/name,W6a: Holding Cell A,W6a: 拘留室 A,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/8/entries/2/name,Recruiting Gertrude,招募格特魯德,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/8/entries/3/name,Gertrude's Secret,格特魯德的秘密,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/9/name,W6b: Holding Cell B,W6b: 拘留室B,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/9/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/2/entries/10/entries/6/entries/10/name,W6c: Holding Cell C,W6c: 拘留室 C,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/11/name,W6d: Holding Cell D,W6d: 拘留室D,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/11/entries/2/name,Recruiting Sril,招募斯里爾,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/12/name,W7: Meeting Room,W7: 會議室,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/13/name,W8: Mission Hall,W8: 任務大廳,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/14/name,W9: Fodder Chamber,W9: 飼料室,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/14/entries/2/name,Releasing the Lizards,釋放蜥蜴,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/15/name,W10: Barrack of the Faithful,W10: 忠誠者營房,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/15/entries/2/name,Chests,寶箱,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/15/entries/3/name,Desk,書桌,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/15/entries/4/name,Dining Area,用餐區,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/16/name,W11: Passageway,W11: 通道,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/17/name,W12: Sacred Web Hall,W12: 聖網大廳,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/17/entries/4/name,Ker-arach's Web,凱拉赫克的網,project-proposed
VEoR,/data/2/entries/10/entries/6/entries/17/entries/5/name,Retrieving the Rod Piece,取回權杖部件,project-proposed
VEoR,/data/2/entries/11/name,Next Steps,下一步,project-proposed
VEoR,/data/3/name,Chapter 3: The Lambent Zenith's Last Voyage,第3章：輝耀天頂號的最後航行,project-proposed
VEoR,/data/3/entries/3/name,Running the Adventure,運作冒險,project-proposed
VEoR,/data/3/entries/3/entries/1/name,Features of the Astral Sea,星界海的特徵,project-proposed
VEoR,/data/3/entries/3/entries/1/entries/2/name,Air,氣,existing-site
VEoR,/data/3/entries/3/entries/1/entries/3/name,Gravity,重力,project-proposed
VEoR,/data/3/entries/3/entries/1/entries/4/name,Movement,移動,project-proposed
VEoR,/data/3/entries/3/entries/2/name,Character Advancement,角色升級,existing-site
VEoR,/data/3/entries/3/entries/3/name,Power of Secrets,秘密的力量,project-proposed
VEoR,/data/3/entries/3/entries/3/entries/1/items/0/name,Figaro's Secret,費加羅的秘密,project-proposed
VEoR,/data/3/entries/3/entries/3/entries/1/items/1/name,Ikasa's Secret,伊卡莎的秘密,project-proposed
VEoR,/data/3/entries/3/entries/4/name,Second Rod Piece,第二權杖部件,project-proposed
VEoR,/data/3/entries/4/name,A Doorway to Space,通往太空的門戶,project-proposed
VEoR,/data/3/entries/4/entries/1/name,The Astral Plane,星光位面,project-proposed
VEoR,/data/3/entries/4/entries/1/entries/1/items/0/name,Planar Nature,位面本質,project-proposed
VEoR,/data/3/entries/4/entries/1/entries/1/items/1/name,Dead Gods,神屍,project-proposed
VEoR,/data/3/entries/4/entries/1/entries/3/items/0/name,Havock,哈沃克,project-proposed
VEoR,/data/3/entries/4/entries/1/entries/3/items/1/name,Timelessness,永恆之境,existing-site
VEoR,/data/3/entries/5/name,Into the Astral Sea,進入星界海,project-proposed
VEoR,/data/3/entries/5/entries/5/name,Stalkers in the Stars,星際追蹤者,project-proposed
VEoR,/data/3/entries/6/name,Wreck of the Lambent Zenith,輝耀天頂號號的殘骸,project-proposed
VEoR,/data/3/entries/6/entries/7/name,Accessing the Rod Piece,獲取權杖部件,project-proposed
VEoR,/data/3/entries/6/entries/7/entries/1/name,Ward Runes,防護符文,project-proposed
VEoR,/data/3/entries/6/entries/8/name,Arcane Portals,奧術傳送門,project-proposed
VEoR,/data/3/entries/6/entries/9/name,Traversing Wreck Segments,穿越殘骸區段,project-proposed
VEoR,/data/3/entries/6/entries/9/entries/3/name,Stern Segment,船尾部分,project-proposed
VEoR,/data/3/entries/6/entries/9/entries/4/name,Starboard Segment,右舷部分,project-proposed
VEoR,/data/3/entries/6/entries/9/entries/5/name,Prow Segment,船首段,project-proposed
VEoR,/data/3/entries/6/entries/10/name,General Features,通用特徵,project-proposed
VEoR,/data/3/entries/6/entries/10/entries/1/items/0/name,Gravity,重力,project-proposed
VEoR,/data/3/entries/6/entries/10/entries/1/items/1/name,Lighting,光照,existing-site
VEoR,/data/3/entries/6/entries/10/entries/1/items/2/name,"Walls, Ceilings, and Floors",牆壁、天花板和地板,project-proposed
VEoR,/data/3/entries/6/entries/11/name,Lambent Zenith Locations,輝耀天頂號號地點,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/2/name,Z1a–Z1b: Sterncastle Deck and Below,Z1a–Z1b: 船尾樓甲板及以下,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/2/entries/4/name,Talking with Lysan and Zastra,與利桑和扎斯特拉對話,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/2/entries/4/entries/1/items/0/name,Last Voyage,最後的航行,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/2/entries/4/entries/1/items/1/name,Strange Magic,奇怪的魔法,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/2/entries/4/entries/1/items/2/name,Terrors of Space,太空的恐怖,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/2/entries/5/name,Talking with Ilren,與伊爾倫交談,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/3/name,Z2: Upper Crew Quarters,Z2: 上層船員艙,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/4/name,Z3: Galley and Pantry,Z3: 廚房和食品儲藏室,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/4/entries/3/name,Talking with Kycera,與凱瑟拉交談,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/4/entries/3/entries/1/items/0/name,Precious Cargo,珍貴貨物,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/4/entries/3/entries/1/items/1/name,Safe Room,安全房間,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/4/entries/3/entries/1/items/2/name,Ward Runes,防護符文,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/4/entries/4/name,Treasure,寶藏,existing-site
VEoR,/data/3/entries/6/entries/11/entries/5/name,Z4: Mess Hall,Z4: 食堂,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/5/entries/4/name,Talking with Daveras,與達維拉斯交談,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/5/entries/4/entries/1/items/0/name,Missing Camp Member,失蹤的營地成員,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/5/entries/4/entries/1/items/1/name,Paranoid Leader,偏執的領袖,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/5/entries/4/entries/1/items/2/name,Personal History,個人歷史,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/6/name,Z5: Companionway,Z5: 同伴通道,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/6/entries/3/name,Gaining Figaro's Trust,獲得菲加羅的信任,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/7/name,Z6: Lower Crew Quarters,Z6: 下層船員艙,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/8/name,Z7: Storage,Z7: 儲藏室,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/8/entries/2/name,Secret Entrance,秘密入口,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/name,Z8: Stateroom,Z8: 客艙,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/3/name,Talking with Figaro,與菲加羅交談,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/3/entries/1/items/0/name,Experiments with the Rod,權杖實驗,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/3/entries/1/items/1/name,Emergency Security Protocol,緊急安全協議,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/3/entries/1/items/2/name,Ward Runes,防護符文,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/4/name,Mending Figaro's Memories,修復菲加羅的記憶,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/5/name,Figaro's Secret,費加羅的秘密,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/9/entries/6/name,Ward Rune,防護符文,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/10/name,Z9: Brig,Z9: 禁閉室,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/10/entries/4/name,Talking with Cirit,與西里特交談,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/10/entries/4/entries/1/items/0/name,Ilren's Aberrant Nature,伊爾倫的畸變本質,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/10/entries/4/entries/1/items/1/name,What Happened,發生了什麼,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/11/name,Z10: Starboard Top Deck,Z10: 右舷頂層甲板,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/11/entries/2/name,Interacting with Redbud,與紫荊樹互動,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/12/name,Z11: Grell Nest,Z11: 觸鬚怪巢穴,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/12/entries/2/name,Redbud's Roots,紫荊的根,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/13/name,Z12: Lifeboat Wreck,Z12: 生命艇殘骸,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/13/entries/3/name,Ikasa's Secret,伊卡莎的秘密,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/13/entries/4/name,Treasure,寶藏,existing-site
VEoR,/data/3/entries/6/entries/11/entries/14/name,Z13: Study,Z13: 書房,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/14/entries/1/name,Secret Strongbox,秘密保險箱,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/14/entries/2/name,Ward Rune,防護符文,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/15/name,Z14a–Z14b: Forecastle and Top Deck,Z14a–Z14b: 前甲板和頂層甲板,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/16/name,Z15: Captain's Quarters,Z15: 船長的艙室,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/16/entries/4/name,Talking with Inda,與印達交談,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/16/entries/4/entries/2/items/0/name,Location of the Rod Piece,杆件的位置,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/16/entries/4/entries/2/items/1/name,Deactivating the Ward Runes,停用守衛符文,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/16/entries/4/entries/2/items/2/name,What's in the Heart,核心裡有什麼,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/16/entries/5/name,Treasure,寶藏,existing-site
VEoR,/data/3/entries/6/entries/11/entries/17/name,Z16: Navigation Room,Z16: 導航室,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/17/entries/1/name,Inda's Prosthetic Wing,印達的義肢翅膀,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/18/name,Z17: Bridge,Z17: 艦橋,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/18/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/3/entries/6/entries/11/entries/19/name,Z18: Forward Cargo Hold,Z18: 前貨物艙,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/20/name,Z19: Safe Room,Z19: 保險箱室,project-proposed
VEoR,/data/3/entries/6/entries/11/entries/20/entries/2/name,Heart Entryway,心臟入口,project-proposed
VEoR,/data/3/entries/7/name,Heart of Havock,浩劫之心,project-proposed
VEoR,/data/3/entries/7/entries/1/name,General Features,通用特徵,project-proposed
VEoR,/data/3/entries/7/entries/1/entries/1/items/0/name,Foul Air,汙穢空氣,project-proposed
VEoR,/data/3/entries/7/entries/1/entries/1/items/1/name,Lighting,光照,existing-site
VEoR,/data/3/entries/7/entries/1/entries/1/items/2/name,"Walls, Ceiling, and Floor",牆壁、天花板和地板,project-proposed
VEoR,/data/3/entries/7/entries/2/name,Areas of the Heart,心臟區域,project-proposed
VEoR,/data/3/entries/7/entries/2/entries/2/name,A1: Entry Atrium,A1: 入口大廳,project-proposed
VEoR,/data/3/entries/7/entries/2/entries/2/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/3/entries/7/entries/2/entries/3/name,A2: Ventricle Chamber,A2: 心室室,project-proposed
VEoR,/data/3/entries/7/entries/2/entries/3/entries/3/name,Retrieving the Rod Piece,取回權杖部件,project-proposed
VEoR,/data/3/entries/7/entries/2/entries/3/entries/4/name,Caved-In Artery,塌陷的動脈,project-proposed
VEoR,/data/3/entries/7/entries/2/entries/4/name,A3: Flooded Atrium,A3: 淹沒的中庭,project-proposed
VEoR,/data/3/entries/7/entries/2/entries/4/entries/2/name,Caved-In Artery,塌陷的動脈,project-proposed
VEoR,/data/3/entries/8/name,Next Steps,下一步,project-proposed
VEoR,/data/4/name,Chapter 4: The Ruined Colossus,第4章：毀滅的巨像,project-proposed
VEoR,/data/4/entries/3/name,Running This Chapter,運作本章,project-proposed
VEoR,/data/4/entries/3/entries/3/name,Character Advancement,角色升級,existing-site
VEoR,/data/4/entries/3/entries/4/name,Power of Secrets,秘密的力量,project-proposed
VEoR,/data/4/entries/3/entries/4/entries/1/items/0/name,Mercy's Secret,仁慈的秘密,project-proposed
VEoR,/data/4/entries/3/entries/4/entries/1/items/1/name,Kalyth's Secret,卡利思的秘密,project-proposed
VEoR,/data/4/entries/3/entries/5/name,Third Rod Piece,第三根法杖部件,project-proposed
VEoR,/data/4/entries/4/name,Doorway to Eberron,通往艾伯倫的門戶,project-proposed
VEoR,/data/4/entries/4/entries/1/items/0/name,Ruins of War,戰爭廢墟,project-proposed
VEoR,/data/4/entries/4/entries/1/items/1/name,Warforged,戰俑,existing-site
VEoR,/data/4/entries/4/entries/1/items/2/name,Unreliable Magic,不穩定的魔法,project-proposed
VEoR,/data/4/entries/5/name,An Important Detail,一個重要細節,project-proposed
VEoR,/data/4/entries/5/entries/3/name,About Docents,關於指導附件,project-proposed
VEoR,/data/4/entries/6/name,Mount Ironrot,鐵鏽山,project-proposed
VEoR,/data/4/entries/6/entries/1/name,Running Mount Ironrot,穿越鐵鏽山,project-proposed
VEoR,/data/4/entries/6/entries/2/name,Exploring Mount Ironrot,探索鐵鏽山,project-proposed
VEoR,/data/4/entries/6/entries/2/entries/1/name,Regional Effects,區域效應,project-proposed
VEoR,/data/4/entries/6/entries/2/entries/1/entries/1/items/0/name,Impeded Navigation,受阻導航,project-proposed
VEoR,/data/4/entries/6/entries/2/entries/1/entries/1/items/1/name,Lightly Obscured,輕度遮蔽,existing-site
VEoR,/data/4/entries/6/entries/2/entries/1/entries/1/items/2/name,Muddled Magic,混亂魔法,project-proposed
VEoR,/data/4/entries/6/entries/2/entries/2/name,Traveling,旅行,project-proposed
VEoR,/data/4/entries/6/entries/2/entries/3/name,Dangers,危險,project-proposed
VEoR,/data/4/entries/6/entries/3/name,Mount Ironrot Locations,鐵鏽山地點,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/2/name,Oval Portal,橢圓形傳送門,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/3/name,Ruined Colossi,廢墟巨像,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/3/entries/4/items/0/name,Deep Tracks,深深的足跡,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/3/entries/4/items/1/name,Second Party,第二方,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/3/entries/4/items/2/name,Skilled Extractor,熟練的提取者,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/4/name,Landro,蘭德羅,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/5/name,Veterans' Camp,老兵營地,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/5/entries/3/name,Kalyth's Secret,卡利思的秘密,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/5/entries/4/name,Treasure,寶藏,existing-site
VEoR,/data/4/entries/6/entries/3/entries/6/name,Ialos,伊阿洛斯,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/5/items/0/name,Founder's Statue,創始人雕像,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/5/items/1/name,Mill,風車,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/5/items/2/name,Ossuary,骨灰堂,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/5/items/3/name,Ruins,功虧一簣,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/5/items/4/name,Storeroom,儲藏室,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/6/name,Treasure,寶藏,existing-site
VEoR,/data/4/entries/6/entries/3/entries/6/entries/6/entries/1/items/0/name,Art Objects,藝術品,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/6/entries/1/items/1/name,Docents,指導附件,project-proposed
VEoR,/data/4/entries/6/entries/3/entries/6/entries/6/entries/1/items/2/name,Magic Ring,魔法戒指,existing-site
VEoR,/data/4/entries/6/entries/4/name,Mount Ironrot Encounters,鐵鏽山遭遇戰,project-proposed
VEoR,/data/4/entries/6/entries/4/entries/1/name,Warforged Pilgrims,戰俑朝聖者,project-proposed
VEoR,/data/4/entries/6/entries/4/entries/2/name,Pilgrims' Problems,朝聖者的問題,project-proposed
VEoR,/data/4/entries/6/entries/4/entries/2/entries/2/name,Mercy's Secret,仁慈的秘密,project-proposed
VEoR,/data/4/entries/6/entries/4/entries/3/name,Cyran Veterans,塞爾老兵,project-proposed
VEoR,/data/4/entries/6/entries/4/entries/4/name,Blade Scouting Party,刀刃偵察隊,project-proposed
VEoR,/data/4/entries/7/name,Finding a Docent,尋找指導附件,project-proposed
VEoR,/data/4/entries/7/entries/1/name,The Dispute,爭端,project-proposed
VEoR,/data/4/entries/7/entries/1/entries/1/items/0/name,What Kalyth Wants,卡利思想要,project-proposed
VEoR,/data/4/entries/7/entries/1/entries/1/items/1/name,What Mercy Wants,仁慈想要,project-proposed
VEoR,/data/4/entries/7/entries/1/entries/1/items/2/name,What They'll Settle For,他們願意接受,project-proposed
VEoR,/data/4/entries/7/entries/1/entries/2/name,Settling the Dispute,解決爭端,project-proposed
VEoR,/data/4/entries/7/entries/1/entries/3/name,Helpful Information,有用的資訊,project-proposed
VEoR,/data/4/entries/7/entries/2/name,Tuning the Rod,調整魔杖,project-proposed
VEoR,/data/4/entries/7/entries/2/entries/2/name,Docent,指導附件,existing-site
VEoR,/data/4/entries/8/name,Landro,蘭德羅,project-proposed
VEoR,/data/4/entries/8/entries/2/name,Lord of Blades' Strike Squad,刀鋒領主的突擊隊,project-proposed
VEoR,/data/4/entries/8/entries/2/entries/3/name,Glaive,長柄刀,existing-site
VEoR,/data/4/entries/8/entries/3/name,Entering Landro,進入蘭德羅,project-proposed
VEoR,/data/4/entries/8/entries/4/name,Landro Features,蘭德羅特徵,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/1/name,Antigravity Magic,反重力魔法,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/1/entries/1/items/0/name,Antigravity Wells,反重力井,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/1/entries/1/items/1/name,Gravity Tiles,重力瓦片,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/2/name,Ceilings,天花板,existing-site
VEoR,/data/4/entries/8/entries/4/entries/3/name,Graymatter Fluid,灰質流體,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/3/entries/2/items/0/name,Altered Speech,改變的言語,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/3/entries/2/items/1/name,Psychic Damage,心靈傷害,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/4/name,Invisible Barrier,隱形屏障,project-proposed
VEoR,/data/4/entries/8/entries/4/entries/5/name,Lighting,光照,existing-site
VEoR,/data/4/entries/8/entries/4/entries/6/name,Walls,牆壁,project-proposed
VEoR,/data/4/entries/8/entries/5/name,Landro Locations,蘭德羅地點,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/2/name,L1: Cave Entrance,L1: 山洞入口,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/3/name,L2: Cave Graveyard,L2: 洞穴墓地,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/4/name,L3: Cave Shack,L3: 山洞小屋,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/5/name,L4: Bottleneck,L4: 瓶頸,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/6/name,L5: Right Foot,L5: 右腳,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/7/name,L6: Left Foot,L6: 左腳,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/8/name,L7: Leg Shafts,L7: 腿部通道,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/9/name,L8: Armory,L8: 軍械庫,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/9/entries/1/name,Treasure,寶藏,existing-site
VEoR,/data/4/entries/8/entries/5/entries/10/name,L9: Blocked Antigravity Well,L9: 阻塞的反重力井,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/11/name,L10: Artificer Quarters,L10: 奇械師宿舍,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/11/entries/2/name,Aura of Slumber,沉睡之光,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/11/entries/3/name,Sleeping Ghost,沉睡的幽靈,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/12/name,L11: Workshop,L11: 工作室,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/12/entries/2/name,Repair Paste,修復膏,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/13/name,L12: Lost Soldier,L12: 失蹤的士兵,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/14/name,L13: Dragonshard Pool,L13: 龍晶池,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/14/entries/3/name,Enchanted Pool,魔法池塘,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/14/entries/4/name,Treasure,寶藏,existing-site
VEoR,/data/4/entries/8/entries/5/entries/15/name,L14: Blazebear Den,L14: 焰熊巢穴,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/16/name,L15: Overhang,L15: 懸垂部分,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/17/name,L16: Ruined Chamber,L16: 毀壞的房間,project-proposed
