english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Driving the Venatrix,駕駛Venatrix,draft-heading-proposed,heading-only,VEoR,150,data/8/entries/4/entries/4/entries/9/name,1,Driving the Venatrix,駕駛Venatrix
Drizzt Do'Urden,崔斯特·杜堊登,project-proposed,canonical-name,VEoR,241,data/13/entries/2/entries/4/entries/3,1,"Alustriel has partaken in countless adventures before and after her tenure as Silverymoon's high mage. She has befriended famous adventurers such as Drizzt Do'Urden, worked with prominent organizations like the Harpers, and helped prevent or undo many kinds of evil.",
Dualen,杜阿倫,project-proposed,canonical-name,VEoR,241,data/13/entries/2/entries/4/entries/1,1,"Nowhere are Alustriel and her deeds better known than in the Silver Marches and its capital, Silverymoon. Alustriel ruled Silverymoon for centuries, once disguised as a wizard named Elué Dualen and then later in her true form. She helped create Silverymoon's famous Moonbridge and co-founded the Lady's College, the first school in Faerûn for mages as students rather than as apprentices in service.",
Dumbwaiter,升降機,draft-heading-proposed,heading-only,VEoR,99,data/5/entries/5/entries/5/entries/5/entries/2/name,7,Dumbwaiter,升降機
During the Interim,在過渡期間,draft-heading-proposed,heading-only,VEoR,37,data/2/entries/3/entries/2/name,1,During the Interim,在過渡期間
Durst,德斯特,project-proposed,matching-English-source-string-only,VEoR,93,data/5/entries/2/entries/1,7,"By researching Death House in the Sigil sanctum or asking the Wizards Three about it, the characters learn that Death House is owned by two Barovians named Gustav and Elisabeth Durst, who run a small cult devoted to Barovia's Darklord, Strahd von Zarovich. Given the domain's many greater threats, this minor cult and the house draw scant attention. If the characters ask, Alustriel shares the information in the ""{@area Knowledge of Barovia|21d|x}"" section. Neither the wizards nor the available research materials in Sigil can reveal further details.",杜斯特
E1: Kaleidoscopic Cavern,E1: 萬花筒洞穴,draft-heading-proposed,heading-only,VEoR,192,data/11/entries/4/entries/3/entries/2/name,1,E1: Kaleidoscopic Cavern,E1: 萬花筒洞穴
E2: Unreality Tunnels,E2: 非現實隧道,draft-heading-proposed,heading-only,VEoR,193,data/11/entries/4/entries/3/entries/3/name,1,E2: Unreality Tunnels,E2: 非現實隧道
E2a,E2a,draft-heading-proposed,heading-only,VEoR,192,data/11/entries/4/entries/3/entries/2/entries/2,3,"Characters who examine the central crystals see that they seal an enormous hole in the cave floor like a cork. This hole leads down to the {@area Cave of Shattered Reflection|50d|x}, but the characters can't bypass the crystals or make their descent until they explore the side tunnels (areas E2a–E2c) and destroy the demiplanes connected to them.",E2a
E2b,E2b,draft-heading-proposed,heading-only,VEoR,193,data/11/entries/4/entries/3/entries/3/entries/3/name,2,E2b,E2b
E2c,E2c,draft-heading-proposed,heading-only,VEoR,192,data/11/entries/4/entries/3/entries/2/entries/2,3,"Characters who examine the central crystals see that they seal an enormous hole in the cave floor like a cork. This hole leads down to the {@area Cave of Shattered Reflection|50d|x}, but the characters can't bypass the crystals or make their descent until they explore the side tunnels (areas E2a–E2c) and destroy the demiplanes connected to them.",E2c
East Archway,東拱門,draft-heading-proposed,heading-only,VEoR,138,data/7/entries/5/entries/3/entries/9/entries/2/entries/1/items/2/name,1,East Archway,東拱門
Editorial Department:,編輯部：,draft-heading-proposed,heading-only,VEoR,,data/15/entries/0/items/24/name,1,Editorial Department:,編輯部：
Editors:,編輯：,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/8/entries/0/entries/0/items/0/items/4/name,2,Editors:,編輯：
Eldon,埃爾登,project-proposed,matching-English-source-string-only,VEoR,17,data/1/entries/4/entries/0,28,"In this chapter, the characters discover a cult of Vecna preparing four kidnap victims for a ritual in the catacombs beneath Hallix Mausoleum. Disrupting this ritual hurls the characters and an elf scholar named Eldon Keyward into Evernight, Neverwinter's sinister reflection in the Shadowfell. To return home, the characters must confront the lonely legacy of the Dolindar family and find a rift that leads back to Neverwinter.",埃爾頓
Eldon Keyward,埃爾登·基沃德,existing-site,matching-English-source-string-only,VEoR,17,data/1/entries/4/entries/0,7,"In this chapter, the characters discover a cult of Vecna preparing four kidnap victims for a ritual in the catacombs beneath Hallix Mausoleum. Disrupting this ritual hurls the characters and an elf scholar named Eldon Keyward into Evernight, Neverwinter's sinister reflection in the Shadowfell. To return home, the characters must confront the lonely legacy of the Dolindar family and find a rift that leads back to Neverwinter.",埃爾登·凱沃德
Eldon's Latest Imprisonment,Eldon的最新囚禁,draft-heading-proposed,heading-only,VEoR,30,data/1/entries/7/entries/5/entries/3/entries/0/name,1,Eldon's Latest Imprisonment,Eldon的最新囚禁
Eldon's Notebook,Eldon的筆記本,draft-heading-proposed,heading-only,VEoR,26,data/1/entries/6/entries/2/entries/19/entries/3/name,3,Eldon's Notebook,Eldon的筆記本
Elevation,海拔,draft-heading-proposed,heading-only,VEoR,173,data/9/entries/6/entries/3/entries/3/name,1,Elevation,海拔
Elisabeth Durst,伊麗莎白·德斯特,project-proposed,canonical-name,VEoR,93,data/5/entries/2/entries/1,2,"By researching Death House in the Sigil sanctum or asking the Wizards Three about it, the characters learn that Death House is owned by two Barovians named Gustav and Elisabeth Durst, who run a small cult devoted to Barovia's Darklord, Strahd von Zarovich. Given the domain's many greater threats, this minor cult and the house draw scant attention. If the characters ask, Alustriel shares the information in the ""{@area Knowledge of Barovia|21d|x}"" section. Neither the wizards nor the available research materials in Sigil can reveal further details.",
Elué Dualen,艾露耶·杜阿倫,project-proposed,canonical-name,VEoR,241,data/13/entries/2/entries/4/entries/1,1,"Nowhere are Alustriel and her deeds better known than in the Silver Marches and its capital, Silverymoon. Alustriel ruled Silverymoon for centuries, once disguised as a wizard named Elué Dualen and then later in her true form. She helped create Silverymoon's famous Moonbridge and co-founded the Lady's College, the first school in Faerûn for mages as students rather than as apprentices in service.",
Elya,艾莉雅,project-proposed,matching-English-source-string-only,VEoR,97,data/5/entries/5/entries/3/entries/2/entries/2,2,Sarusanda uses {@spell Speak with Dead} to commune with a preserved skull she found in this room. The skull belonged to a cult member named Elya who was sacrificed by his fellow cultists.,埃莉亞
Emergency Security Protocol,緊急安全協議,draft-heading-proposed,heading-only,VEoR,64,data/3/entries/6/entries/11/entries/9/entries/3/entries/1/items/1/name,1,Emergency Security Protocol,緊急安全協議
Empowered by Secrets,被秘密增強,draft-heading-proposed,heading-only,VEoR,200,data/11/entries/8/entries/1/entries/5/name,1,Empowered by Secrets,被秘密增強
Enchanted Pool,魔法池塘,draft-heading-proposed,heading-only,VEoR,86,data/4/entries/8/entries/5/entries/14/entries/3/name,1,Enchanted Pool,魔法池塘
Encounter,遭遇,existing-site,heading-only,VNotEE,,data/0/entries/6/entries/1,45,"Unless you decide otherwise, the characters encounter no difficulties following the eyeball's directions to a dilapidated entrance into the city's western catacombs. Read or paraphrase the following:",遭遇
End of the Match,比賽結束,draft-heading-proposed,heading-only,VEoR,161,data/8/entries/6/entries/2/entries/3/entries/4/name,1,End of the Match,比賽結束
Ending Unrealities,終結非現實,draft-heading-proposed,heading-only,VEoR,191,data/11/entries/3/entries/2/items/1/name,1,Ending Unrealities,終結非現實
Endless Graveyard,無盡墓地,draft-heading-proposed,heading-only,VEoR,107,data/5/entries/6/entries/4/entries/3/name,1,Endless Graveyard,無盡墓地
Entering Dragon's Pride,進入龍之驕傲,draft-heading-proposed,heading-only,VEoR,164,data/8/entries/7/entries/2/name,1,Entering Dragon's Pride,進入龍之驕傲
Entering Landro,進入Landro,draft-heading-proposed,heading-only,VEoR,81,data/4/entries/8/entries/3/name,1,Entering Landro,進入Landro
Entering a Haunted Zone,進入鬧鬼區域,draft-heading-proposed,heading-only,VEoR,106,data/5/entries/6/entries/3/entries/1/name,1,Entering a Haunted Zone,進入鬧鬼區域
Entering the Coliseum,進入競技場,draft-heading-proposed,heading-only,VEoR,161,data/8/entries/6/entries/3/entries/3/name,1,Entering the Coliseum,進入競技場
Entering the Vault,進入儲藏室,draft-heading-proposed,heading-only,VEoR,118,data/6/entries/8/entries/6/name,1,Entering the Vault,進入儲藏室
Environment,環境,draft-heading-proposed,heading-only,VEoR,149,data/8/entries/3/entries/1/entries/1/items/1/name,1,Environment,環境
Environmental Effects,環境效應,draft-heading-proposed,heading-only,VEoR,117,data/6/entries/7/entries/3/entries/1,2,"Riffel agrees to take the characters to the Three Moons Vault's secret entrance. Before the party leaves, Argentia leads a quick rite to cast a protective ward over Riffel. For the next 12 hours, Riffel and allies within 10 feet of him are immune to the Forced Transformation effect of Teremini's curtain of red moonlight (see the ""{@area Environmental Effects|2f1|x}"" subsection of the ""{@area Three Moons Vault|2eb|x}"" section). The wardens have enough power to cast this ritual only once, so it's imperative Riffel return to Bittergrass Fen with Valendar as soon as possible.",環境效應
Escaping Evernight,逃離永恆之夜,draft-heading-proposed,heading-only,VEoR,29,data/1/entries/7/name,1,Escaping Evernight,逃離永恆之夜
Escaping the Fen,逃離沼澤,draft-heading-proposed,heading-only,VEoR,116,data/6/entries/6/entries/5/name,1,Escaping the Fen,逃離沼澤
Eve of Ruin,毀滅前夕,project-proposed,canonical-name,VNotEE,,data/0/entries/7/entries/1/entries/0,3,"Though this sect of cultists has been neutralized, others still lurk in the shadows of Neverwinter, with even more nefarious schemes in service of Vecna. Lord Neverember might call on the characters to continue rooting out these cultists, culminating in an adventure through the sprawling catacombs beneath Neverwinter's Neverdeath Graveyard. If you need help planning further, {@adventure Vecna: Eve of Ruin|VEoR} contains more information about cult activities in Neverdeath Graveyard and provides an excellent campaign that follows Vecna's machinations.",
Evernight,永夜城,project-proposed,matching-English-source-string-only,VEoR,10,data/0/entries/8/entries/2/entries/0,31,"{@adventure Chapter 1|VEoR|1} takes place in Neverwinter, a city on the Sword Coast on the world of Toril. The characters are investigating the disappearance of high-ranking nobles in Neverwinter when they stumble upon a cult of Vecna. The characters stop the cult from performing a ritual to steal a kidnap victim's secrets. In so doing, they are shunted to Evernight, a gloomy version of Neverwinter in the Shadowfell, and receive Vecna's Link, which ties their fate to that of the lich-god.",永恆之夜
Evernight Awakening,永夜覺醒,draft-heading-proposed,heading-only,VEoR,17,data/1/entries/4/entries/3/entries/2/rows/7/0,2,{@area Evernight Awakening|09a|x},永夜覺醒
Evidence of Deception,欺騙的證據,draft-heading-proposed,heading-only,VEoR,41,data/2/entries/5/entries/4/entries/6/entries/2,2,"Area S6 is Tasha's room. Area S7 is an empty room, which Alustriel offers to the characters for their use. Area S8 is Mordenkainen's bedroom, which contains clues hinting at subterfuge (see the ""{@area Evidence of Deception|0e7|x}"" section later in this chapter).",欺騙的證據
Existence in Peril,存在受到威脅,draft-heading-proposed,heading-only,VEoR,5,data/0/entries/5/name,1,Existence in Peril,存在受到威脅
Existing Characters,現有角色,draft-heading-proposed,heading-only,VEoR,13,data/0/entries/10/entries/1/name,1,Existing Characters,現有角色
Exit,出口,draft-heading-proposed,heading-only,VEoR,53,data/2/entries/10/entries/6/entries/14/entries/2/entries/1,37,"If either exit is left open, the lizards meander into the complex. If a lizard wanders into {@area area W12|130|x}, Ker-arach has disadvantage on Wisdom ({@skill Perception}) checks and initiative rolls made in relation to the characters, since she is distracted while trying to capture the lizard and cocoon it in the chamber's central web.",出口
Exiting a Haunted Zone,退出鬧鬼區域,draft-heading-proposed,heading-only,VEoR,107,data/5/entries/6/entries/3/entries/2/name,1,Exiting a Haunted Zone,退出鬧鬼區域
Experiments with the Rod,權杖實驗,draft-heading-proposed,heading-only,VEoR,64,data/3/entries/6/entries/11/entries/9/entries/3/entries/1/items/0/name,2,Experiments with the Rod,權杖實驗
Exploring Mount Ironrot,探索鐵鏽山,draft-heading-proposed,heading-only,VEoR,73,data/4/entries/3/entries/1,3,"Specifically, the piece lies in the Mournland, on the slopes of Mount Ironrot. If the characters ask the Wizards Three in the Sigil sanctum why it's unclear exactly where the third piece is located, Alustriel shares the information in the ""{@area Exploring Mount Ironrot|1a4|x}"" section later in this chapter.",探索鐵鏽山
Explosion Trap,爆炸陷阱,draft-heading-proposed,heading-only,VEoR,135,data/7/entries/5/entries/3/entries/2/entries/2/name,1,Explosion Trap,爆炸陷阱
Extradimensional Space,異次元空間,draft-heading-proposed,heading-only,VEoR,39,data/2/entries/5/entries/2/entries/2/items/1/name,1,Extradimensional Space,異次元空間
Eyeball Compass,眼球指南針,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/6/entries/4/entries/1/items/1/name,1,Eyeball Compass,眼球指南針
F1: Upper Bunker,F1: 上層掩體,draft-heading-proposed,heading-only,VEoR,187,data/10/entries/7/entries/4/entries/2/name,1,F1: Upper Bunker,F1: 上層掩體
F2: Lower Entrance,F2: 下層入口,draft-heading-proposed,heading-only,VEoR,188,data/10/entries/7/entries/4/entries/3/name,1,F2: Lower Entrance,F2: 下層入口
F3: Central Chamber,F3: 中央室,draft-heading-proposed,heading-only,VEoR,189,data/10/entries/7/entries/4/entries/4/name,1,F3: Central Chamber,F3: 中央室
Facing Strahd,面對施特拉德,draft-heading-proposed,heading-only,VEoR,109,data/5/entries/7/entries/3/name,1,Facing Strahd,面對施特拉德
Faerûn,費倫,project-proposed,canonical-name,VEoR,37,data/2/entries/2/entries/2,7,"Alustriel, Mordenkainen, and Tasha aid the characters in their task. This quest leads the characters deep into the Underdark in Faerûn, where the first piece of the rod is hidden in Web's Edge, a secret haven for cultists of the demon-god Lolth.",法恩
Failed Exit,錯誤的出口,draft-heading-proposed,heading-only,VEoR,107,data/5/entries/6/entries/3/entries/2/entries/0,6,"To leave a haunted zone, a character must perform the task specified in the haunted zone's ""Correct Exit"" section. The ""Failed Exit"" section describes how creatures that don't perform the required task are eventually forced from the haunted zone.",錯誤的出口
False Treasures,假寶藏,draft-heading-proposed,heading-only,VEoR,147,data/7/entries/5/entries/3/entries/27/entries/4/name,2,False Treasures,假寶藏
Family Crest,家族紋章,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/6/entries/5/entries/7/entries/0/entries/0,2,"A stone, gold-painted sarcophagus rests in the center of this tomb. The sides of the sarcophagus bear a relief depicting two women gazing lovingly over a field and a city, and the lid has a faintly distinguishable family crest carved into it. Old weapons and decorated armor line the walls of this room.",家族紋章
Far Gambit,遠謀,project-proposed,canonical-name,VEoR,159,data/8/entries/6/entries/1/entries/4/entries/3,1,"One {@creature pit fiend} serves as security for the area. The six {@creature Nightmare||nightmares} (named Chicanery, Far Gambit, Blinx, Cursed Cavalry, Sunshroud, and Retribution) stamp impatiently in their stalls, and a {@creature barbed devil} jockey attends to each one.",
Features of Dragon's Pride,龍之驕傲的特點,draft-heading-proposed,heading-only,VEoR,164,data/8/entries/7/entries/3/name,1,Features of Dragon's Pride,龍之驕傲的特點
Features of the Astral Sea,星界海的特徵,draft-heading-proposed,heading-only,VEoR,57,data/3/entries/3/entries/1/name,1,Features of the Astral Sea,星界海的特徵
Features of the Ruinous Citadel,毀滅堡壘的特點,draft-heading-proposed,heading-only,VEoR,182,data/10/entries/6/entries/4/name,1,Features of the Ruinous Citadel,毀滅堡壘的特點
Features of the Tomb,墳墓的特徵,draft-heading-proposed,heading-only,VEoR,134,data/7/entries/5/entries/2/name,1,Features of the Tomb,墳墓的特徵
Fernil,費爾尼爾,project-proposed,canonical-name,VEoR,51,data/2/entries/10/entries/6/entries/7/entries/2/entries/0,4,"Inside the chest are a {@item +1 Dagger} and a {@item +1 Longsword} confiscated from the recently deceased elf prisoner, Fernil, whose body is in {@area area W6b|11b|x}. The giant-size club next to the chest is a {@item +2 Greatclub} that belongs to Gertrude, the cyclops imprisoned in area W6a. The greatclub resizes to serve its wielder.",
Fifth Rod Piece,第五根杆件,draft-heading-proposed,heading-only,VEoR,11,data/0/entries/8/entries/7/entries/0,9,"{@adventure Chapter 6|VEoR|6} takes place on the world of Krynn. The characters believe the fifth rod piece is inside a gigantic tree, but with the help of good-aligned werewolves, they learn that an evil group loyal to the mighty warlord Lord Soth took the piece to a complex called Three Moons Vault. The characters must infiltrate the complex and retrieve the rod piece, perhaps freeing a resistance leader in the process.",第五根杆件
Figaro's Secret,費加羅的秘密,draft-heading-proposed,heading-only,VEoR,57,data/3/entries/3/entries/3/entries/1/items/0/name,2,Figaro's Secret,費加羅的秘密
Fight's End,戰鬥的結束,draft-heading-proposed,heading-only,VEoR,29,data/1/entries/6/entries/2/entries/28/name,1,Fight's End,戰鬥的結束
Fighting Kas,對抗卡斯,draft-heading-proposed,heading-only,VEoR,170,data/9/entries/4/entries/5/entries/3/name,5,Fighting Kas,對抗卡斯
Filch,菲爾奇,project-proposed,matching-English-source-string-only,VEoR,73,data/4/entries/3/entries/4/entries/1/items/0/entry,10,"Mercy is the leader of a band of warforged pilgrims. Mercy was separated from their best friend, the warforged Filch, after the two were separated after the Day of Mourning. They feel guilty that they haven't searched for Filch. Characters can learn Mercy's secret in the ""{@area Warforged Pilgrims|1b6|x}"" section later in this chapter.",費爾奇;Filch;Filch
Final Showdown,最終決戰,draft-heading-proposed,heading-only,VEoR,162,data/8/entries/6/entries/3/entries/4/entries/3/name,1,Final Showdown,最終決戰
Finding a Docent,尋找講解員,draft-heading-proposed,heading-only,VEoR,74,data/4/entries/5/entries/2,3,"Instead of searching each colossus individually, the wizards suggest augmenting the rod's divining power with local magic that can penetrate the Mournland's impeded navigation. The characters can do this by tuning their second rod piece to a working {@item Docent|ERLW} from inside one of the fallen colossi. A {@i Docent} is a small, sentient metal sphere that employs its sentience and magic on behalf of an attuned warforged; the full description of a {@i Docent} is found in the ""{@area Finding a Docent|1bb|x}"" section later in this chapter. The wizards correctly postulate that a {@i Docent}'s magic will stabilize and augment the rod's divining powers so it will directly point the way to the third piece.",尋找講解員
Finding the Correct Exit,找到正確的出口,draft-heading-proposed,heading-only,VEoR,107,data/5/entries/6/entries/3/entries/2/entries/1/name,1,Finding the Correct Exit,找到正確的出口
First Rod Piece,第一部分法杖,draft-heading-proposed,heading-only,VEoR,37,data/2/entries/2/entries/5/name,4,First Rod Piece,第一部分法杖
Flight,飛翔,existing-site,heading-only,VEoR,5,data/0/entries/6/entries/2/entries/4,3,"Kas finally betrayed his liege when he confronted Vecna in the lich's tower. Kas killed Vecna, but before Vecna died, Vecna flung Kas across the multiverse. Kas lost the {@i Sword of Kas} in his flight. All that was left of Vecna after he died was one hand and one eye. These eventually became artifacts known as the {@item Eye and Hand of Vecna} (see the {@book Dungeon Master's Guide|DMG}).",飛行
Floating Boulders,漂浮巨石,draft-heading-proposed,heading-only,VEoR,116,data/6/entries/6/entries/4/entries/1/items/0/name,1,Floating Boulders,漂浮巨石
Floor and Walls,地板和牆壁,draft-heading-proposed,heading-only,VEoR,163,data/8/entries/6/entries/4/entries/5/entries/1/items/1/name,2,Floor and Walls,地板和牆壁
Following the Lead,跟隨線索,draft-heading-proposed,heading-only,VEoR,170,data/9/entries/4/entries/5/entries/2/entries/3/name,1,Following the Lead,跟隨線索
Forbiddance,禁制術,draft-heading-proposed,heading-only,VEoR,177,data/10/entries/4/entries/7/entries/1/entries/0,4,"The characters can teleport directly to the redoubt's upper or lower entrances. The characters can't teleport into the redoubt directly, since it's warded with a {@spell Forbiddance} spell.",禁制術
Forced Transformation,強制變形,draft-heading-proposed,heading-only,VEoR,117,data/6/entries/7/entries/3/entries/1,3,"Riffel agrees to take the characters to the Three Moons Vault's secret entrance. Before the party leaves, Argentia leads a quick rite to cast a protective ward over Riffel. For the next 12 hours, Riffel and allies within 10 feet of him are immune to the Forced Transformation effect of Teremini's curtain of red moonlight (see the ""{@area Environmental Effects|2f1|x}"" subsection of the ""{@area Three Moons Vault|2eb|x}"" section). The wardens have enough power to cast this ritual only once, so it's imperative Riffel return to Bittergrass Fen with Valendar as soon as possible.",強制變形
Forces Disperse,力量分散,draft-heading-proposed,heading-only,VEoR,180,data/10/entries/5/entries/7/entries/2/items/1/name,1,Forces Disperse,力量分散
Foreign Complex,外國建築群,draft-heading-proposed,heading-only,VEoR,132,data/7/entries/4/entries/3/entries/3/entries/1/items/0/name,1,Foreign Complex,外國建築群
Forged in Hell,地獄鍛造,draft-heading-proposed,heading-only,VEoR,165,data/8/entries/7/entries/4/entries/3/entries/3/name,1,Forged in Hell,地獄鍛造
Foul Air,汙穢空氣,draft-heading-proposed,heading-only,VEoR,70,data/3/entries/7/entries/1/entries/1/items/0/name,2,Foul Air,汙穢空氣
Founder's Statue,創始人雕像,draft-heading-proposed,heading-only,VEoR,76,data/4/entries/6/entries/3/entries/6/entries/5/items/0/name,1,Founder's Statue,創始人雕像
Fountain,噴泉,existing-site,heading-only,VEoR,21,data/1/entries/6/entries/2/entries/8/name,13,C7: Fountain Room,噴泉
Fourth Rod Piece,第四根法杖部件,draft-heading-proposed,heading-only,VEoR,11,data/0/entries/8/entries/6/entries/0,5,"{@adventure Chapter 5|VEoR|5} takes place in Barovia, a Domain of Dread. The characters learn that the fourth rod piece was taken to a haunted residence called Death House. Cultists and the infamous vampire lord Strahd von Zarovich hope to obtain the rod piece themselves, and the characters must thwart all threats before they can claim the piece.",第四根法杖部件
G1: Crumbling Mound,G1: 崩塌的土堆,draft-heading-proposed,heading-only,VEoR,198,data/11/entries/7/entries/8/entries/3/name,1,G1: Crumbling Mound,G1: 崩塌的土堆
G2: Sword Bridge,G2: 劍橋,draft-heading-proposed,heading-only,VEoR,198,data/11/entries/7/entries/8/entries/4/name,1,G2: Sword Bridge,G2: 劍橋
G3: Horror's Fissure,G3: 恐怖之裂隙,draft-heading-proposed,heading-only,VEoR,198,data/11/entries/7/entries/8/entries/5/name,1,G3: Horror's Fissure,G3: 恐怖之裂隙
G4: Shrine of Habbakuk,G4: 哈巴庫克神祠,draft-heading-proposed,heading-only,VEoR,199,data/11/entries/7/entries/8/entries/6/name,1,G4: Shrine of Habbakuk,G4: 哈巴庫克神祠
Gaining Figaro's Trust,獲得Figaro的信任,draft-heading-proposed,heading-only,VEoR,64,data/3/entries/6/entries/11/entries/6/entries/3/name,1,Gaining Figaro's Trust,獲得Figaro的信任
Gaining Kaylan's Favor,贏得Kaylan的青睞,draft-heading-proposed,heading-only,VEoR,156,data/8/entries/5/entries/10/entries/1/entries/3/name,1,Gaining Kaylan's Favor,贏得Kaylan的青睞
Gaining Khai's Favor,贏得Khai的青睞,draft-heading-proposed,heading-only,VEoR,157,data/8/entries/5/entries/10/entries/2/entries/2/name,1,Gaining Khai's Favor,贏得Khai的青睞
Gaining Nyssa's Favor,贏得Nyssa的青睞,draft-heading-proposed,heading-only,VEoR,158,data/8/entries/5/entries/10/entries/3/entries/2/name,1,Gaining Nyssa's Favor,贏得Nyssa的青睞
Gaining Rezran's Favor,贏得Rezran的青睞,draft-heading-proposed,heading-only,VEoR,158,data/8/entries/5/entries/10/entries/4/entries/2/name,1,Gaining Rezran's Favor,贏得Rezran的青睞
Gaining Uvashar's Favor,贏得Uvashar的青睞,draft-heading-proposed,heading-only,VEoR,158,data/8/entries/5/entries/10/entries/5/entries/3/name,1,Gaining Uvashar's Favor,贏得Uvashar的青睞
Galias,加利亞斯,project-proposed,matching-English-source-string-only,VEoR,93,data/5/entries/2/entries/4/entries/1/items/0/entry,5,"Sarusanda is an Ulmist inquisitor, but her father, Galias, joined the evil priests of Osybus. Sarusanda expected to find and slay him in Death House. The characters can learn this secret during one of their encounters with Sarusanda, as described in the ""{@area Meetings with Sarusanda|22f|x}"" section.",伽利亞斯
Game Architects:,遊戲設計師：,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/8/entries/0/entries/0/items/0/items/10/name,2,Game Architects:,遊戲設計師：
Games in the Cerulean Hall,天藍大廳的遊戲,draft-heading-proposed,heading-only,VEoR,160,data/8/entries/6/entries/2/entries/2/name,1,Games in the Cerulean Hall,天藍大廳的遊戲
Games in the Viridian Den,翠綠色小窩的遊戲,draft-heading-proposed,heading-only,VEoR,164,data/8/entries/6/entries/5/entries/3/name,1,Games in the Viridian Den,翠綠色小窩的遊戲
Garden,種植園,existing-site,heading-only,VEoR,41,data/2/entries/5/entries/4/entries/3/entries/0/entries/0,3,"Plush, antique furniture, including sofas and footstools, is arranged here. To the north is a grand staircase. To the south, a garden of ferns and flowering plants grows around a raised marble dais.",種植園
Gazaia,加扎雅,project-proposed,matching-English-source-string-only,VEoR,111,data/6/entries/2/entries/4/entries/1/items/0/name,24,Gazaia's Secret,加扎亞
Gazaia's Anger,加扎亞的憤怒,draft-heading-proposed,heading-only,VEoR,115,data/6/entries/5/entries/5/entries/2/entries/1/items/1/name,1,Gazaia's Anger,加扎亞的憤怒
Gazaia's Death,Gazaia之死,draft-heading-proposed,heading-only,VEoR,115,data/6/entries/5/entries/5/entries/3/name,1,Gazaia's Death,Gazaia之死
Gazaia's Secret,加扎亞的秘密,draft-heading-proposed,heading-only,VEoR,111,data/6/entries/2/entries/4/entries/1/items/0/name,2,Gazaia's Secret,加扎亞的秘密
Gemstone Puzzle,寶石謎題,draft-heading-proposed,heading-only,VEoR,137,data/7/entries/5/entries/3/entries/7/entries/2/name,1,Gemstone Puzzle,寶石謎題
General Features,通用特徵,draft-heading-proposed,heading-only,VEoR,19,data/1/entries/6/entries/1/name,7,General Features,通用特徵
General Layout,通常佈局,draft-heading-proposed,heading-only,VEoR,122,data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/0/name,2,General Layout,通常佈局
General's Presence,將軍的威嚴,draft-heading-proposed,heading-only,VEoR,176,data/10/entries/4/entries/6/entries/1/entries/2/items/2/name,1,General's Presence,將軍的威嚴
Geography,地理位置,draft-heading-proposed,heading-only,VEoR,30,data/1/entries/7/entries/4/entries/1,2,"Evernight is a forlorn metropolis in the Shadowfell. It has geography similar to Neverwinter's, but it presents as Neverwinter's dismal opposite. The sun never shines on Evernight, and ash-laden fog rises from lava flowing through the city in place of Neverwinter River, choking the city.",地理位置
Gertrude,格特魯德,project-proposed,canonical-name,VEoR,37,data/2/entries/2/entries/4/entries/1/items/0/name,15,Gertrude's Secret,
Gertrude's Secret,格特魯德的秘密,draft-heading-proposed,heading-only,VEoR,37,data/2/entries/2/entries/4/entries/1/items/0/name,2,Gertrude's Secret,格特魯德的秘密
Get the Rod Piece,獲取法杖碎片,draft-heading-proposed,heading-only,VEoR,118,data/6/entries/8/entries/4/entries/3/name,1,Get the Rod Piece,獲取法杖碎片
Getting Started,開始,draft-heading-proposed,heading-only,VEoR,18,data/1/entries/5/name,1,Getting Started,開始
Geysers,間歇泉,existing-site,heading-only,VEoR,173,data/9/entries/6/entries/3/entries/4/name,3,Geysers,間歇泉
Ghostly Recital,幽靈般的朗誦,draft-heading-proposed,heading-only,VEoR,108,data/5/entries/6/entries/4/entries/4/name,1,Ghostly Recital,幽靈般的朗誦
Glaive,長柄刀,existing-site,heading-only,VEoR,15,data/0/entries/12/entries/1/rows/18/1,23,{@creature Glaive|VEoR},長柄刀
Glowing Dots,發光點,draft-heading-proposed,heading-only,VEoR,183,data/10/entries/6/entries/5/entries/6/entries/0/entries/0,4,"The north wall of this chamber has a three-dimensional map of the cliff that shows the tower above and the citadel below. Glowing dots are scattered across the map. Three monstrous spider demons, two human-sized and another ogre-sized, squat around the table.",發光點
Glowing Signal,發光訊號,draft-heading-proposed,heading-only,VEoR,182,data/10/entries/6/entries/5/entries/2/entries/2/name,1,Glowing Signal,發光訊號
Glyph of Warding,守衛刻文,existing-site,canonical-name,VEoR,185,data/10/entries/6/entries/5/entries/6/entries/3/entries/0,1,"A platinum scroll tube worth 2,500 gp is hidden in webbing in the southwest corner of the room, near the ceiling. It contains two {@item Spell Scroll||Spell Scrolls} of {@spell Glyph of Warding}. Characters who search the room and succeed on a {@dc 15} Wisdom ({@skill Perception}) check find the scroll tube.",守衛刻文
