book,context,page,type,classification_confidence,english,zh_tw
VEoR,data/2/entries/4/entries/2/entries/1,38,DM_INSTRUCTION,0.85,"Instead of any expected effect, the {@i Wish} spell shunts the characters to Alustriel Silverhand's Sigil sanctum, as explained in the ""{@area Surprise Development|0ec|x}"" section later in this chapter. With time of the essence and the archmages weakened, Mordenkainen suggests a desperate contingency plan. The characters could use the fabled {@item Rod of Seven Parts|VEoR} to stop Vecna. The rod's seven pieces are scattered throughout the multiverse, but Mordenkainen knows where the first piece is located.","與預期的任何效果不同，{@i 祈願術}法術將角色們傳送到艾拉斯卓·銀手位於法印城的聖所，正如本章後面的""{@area 意外發展|0ec|x}""部分所解釋的。時間緊迫，大法師們力量削弱，魔鄧肯提出了一個絕望的應急計劃。角色們可以使用傳說中的{@item Rod of Seven Parts|VEoR|七碎片之杖}來阻止維克那。法杖的七個部分遍佈在多元宇宙中，但魔鄧肯知道第一部分的位置。"
VEoR,data/2/entries/5/name,38,HEADING_LABEL,0.99,The Sigil Sanctum,法印城聖所
VEoR,data/2/entries/5/entries/0,38,NARRATIVE,0.8,"Hundreds of years ago, Lady Alustriel of Silverymoon needed a secure place to conduct sensitive magic work and research. After discovering a portal from Silverymoon to Sigil, Alustriel traveled to Sigil. There she spent decades creating a private sanctum around the portal.",數百年前，銀月城的艾拉斯卓女士需要一個安全的地方進行敏感的魔法工作和研究。在發現從銀月城到法印城的傳送門後，艾拉斯卓前往了法印城。在那裡，她花了幾十年時間圍繞傳送門建立了一個私人聖所。
VEoR,data/2/entries/5/entries/1,38,NARRATIVE,0.8,"Alustriel magically fused the portal in her sanctum with a {@item Well of Many Worlds}, destroying the magic item in the process. As a result, the portal now leads to numerous locations throughout the multiverse. Further, the portal reacts to magic items and artifacts, allowing those who carry such objects to step through the portal to the exact places they wish to travel. Alustriel carefully maintains the sanctum's secrecy, bringing guests here only after first meeting them in a neutral location. So far, either her portal's strange teleportation properties have gone unnoticed by Sigil's Lady of Pain and her agents, or the Lady of Pain is allowing the portal to function this way for reasons of her own.",奧露絲瑞爾（艾拉斯卓）在她的聖所中神奇地將一個門戶與{@item Well of Many Worlds||諸界之井}融合，在這一過程中摧毀了這件魔法物品。結果，這個門戶現在可以通向多元宇宙中的無數地點。此外，這個門戶對魔法物品和神器有反應，允許攜帶這些物品的人透過門戶到達他們希望前往的精確地點。奧露絲瑞爾小心翼翼地維護著聖所的保密性，只有在先前在中立地點會面之後才會將客人帶到這裡。到目前為止，她的門戶的奇怪傳送特性要麼未被法印城的痛苦女士及其特工注意，要麼痛苦女士出於自己的原因允許這個門戶以這種方式運作。
VEoR,data/2/entries/5/entries/2/name,39,HEADING_LABEL,0.99,Magic in the Sanctum,聖所中的魔法
VEoR,data/2/entries/5/entries/2/entries/0,39,DM_INSTRUCTION,0.85,"Planar magic functions differently in Sigil. For instance, the only way to reach Sigil is through portals; teleporting into or out of the city doesn't work. Since the characters might spend significant time in Sigil, take note of how the following types of magic work in the city:",位面魔法在法印城中的作用有所不同。例如，到達法印城的唯一方式是透過傳送門；直接傳送進城或出城是不起作用的。由於角色們可能會在法印城中花費大量時間，請注意以下型別的魔法在城市中的運作方式：
VEoR,data/2/entries/5/entries/2/entries/1/title,39,NARRATIVE,0.8,Lady Alustriel Silverhand,艾拉斯卓·銀手女士
VEoR,data/2/entries/5/entries/2/entries/2/items/0/name,39,HEADING_LABEL,0.99,Banishment,放逐術
VEoR,data/2/entries/5/entries/2/entries/2/items/0/entry,39,DM_INSTRUCTION,0.85,Effects that banish a target from Sigil treat the target as if Sigil were its home plane.,把目標放逐出法印城的效應，會將法印城視為目標的家園位面。
VEoR,data/2/entries/5/entries/2/entries/2/items/1/name,39,HEADING_LABEL,0.99,Extradimensional Space,異次元空間
VEoR,data/2/entries/5/entries/2/entries/2/items/1/entry,39,DM_INSTRUCTION,0.85,"Extradimensional spaces, demiplanes, and pocket dimensions—such as those created by a {@item Bag of Holding} or the {@spell Rope Trick} spell—function within Sigil, but those spaces follow these restrictions as if they were part of the city.",額外維度空間、半位面和口袋維度——比如由{@item Bag of Holding||次元袋}或{@spell Rope Trick||魔繩術}法術創造的空間——在法印城內起作用，但這些空間遵循以下限制，就好像它們是城市的一部分一樣。
VEoR,data/2/entries/5/entries/2/entries/2/items/2/name,39,HEADING_LABEL,0.99,Planar Travel,位面旅行
VEoR,data/2/entries/5/entries/2/entries/2/items/2/entry,39,DM_INSTRUCTION,0.85,"Effects that allow interplanar travel, such as the {@spell Astral Projection} and {@spell Plane Shift} spells, fail if used to try to enter or leave Sigil, with one exception (see ""Teleportation Circles"" below).","允許跨位面旅行的效果，如{@spell Astral Projection||星界投影}和{@spell Plane Shift||位面轉移}法術，如果用來嘗試進入或離開法印城則失敗，有一個例外（見下文的""傳送圓環""）。"
VEoR,data/2/entries/5/entries/2/entries/2/items/3/name,39,HEADING_LABEL,0.99,Summoning,召喚
VEoR,data/2/entries/5/entries/2/entries/2/items/3/entry,39,DM_INSTRUCTION,0.85,"Spells, magic items, and effects that summon creatures or objects from other planes, such as a {@item Ring of Djinni Summoning}, instead summon targets from within Sigil if possible or otherwise fail. Effects that summon a specific target from outside Sigil, such as the {@spell Drawmij's Instant Summons} and {@spell Leomund's Secret Chest} spells, automatically fail.",法術、魔法物品以及從其他位面召喚生物或物品的效果，例如{@item Ring of Djinni Summoning||召喚氣巨靈戒指}，如果可能的話，改為從法印城內部召喚目標，否則就會失敗。那些從法印城外部召喚特定目標的效果，如{@spell Drawmij's Instant Summons||卓姆吉瞬間召喚}和{@spell Leomund's Secret Chest||李歐蒙秘藏箱}法術，會自動失敗。
VEoR,data/2/entries/5/entries/2/entries/2/items/4/name,39,HEADING_LABEL,0.99,Teleportation,傳送
VEoR,data/2/entries/5/entries/2/entries/2/items/4/entry,39,NARRATIVE,0.8,"Attempts to teleport into or out of Sigil fail, but such magic functions normally when teleporting within the city.",嘗試傳送進入或離開法印城都會失敗，但是這種魔法在城市內部進行傳送時可以正常運作。
VEoR,data/2/entries/5/entries/2/entries/2/items/5/name,39,HEADING_LABEL,0.99,Teleportation Circles,傳送法陣
VEoR,data/2/entries/5/entries/2/entries/2/items/5/entry,39,DM_INSTRUCTION,0.85,"Permanent teleportation circles exist within Sigil, but attempts to create new ones fail. If the Lady of Pain permits, they can be used to enter the city via the {@spell Plane Shift} spell but not to leave.",法印城記憶體在永久性的傳送圈，但嘗試建立新的傳送圈將會失敗。如果痛苦女士允許，可以使用它們透過{@spell Plane Shift||位面轉移}法術進入城市，但不能用來離開。
VEoR,data/2/entries/5/entries/3/name,39,HEADING_LABEL,0.99,General Features,通用特徵
VEoR,data/2/entries/5/entries/3/entries/0,39,NARRATIVE,0.8,The features of Alustriel's sanctum are described in the following sections.,艾拉斯卓的聖所的特徵在以下各節中進行了描述。
VEoR,data/2/entries/5/entries/3/entries/1/name,39,HEADING_LABEL,0.99,Ceilings,天花板
VEoR,data/2/entries/5/entries/3/entries/1/entries/0,39,NARRATIVE,0.8,The ceilings on the first floor of the sanctum are 20 feet high. The ceilings on the upper floor are 10 feet high.,聖所一樓的天花板高度為20尺。上層的天花板高度為10尺。
VEoR,data/2/entries/5/entries/3/entries/2/name,39,HEADING_LABEL,0.99,Doors,門
VEoR,data/2/entries/5/entries/3/entries/2/entries/0,39,MIXED,0.85,"No doors separate areas S1–S3 of the sanctum, though open archways set off each area. The doors in areas S5–S7 of the sanctum are unlocked. The door to {@area area S8|0df|x}, Mordenkainen's room, is sealed with an {@spell Arcane Lock} spell that requires a successful {@dc 30} Dexterity ({@skill Sleight of Hand}) check using thieves' tools to open.",聖所的區域 S1 至 S3 之間沒有門，但每處區域都以開放的拱門分隔。聖所區域 S5 至 S7 的門並未上鎖。通往 {@area 區域S8|0df|x}，即魔鄧肯的房間的門，被一道 {@spell Arcane Lock||秘法鎖} 法術封印，需要使用盜賊工具並透過一次 {@dc 30} 敏捷（{@skill Sleight of Hand||巧手}）檢定才能開啟。
VEoR,data/2/entries/5/entries/3/entries/3/name,39,HEADING_LABEL,0.99,Lighting,光照
VEoR,data/2/entries/5/entries/3/entries/3/entries/0,39,NARRATIVE,0.8,{@spell Continual Flame} spells cast on sconces bathe most areas in {@quickref Vision and Light||2||bright light}. Only {@area area S8|0df|x} is unlit.,施放在壁燈上的{@spell Continual Flame||不滅明焰}法術使大部分區域沐浴在{@quickref Vision and Light||2||明亮光照}中。只有{@area 區域S8|0df|x}區域未被照亮。
VEoR,data/2/entries/5/entries/3/entries/4/name,39,HEADING_LABEL,0.99,Safe from Prying Eyes,免受窺探的安全
VEoR,data/2/entries/5/entries/3/entries/4/entries/0,39,NARRATIVE,0.8,Everyone in the sanctum is under the effect of a {@spell Nondetection} spell while they remain inside the structure.,在聖所內，每個人都受到{@spell Nondetection||迴避偵測}法術的影響，只要他們待在結構內部。
VEoR,data/2/entries/5/entries/3/entries/5/name,39,HEADING_LABEL,0.99,Walls,牆壁
VEoR,data/2/entries/5/entries/3/entries/5/entries/0,39,NARRATIVE,0.8,"Alustriel magically reinforced the walls of the sanctum, which are made of a combination of brick and layers of cement. Only exceedingly powerful destructive magic could harm the sanctum's structural integrity.",艾拉斯卓使用魔法加固了聖所的牆壁，這些牆壁由磚塊和水泥層組成。只有極其強大的破壞性魔法才能損害聖所的結構完整性。
VEoR,data/2/entries/5/entries/4/name,39,HEADING_LABEL,0.99,Sanctum Locations,聖所地點
VEoR,data/2/entries/5/entries/4/entries/0,39,NARRATIVE,0.8,The following locations are keyed to map 2.1.,以下位置對應於地圖2.1上的關鍵點。
VEoR,data/2/entries/5/entries/4/entries/1/title,39,NARRATIVE,0.8,Map 2.1: The Sanctum,地圖 2.1: 聖所
VEoR,data/2/entries/5/entries/4/entries/2/name,39,HEADING_LABEL,0.99,S1: Library,S1: 圖書館
VEoR,data/2/entries/5/entries/4/entries/2/entries/0/entries/0,39,READ_ALOUD,0.99,"Gleaming, floor-to-ceiling bookshelves filled with leather-bound tomes wrap around the sanctum's west end, while marble pillars hold up vaulted ceilings to the east. Spiral staircases in the corners lead upward.",閃閃發光的從地板到天花板的書架，擺滿了皮革裝幀的書籍，環繞在聖所的西端，而大理石柱子支撐著東邊的拱形天花板。角落裡的螺旋樓梯向上延伸。
VEoR,data/2/entries/5/entries/4/entries/2/entries/1,39,DM_INSTRUCTION,0.85,"This section of the sanctum holds Alustriel's collection of rare books. The books aren't magical, but the characters can use them to research any esoteric topic.",這個聖所的部分收藏了艾拉斯卓的稀有書籍。這些書籍沒有魔法，但角色可以使用它們來研究任何深奧的話題。
VEoR,data/2/entries/5/entries/4/entries/2/entries/2,39,MIXED,0.85,"If a character researches a specific topic, roll a {@dice d4}. On a roll of 1 or 2, the character finds information about the topic. At your discretion, this might grant the character advantage for the rest of the day on any ability checks made to recall or use the information they've learned.",如果一個角色研究一個特定的主題，擲一個{@dice d4}。如果是1或2點，角色找到了關於該主題的資訊。根據您的判斷，這可能會在當天剩餘時間裡，為角色在任何屬性檢定上獲得優勢，以回憶或使用他們學到的資訊。
VEoR,data/2/entries/5/entries/4/entries/3/name,41,HEADING_LABEL,0.99,S2: Parlor,S2: 客廳
VEoR,data/2/entries/5/entries/4/entries/3/entries/0/entries/0,41,READ_ALOUD,0.99,"Plush, antique furniture, including sofas and footstools, is arranged here. To the north is a grand staircase. To the south, a garden of ferns and flowering plants grows around a raised marble dais.",這裡擺放著柔軟的古董傢俱，包括沙發和腳踏凳。向北是一個宏偉的樓梯。向南，一個蕨類植物和開花植物的花園圍繞著一個高臺大理石平臺生長。
VEoR,data/2/entries/5/entries/4/entries/3/entries/1,41,NARRATIVE,0.8,"When Alustriel invites dignitaries into her sanctum, she holds business and political discussions in this parlor. The grand staircase ascends to {@area area S4|0dd|x}.",當艾拉斯卓邀請顯要人物進入她的聖所時，她會在這個客廳裡進行商務和政治討論。宏偉的樓梯通往{@area 區域S4|0dd|x}。
VEoR,data/2/entries/5/entries/4/entries/3/entries/2/name,41,HEADING_LABEL,0.99,Dais,講臺
VEoR,data/2/entries/5/entries/4/entries/3/entries/2/entries/0,41,NARRATIVE,0.8,The dais in the center of the garden is the site of the portal Alustriel has tweaked to lead to numerous multiplanar locations.,花園中心的高臺是艾拉斯卓調整過的傳送門的所在地，它可以通往眾多多面位面的位置。
VEoR,data/2/entries/5/entries/4/entries/3/entries/3/name,41,HEADING_LABEL,0.99,Garden,種植園
VEoR,data/2/entries/5/entries/4/entries/3/entries/3/entries/0,41,NARRATIVE,0.8,The greenery is the result of Alustriel's dabbling in magical gardening. The plants here need no tending.,這些綠色植物是艾拉斯卓在魔法園藝中嘗試的結果。這裡的植物不需要照料。
VEoR,data/2/entries/5/entries/4/entries/3/entries/3/entries/1/title,41,NARRATIVE,0.8,What mischief is Mordenkainen up to?,魔鄧肯在搞什麼惡作劇？
VEoR,data/2/entries/5/entries/4/entries/4/name,41,HEADING_LABEL,0.99,S3: Workspace,S3: 工作區
VEoR,data/2/entries/5/entries/4/entries/4/entries/0/entries/0,41,READ_ALOUD,0.99,A desk covered in paperwork and books sits in the middle of this work area. Nearby are curio cabinets filled with magical trinkets—everything from necklaces and brooches to sparkling stones and shoes.,這個工作區域的中央有一張堆滿了檔案和書籍的桌子。附近是裝滿了魔法小玩意兒的古董櫃——從項鍊和胸針到閃閃發光的石頭和鞋子，應有盡有。
VEoR,data/2/entries/5/entries/4/entries/4/entries/1,41,DM_INSTRUCTION,0.85,"Characters transported to the sanctum by the failed {@spell Wish} spell appear here (see the ""{@area Surprise Development|0ec|x}"" section later in this chapter).","透過失敗的{@spell Wish||祈願術}法術傳送到聖所的角色會出現在這裡（見本章後面的""{@area 意外發展|0ec|x}""部分）。"
VEoR,data/2/entries/5/entries/4/entries/4/entries/2/name,41,HEADING_LABEL,0.99,Curio Cabinets,古董櫃
VEoR,data/2/entries/5/entries/4/entries/4/entries/2/entries/0,41,DM_INSTRUCTION,0.85,"Alustriel keeps an impressive collection of magic items here. If the characters ask, Alustriel allows each character to borrow their choice of any single magic item of rare or lower rarity from the {@book Dungeon Master's Guide|DMG}. Later in this chapter, Kas, disguised as Mordenkainen, retrieves the {@item Chime of Exile|VEoR} from one of these cabinets.",艾拉斯卓在這裡儲存著一系列令人印象深刻的魔法物品。如果角色們提出請求，艾拉斯卓允許每位角色從{@book 城主指南|DMG}中借用任意一件稀有或更低稀有度的魔法物品。在本章的後續部分，化身為魔鄧肯的凱斯從其中一個櫃子中取回了{@item Chime of Exile|VEoR|放逐鐘琴}。
VEoR,data/2/entries/5/entries/4/entries/5/name,41,HEADING_LABEL,0.99,S4: Lounge,S4: 休息室
VEoR,data/2/entries/5/entries/4/entries/5/entries/0/entries/0,41,READ_ALOUD,0.99,Roaring fireplaces are built into the east and west walls of this lounge. Comfortable couches and chairs are artfully arranged before a grand staircase that leads downward.,這個休息室的東牆和西牆上建有熊熊燃燒的壁爐。舒適的沙發和椅子巧妙地擺放在通向下方的宏偉樓梯前。
VEoR,data/2/entries/5/entries/4/entries/5/entries/1,41,NARRATIVE,0.8,"Alustriel and her friends socialize, dine, and relax in this lounge. Alustriel is known for her sumptuous dinner parties. Discreet drawers in the bottoms of the couches store fine china and cutlery for when Alustriel transforms the center table into a dining table. Additional storage is in the northwest corner.",艾拉斯卓和她的朋友們在這個休息室社交、用餐和放鬆。艾拉斯卓以其豪華的晚宴派對而聞名。沙發底部的抽屜裡藏著精緻的瓷器和餐具，當艾拉斯卓將中央桌子變成餐桌時使用。額外的儲物空間位於西北角。
VEoR,data/2/entries/5/entries/4/entries/5/entries/2,41,DM_INSTRUCTION,0.85,"When the characters are shunted to the sanctum, Alustriel offers them use of the lounge.",當角色們被傳送到聖所時，艾拉斯卓提供給他們使用休息室。
VEoR,data/2/entries/5/entries/4/entries/6/name,41,HEADING_LABEL,0.99,S5–S8: Bedrooms,S5–S8: 臥室
VEoR,data/2/entries/5/entries/4/entries/6/entries/0,41,NARRATIVE,0.8,"These small but comfortable bedrooms are where Alustriel and her guests stay when they need personal quarters, whether it's to sleep or be alone.",這些小巧但舒適的臥室是艾拉斯卓和她的客人在需要私人空間時使用的，無論是為了睡覺還是獨處。
VEoR,data/2/entries/5/entries/4/entries/6/entries/1,41,DM_INSTRUCTION,0.85,"Area S5 is the bedroom of Alustriel and her wife, Malaina van Talstiv. A retired adventurer, Malaina is a neutral good human who uses the {@creature assassin} stat block. Malaina is meeting with associates to thwart a scheme against Waterdeep when the characters arrive. When the characters return, Malaina speaks with them (see the ""{@area Next Steps|134|x}"" section at the end of this chapter).","區域S5是艾拉斯卓和她的妻子瑪萊娜·範·塔爾斯蒂夫的臥室。瑪萊娜是一位退休的冒險家，是一箇中立善良的人類，使用{@creature assassin||刺客}的統計資料塊。當角色們到達時，瑪萊娜正在與同伴們會面，以挫敗一個針對深水城的陰謀。當角色們回來時，瑪萊娜會與他們交談（見本章末尾的""{@area 下一步|134|x}""部分）。"
VEoR,data/2/entries/5/entries/4/entries/6/entries/2,41,DM_INSTRUCTION,0.85,"Area S6 is Tasha's room. Area S7 is an empty room, which Alustriel offers to the characters for their use. Area S8 is Mordenkainen's bedroom, which contains clues hinting at subterfuge (see the ""{@area Evidence of Deception|0e7|x}"" section later in this chapter).","區域S6是塔莎的房間。區域S7是一個空房間，艾拉斯卓提供給角色們使用。區域S8是魔鄧肯的臥室，其中包含暗示著欺騙的線索（見本章後面的""{@area 欺騙的證據|0e7|x}""部分）。"
VEoR,data/2/entries/6/name,42,HEADING_LABEL,0.99,The Wizards Three,三巫師
VEoR,data/2/entries/6/entries/0,42,DM_INSTRUCTION,0.85,"Three legendary archmages serve as the characters' allies throughout the rest of this adventure, though one of these individuals is an impostor. (See the ""{@area Kas the Destroyer|0e4|x}"" section.) More information about each spellcaster follows.","三位傳奇大法師在這次冒險的剩餘部分中作為角色的盟友，儘管其中一人是冒名頂替者。（見""{@area 毀滅者凱斯|0e4|x}""部分。）接下來將提供每位施法者更多的資訊。"
VEoR,data/2/entries/6/entries/1/name,42,HEADING_LABEL,0.99,Alustriel Silverhand,艾拉斯卓·銀手
VEoR,data/2/entries/6/entries/1/entries/0,42,NARRATIVE,0.8,"More than seven centuries old, Lady {@creature Alustriel Silverhand|VEoR} is beloved throughout Faerûn for her kindliness and for using her incredible spellcasting power to protect the innocent. Alustriel is an immortal daughter of Mystra, a god of magic, and is a chaotic good, human wizard. Alustriel served as High Mage of Silverymoon, battled demons on the Outer Planes, and prevented the lich Larloch from ascending to godhood. She has seen the rise and fall of evil powers, though Vecna's plot troubles her greatly. More about Alustriel, including her stat block, appears in {@adventure appendix B|VEoR|13}.",超過七百年的歲月，{@creature Alustriel Silverhand|VEoR|艾拉斯卓·銀手}因其仁慈以及使用她難以置信的法術力量保護無辜而在整個費倫受到愛戴。艾拉斯卓是魔法之神密斯特拉的不朽女兒，是一個混亂善良的人類女巫。艾拉斯卓曾擔任銀月城的高階法師，與外層位面的惡魔戰鬥，並阻止了巫妖拉爾洛克升為神格。她見證了邪惡勢力的興衰，儘管維克那的陰謀讓她非常煩惱。關於艾拉斯卓的更多資訊，包括她的資料塊，出現在{@adventure 附錄 B|VEoR|13}。
VEoR,data/2/entries/6/entries/2/name,42,HEADING_LABEL,0.99,Mordenkainen,魔鄧肯
VEoR,data/2/entries/6/entries/2/entries/0,42,DM_INSTRUCTION,0.85,"Renowned for his bravery but not his judgment, Mordenkainen is a powerful spellcaster from Oerth. The chaotic neutral, human wizard led a council of famous archmages known as the Circle of Eight. He later became trapped in the dread realm of Barovia, where he lost his spellbook and staff as well as his grip on reality and wandered adrift for some time. Alustriel trusts Mordenkainen and respects his gumption, even though he occasionally embarks on tasks that outstrip his capabilities. The real Mordenkainen doesn't appear in this adventure, though the characters likely believe they're interacting with him.",魔鄧肯以其勇氣而非判斷力而聞名，他是來自奧斯世界的一位強大施法者。這位混亂中立的人類法師曾領導一個名為八人議會的著名大法師團體。後來，他被困在可怕的巴洛維亞領域，在那裡他失去了他的法術書和法杖，以及對現實的把握，漂泊了一段時間。艾拉斯卓信任魔鄧肯，並尊重他的勇氣，儘管他偶爾會承擔超出自己能力的任務。真正的魔鄧肯沒有出現在這次冒險中，儘管角色們可能認為他們正在與他互動。
VEoR,data/2/entries/6/entries/3/name,42,HEADING_LABEL,0.99,Tasha,塔莎
VEoR,data/2/entries/6/entries/3/entries/0,42,NARRATIVE,0.8,"{@creature Tasha the Witch|VEoR|Tasha} is a chaotic neutral archmage from Oerth, a renowned demonologist, and the adopted daughter of Baba Yaga. Tasha is widely considered the multiverse's foremost authority on the Abyss, having authored the fabled {@item Demonomicon of Iggwilv|TCE}. Although Tasha's motives are fickle, Alustriel has found Tasha an unparalleled ally when their interests align, as Tasha can access and influence places where even the daughter of Mystra dares not tread. The version of Tasha who answers Alustriel's summons is from the past, before Tasha became Iggwilv the Witch Queen. More about Tasha, including her stat block, can be found in {@adventure appendix B|VEoR|13}.",{@creature Tasha the Witch|VEoR|塔莎}是來自奧斯的一位混亂中立的大法師，是一位著名的惡魔學家，也是巴巴·亞加的養女。塔莎被廣泛認為是多元宇宙中關於無底深淵的權威，她撰寫了傳說中的{@item Demonomicon of Iggwilv|TCE|伊格薇爾伏惡魔志}。儘管塔莎的動機變化無常，但當她們的利益一致時，艾拉斯卓發現塔莎是一個無與倫比的盟友，因為塔莎能夠進入甚至密斯特拉的女兒也不敢涉足的地方並施加影響。響應艾拉斯卓召喚的塔莎版本來自過去，那時塔莎還未成為女巫女王伊格維爾。關於塔莎的更多資訊，包括她的資料塊，可以在{@adventure 附錄 B|VEoR|13}中找到。
VEoR,data/2/entries/6/entries/3/entries/1/title,42,NARRATIVE,0.8,Tasha,塔莎
VEoR,data/2/entries/7/name,42,HEADING_LABEL,0.99,Kas the Destroyer,毀滅者凱斯
VEoR,data/2/entries/7/entries/0,42,DM_INSTRUCTION,0.85,"The vampire warlord {@creature Kas the Betrayer|VEoR|Kas} maintains his masquerade as Mordenkainen, likely fooling the characters until the events of {@adventure chapter 9|VEoR|9}. The blood feud between Kas and Vecna stretches back centuries to a time when Kas served as Vecna's first lieutenant. More about Kas, including his stat block, appears in {@adventure appendix B|VEoR|13}.",吸血鬼軍閥{@creature Kas the Betrayer|VEoR|凱斯}以魔鄧肯的身份偽裝，很可能會一直欺騙角色們，直到{@adventure 第九章|VEoR|9}的事件。凱斯和維克那之間的血海深仇可以追溯到幾個世紀前，當時凱斯擔任維克那的首席副官。關於凱斯的更多資訊，包括他的資料塊，出現在{@adventure 附錄 B|VEoR|13}。
VEoR,data/2/entries/7/entries/1/name,42,HEADING_LABEL,0.99,Manipulation in Motion,操縱在行動
VEoR,data/2/entries/7/entries/1/entries/0,42,NARRATIVE,0.8,"After the Dark Powers released him, Kas tracked down a cell of Vecna's cultists, who told the vampire more about the lich-god's planned ritual. The vampire used the {@item Crown of Lies|VEoR} to intercept a message from Alustriel to Mordenkainen, then used the crown to mimic Mordenkainen. Kas then met with Alustriel and gained her confidence.",黑暗力量釋放他之後，凱斯追蹤到了一個維克那邪教徒的小組，他們告訴了這位吸血鬼有關巫妖神計劃儀式的更多資訊。吸血鬼使用{@item Crown of Lies|VEoR|謊言之冠}截獲了艾拉斯卓發給魔鄧肯的資訊，然後利用皇冠模仿魔鄧肯。之後凱斯會見了艾拉斯卓，並贏得了她的信任。
VEoR,data/2/entries/7/entries/1/entries/1,42,DM_INSTRUCTION,0.85,"While posing as Mordenkainen, Kas sabotages the archmages' {@spell Wish} spell. As a consequence, the spell shunts the characters to Alustriel's sanctum. Suspecting that the characters are somehow linked to Vecna, Kas urges them to retrieve the pieces of the {@item Rod of Seven Parts|VEoR}. As Mordenkainen, Kas claims that the rod is the only way to weaken Vecna to the point where the characters might thwart his ritual and banish the lich-god to Oerth.",在偽裝成魔鄧肯的同時，凱斯破壞了大法師們的{@spell Wish||祈願術}法術。結果，法術將角色們傳送到了艾拉斯卓的聖所。凱斯懷疑角色們以某種方式與維克那有關，便敦促他們去取回{@item Rod of Seven Parts|VEoR|七碎片之杖}的碎片。作為魔鄧肯，凱斯聲稱法杖是削弱維克那的唯一方法，以至於角色們可能破壞他的儀式，並將巫妖神驅逐到奧斯。
VEoR,data/2/entries/7/entries/1/entries/2,42,NARRATIVE,0.8,"In truth, Kas intends to steal the {@i Rod of Seven Parts} once he has all the pieces. He plans to whisk the artifact to the plane of Pandemonium, use it to free the demon known as Miska the Wolf-Spider, and kill Vecna. Kas doesn't yet know the site of Vecna's ritual is also on Pandemonium, the same plane where Miska is imprisoned, but the vampire finds out later in this adventure.",實際上，凱斯打算一旦得到所有的碎片，就偷走{@i 七碎片之杖}。他計劃將這件神器帶到喧癲空隧，用它釋放被稱為米斯卡，狼蛛的惡魔，並殺死維克那。凱斯還不知道維克那的儀式地點也在喧癲空隧，也就是米斯卡被囚禁的同一層面，但這位吸血鬼在這次冒險中稍後會發現。
VEoR,data/2/entries/7/entries/1/entries/3/name,42,HEADING_LABEL,0.99,Kas in the Sanctum,聖所中的凱斯
VEoR,data/2/entries/7/entries/1/entries/3/entries/0,42,NARRATIVE,0.8,"While disguised as Mordenkainen, Kas never lets his guard down or removes the {@item Crown of Lies|VEoR}. Occasionally during this adventure, Mordenkainen is absent from the sanctum. During these interludes, the vampire warlord travels to other realms and eventually deduces where Vecna plans to enact the multiverse-unraveling ritual. This sets into motion the betrayal that takes place in {@adventure chapter 9|VEoR|9}.",在偽裝成魔鄧肯時，凱斯從不放鬆警惕或摘下{@item Crown of Lies|VEoR|謊言之冠}。在這次冒險中，偶爾魔鄧肯會不在聖所。在這些間歇期間，這位吸血鬼軍閥會前往其他領域，並最終推斷出維克那計劃實施解構多元宇宙儀式的地點。這觸發了{@adventure 第九章|VEoR|9}中發生的背叛。
VEoR,data/2/entries/7/entries/1/entries/4/name,43,HEADING_LABEL,0.99,Evidence of Deception,欺騙的證據
VEoR,data/2/entries/7/entries/1/entries/4/entries/0,43,NARRATIVE,0.8,"While in the sanctum, Kas is careful to leave no direct evidence that he's not Mordenkainen. In Mordenkainen's quarters ({@area area S8|0df|x}), Kas leaves spellbooks and collections of notes spread across the desk to reinforce his fake identity.",在聖所內，凱斯小心不留下任何直接證據表明他不是魔鄧肯。在魔鄧肯的住處（{@area 區域S8|0df|x}），凱斯在桌子上散佈著魔法書和筆記集，以加強他的假身份。
VEoR,data/2/entries/7/entries/1/entries/4/entries/1,43,MIXED,0.85,"However, a character who searches Mordenkainen's quarters and succeeds on a {@dc 30} Intelligence ({@skill Investigation}) check notices that none of the famed spells Mordenkainen authored are mentioned in these spellbooks or notes. The jumbled notes are written awkwardly, while Mordenkainen is known for his academic, methodical style.",然而，一個角色如果搜尋了魔鄧肯的住處並在一次 {@dc 30} 智力（{@skill Investigation||調查}）檢定中成功，會注意到這些法術書或筆記中沒有提到任何魔鄧肯所著的著名法術。這些混亂的筆記寫得很生硬，而魔鄧肯以其學術性、有條理的風格著稱。
VEoR,data/2/entries/7/entries/1/entries/4/entries/2,43,NARRATIVE,0.8,"Any thorough search of Mordenkainen's quarters yields a black {@item Bag of Holding} tucked underneath the mattress. Inside the bag is a mundane silver chain bearing a sword-shaped pendant inlaid with black diamonds, worth 5,000 gp total. Also inside is a magically preserved, leather-bound journal.",對魔鄧肯的住處進行徹底搜尋，會發現床墊下藏著一個黑色的{@item Bag of Holding||次元袋}。袋子裡有一個普通的銀色鏈子，上面掛著一個鑲有黑色鑽石的劍形吊墜，總價值為5000金幣。袋子裡還有一個魔法儲存的皮革封面日記本。
