english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Charmayne Dies,夏梅恩 死亡,project-proposed,heading-only,KftGV,159,data/10/entries/9/entries/1/items/0/name,1,Charmayne Dies,
Charmayne's Location,夏梅恩的位置,project-proposed,heading-only,KftGV,150,data/10/entries/5/entries/4/items/1/name,1,Charmayne's Location,
Chasme,喀嘶魔,existing-site,heading-only,KftGV,103,data/7/entries/2/title,7,A chasme demon aims to thwart a bard's bold escape from Skalderang Conservatory,
Cheating,欺詐,project-proposed,heading-only,KftGV,32,data/2/entries/7/entries/3/entries/8/entries/1/name,2,Cheating,
Chimneys,煙囪,project-proposed,heading-only,KftGV,108,data/7/entries/8/entries/4/entries/1/name,2,Chimneys,
"Choo, Choo!",咻咻！,project-proposed,heading-only,KftGV,164,data/11/entries/7/entries/4/entries/5/name,1,"Choo, Choo!",
Cinis,灰燼,project-proposed,canonical-name,KftGV,149,data/10/entries/1,21,"Ghalasine is under a terrible curse. An evil spellcaster has enacted a ritual to siphon life from the city's people and reduce the city itself to ash. Powering the ritual is the heart of Ghalasine's vanquished leader, {@creature King Jhaeros|KftGV} Astolko. In this adventure, the characters must infiltrate Castle Cinis and recover the king's heart to end the ritual, thereby saving Ghalasine.",
Cinnabar,朱砂,project-proposed,canonical-name,KftGV,150,data/10/entries/5/entries/4/items/0/entry,4,"Castle Cinis is guarded by ashen creatures that used to be the king's guards. The king's dogs, Cinnabar and Sol, have become {@creature Hell Hound||hell hounds} that wander the castle's interior.",
Circle of Death,死亡法陣,existing-site,heading-only,KftGV,207,data/13/entries/8/entries/5/entries/31/entries/3/entries/1/items/0/name,2,Circle of Death,
Circle of Symbols,符號圈,project-proposed,heading-only,KftGV,49,data/3/entries/9/entries/3/entries/24/entries/2/name,1,Circle of Symbols,
Circumventing Security,規避安全措施,project-proposed,heading-only,KftGV,15,data/1/entries/6/entries/4/entries/3/entries/0,2,"The doors to the museum's offices (areas V5–V7) and basement (area V16) are locked at all hours, as described in the ""Interior Doors"" subsection of the ""{@area General Features|033|x}"" section. Curator Alda Arkin, whom the characters might meet at the gala, carries a master key, while the museum's guards have keys that grant access to specific areas (see ""{@area Circumventing Security|029|x}"" and ""{@area Curator Alda Arkin|02e|x}"").",
Cirque Maladomini,馬拉多米尼馬戲團,project-proposed,canonical-name,KftGV,35,data/2/entries/7/entries/7/entries/10/name,4,A8: Cirque Maladomini,
Clan Axebreaker,碎斧氏族,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/3/1,10,"Horath Axebreaker (lawful evil, dwarf {@creature veteran}) hires the rivals to retrieve a copy of {@creature Prisoner 13|KftGV}'s keystone tattoo so he can steal Clan Axebreaker's treasure for himself.",
Cleaning Supply Storage,清潔用品儲藏室,project-proposed,heading-only,KftGV,17,data/1/entries/6/entries/4/entries/8/entries/1/items/0/name,1,Cleaning Supply Storage,
Clever Deception,巧妙欺騙,project-proposed,heading-only,KftGV,172,data/11/entries/8/entries/9/entries/4/entries/5/items/0/name,1,Clever Deception,
Cloaked Figures,披著斗篷的人物,project-proposed,heading-only,KftGV,48,data/3/entries/9/entries/3/entries/18/entries/0/entries/0,5,"This room reeks of chemicals. A long table with various vials and compounds occupies the center of the room. At the table, two cloaked figures oversee various alchemical experiments.",
Clockwork Defenders,發條守衛者,project-proposed,heading-only,KftGV,75,data/5/entries/9/entries/2/entries/1/items/0/name,10,Clockwork Defenders,
Clockwork Observers,發條觀察者,project-proposed,heading-only,KftGV,75,data/5/entries/9/entries/2/entries/1/items/1/name,4,Clockwork Observers,
Close to Home,接近家園,project-proposed,heading-only,KftGV,195,data/13/entries/5/entries/1/name,1,Close to Home,
Closets,盥洗室,project-proposed,heading-only,KftGV,95,data/6/entries/8/entries/5/entries/17/entries/1/name,7,Closets,
Cognoscenti Esoterica,祕學智者會,project-proposed,canonical-name,KftGV,87,data/6/entries/1,15,"A group of scholars and sages known as the Cognoscenti Esoterica recently purchased a painting of Constantori, a famous courtier rumored to once have been the most beautiful man alive. The portrait supposedly has occult properties, but before the sages could study it, the painting was stolen by the Agile Hand, a thieves' guild. In this adventure, the characters must retrieve the portrait of Constantori from the Agile Hand's guildhouse and return it to Adrisa Carimorte, a member of the Cognoscenti Esoterica.",
Coin Box,錢幣盒,project-proposed,heading-only,KftGV,94,data/6/entries/8/entries/5/entries/7/entries/2/name,4,Coin Box,
Concept Illustrator,概念畫師,project-proposed,heading-only,KftGV,,data/14/entries/0/items/0/items/12/name,1,Concept Illustrator,
Conclude the Heist,完成劫案,project-proposed,heading-only,KftGV,5,data/0/entries/2/entries/1/items/3/name,1,Conclude the Heist,
Conclusion,結局,project-proposed,heading-only,KftGV,23,data/1/entries/8/name,16,Conclusion,
Concordant Express,協和快車,project-proposed,canonical-name,KftGV,5,data/0/entries/3/entries/5/entries/3/rows/10/0,29,{@adventure Affair on the Concordant Express|KftGV|11},和諧快車;和諧號列車
Condition Immunities,狀態免疫,existing-site,heading-only,KftGV,207,data/13/entries/8/entries/5/entries/31/entries/3/entries/1/items/1/name,1,Condition Immunities,
Configuration,配置,project-proposed,heading-only,KftGV,162,data/11/entries/6/entries/6/items/0/name,7,Configuration,
Confronting the Hags,面對巫婆,project-proposed,heading-only,KftGV,192,data/12/entries/10/entries/3/name,1,Confronting the Hags,
Conservatory Locations,音樂學院地點,project-proposed,heading-only,KftGV,112,data/7/entries/8/entries/9/name,1,Conservatory Locations,
Console,控制檯,project-proposed,heading-only,KftGV,65,data/4/entries/8/entries/9/entries/19/entries/0/entries/0,16,"This hexagonal room is the base of the prison's central tower. A spiral staircase rises to the tower's upper levels. Several guards watch through the arrow slits, observing the cells, while one sits at a metal desk and console with a myriad of switches and dials and a brass tube with a funnel-like flare.",
Constantori,康斯坦托里,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/5/1,19,"The rivals are members of a thieves' guild from a neighboring city. They seek {@item Constantori's Portrait|KftGV} for Skandor Torreth (neutral, human {@creature assassin}), a guildmaster who needs information only the portrait knows.",
Constantori's Portrait,康斯坦托里的肖像畫,existing-site,heading-only,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/5/1,15,"The rivals are members of a thieves' guild from a neighboring city. They seek {@item Constantori's Portrait|KftGV} for Skandor Torreth (neutral, human {@creature assassin}), a guildmaster who needs information only the portrait knows.",
Consultants,顧問,project-proposed,heading-only,KftGV,,data/14/entries/0/items/0/items/11/name,1,Consultants,
Consuming Void,虛空吞噬,project-proposed,heading-only,KftGV,150,data/10/entries/5/entries/4/items/2/name,1,Consuming Void,
Containing the Egg,控制卵,project-proposed,heading-only,KftGV,13,data/1/entries/5/entries/5/entries/5/entries/2/items/2/name,1,Containing the Egg,
Contraption,裝置,project-proposed,heading-only,KftGV,72,data/5/entries/8/entries/2/items/3/name,10,Warehouse Contraption,
Control Console,控制檯,project-proposed,heading-only,KftGV,79,data/5/entries/10/entries/4/entries/6/entries/4/name,3,Control Console,
Convincing Argument,說服性論證,project-proposed,heading-only,KftGV,172,data/11/entries/8/entries/9/entries/4/entries/5/items/1/name,1,Convincing Argument,
Copper Slots,銅幣老虎機,project-proposed,heading-only,KftGV,32,data/2/entries/7/entries/4/entries/3/name,4,Copper Slots,
Correspondence,通訊,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/16/entries/2/name,3,Correspondence,
Cosmo,科斯莫,project-proposed,canonical-name,KftGV,169,data/11/entries/8/entries/6/entries/3/entries/1,4,"Whenever a creature drops at least 10 gp worth of treasure into the tube, Cosmo, the illusory modron, reappears. It thanks the donor and asks which plane of existence they'd like to learn about.",考斯莫
Couatl Company,羽蛇公司,project-proposed,canonical-name,KftGV,135,data/9/entries/6/entries/1/items/0/entry,1,"Oztocan is an important outpost for a flourishing trade organization called the Couatl Company. Its owner, Jamishka (lawful good, elf {@creature veteran}), recently acquired the shard and has since learned that it must be returned to the tomb from which it was taken to stop the earthquakes that threaten Oztocan. Jamishka hires the characters to bring the shard to Leandro Sedhar, a playwright in Oztocan who can help them, and promises them a suit of {@item elven chain} (or some other rare magic item of your choice) as payment for stopping the earthquakes.",
Council Members,委員會成員,project-proposed,heading-only,KftGV,59,data/4/entries/8/entries/3,5,"Each member of the Lords' Alliance assigns one representative to Revel's End, and together the representatives form a parole committee called the Absolution Council. Rarely are all ten council members present, since Revel's End offers little in the way of comfort and amenities. If the council needs a tiebreaking vote to determine whether to commute a prisoner's sentence, the prison warden—a neutral arbiter with no ties to any Lords' Alliance member—casts the deciding vote.",
Councilor Jil Torbo,委員吉爾·託博,project-proposed,heading-only,KftGV,62,data/4/entries/8/entries/9/entries/8/entries/2/entries/1/items/1/name,1,Councilor Jil Torbo,
Councilor Kriv Norixius,委員克里夫·裡修斯,project-proposed,heading-only,KftGV,62,data/4/entries/8/entries/9/entries/8/entries/2/entries/1/items/2/name,1,Councilor Kriv Norixius,
Councilor Voss Anderton,委員沃斯·安德頓,project-proposed,heading-only,KftGV,62,data/4/entries/8/entries/9/entries/8/entries/2/entries/1/items/0/name,1,Councilor Voss Anderton,
Cover Illustrators,封面插圖畫家,project-proposed,heading-only,KftGV,,data/14/entries/0/items/0/items/8/name,1,Cover Illustrators,
Cragknuckle,岩拳,project-proposed,canonical-name,KftGV,74,data/5/entries/8/entries/4/entries/0,7,"When the characters are ready to enter Little Lockford, they're led to the town's fortified entrance by Sergeant Yombad Cragknuckle (neutral good {@creature Deep Gnome (Svirfneblin)||deep gnome}), the highest ranked of the surviving militia members. Stern and scowling, he walks with a slight limp and has a heavily bandaged arm, both the result of injuries he sustained during the evacuation.",
Cranes,起重機,project-proposed,heading-only,KftGV,201,data/13/entries/8/entries/5/entries/7/entries/0/entries/0,6,"The large, horseshoe-shaped upper yard wraps around the harbor in its center. Sturdy wooden cranes to the west overlook the quay below, while the eastern side houses small outbuildings. Towering over the eastern edge of the yard is the volcano's ash-covered slope, featuring a giant efreeti face carved from the stone and spewing lava from its mouth.",
Creating a Heist Crew,組建盜竊團隊,project-proposed,heading-only,KftGV,5,data/0/entries/3/entries/4/name,1,Creating a Heist Crew,
Credits,製作組,project-proposed,heading-only,KftGV,,data/14/name,1,Credits,
Crestfall Coven,失落女巫團,project-proposed,canonical-name,KftGV,177,data/12/entries/3/entries/1,11,"Lady {@creature Zorhanna Adulare|KftGV} is an elf and a retired adventurer. On one of her many adventures, she stole a diamond {@item Shard Solitaire (Diamond)|KftGV|shard solitaire} (a magic item described at the {@area end of the adventure|4bd|x}) from a trio of night hags known as the Crestfall Coven. Zorhanna later mounted the diamond into a glittering platinum necklace, which she often wears during special occasions. Trapped within the iridescent facets of the {@item shard solitaire|KftGV} is an unstable extradimensional rift that gives the diamond its remarkable powers.",克雷斯特福爾女巫團
Crossing between Cars,車廂間穿行,project-proposed,heading-only,KftGV,165,data/11/entries/7/entries/6/entries/1/name,1,Crossing between Cars,
Curator Alda Arkin,館長阿爾達·阿金,project-proposed,heading-only,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/0/1,7,"Museum curator Alda Arkin hires the rivals to steal the Murkmire Stone, a curiosity she knows would fetch a high price on the black market.",
D&D Beyond,D&D Beyond,project-proposed,heading-only,KftGV,,data/14/entries/0/items/2/entries/0/name,1,D&D Beyond,
D&D Studio,D&D Studio,project-proposed,heading-only,KftGV,,data/14/entries/0/items/1/entries/0/name,1,D&D Studio,
D10: Balcony,D10: 陽臺,project-proposed,heading-only,KftGV,44,data/3/entries/9/entries/3/entries/2/entries/1,2,The stairs climb to a balcony ({@adventure area D10|KftGV|3|D10: Balcony}). The ceiling here rises 30 feet from the floor. The owlbear rug weighs 50 pounds.,
D11a: Empty Office,D11a: 空辦公室,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/15/name,1,D11a: Empty Office,
D11b: Markos's Office,D11b: 馬寇斯的辦公室,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/16/name,1,D11b: Markos's Office,
D12: Gallery,D12: 畫廊,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/17/name,1,D12: Gallery,
D13: Alchemy Lab,D13: 鍊金實驗室,project-proposed,heading-only,KftGV,48,data/3/entries/9/entries/3/entries/18/name,2,D13: Alchemy Lab,
D14: Meditation Room,D14: 冥想室,project-proposed,heading-only,KftGV,48,data/3/entries/9/entries/3/entries/19/name,1,D14: Meditation Room,
D15: Markos's Bedroom,D15: 馬寇斯的臥室,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/12/entries/3,3,"Zala speaks Common, Deep Speech, and Elvish. If the characters attack her, Zala responds in kind. If they claim to be looking for {@i The Celestial Codex}, Zala advises them to search Markos's office ({@area area D11b|111|x}) or his bedroom ({@adventure area D15|KftGV|3|D15: Markos's Bedroom}).",
D16: Student Quarters,D16: 學生宿舍,project-proposed,heading-only,KftGV,48,data/3/entries/9/entries/3/entries/21/name,1,D16: Student Quarters,
D17: Bathroom,D17: 浴室,project-proposed,heading-only,KftGV,48,data/3/entries/9/entries/3/entries/19/entries/3/entries/0,2,The trapdoor in the ceiling leads to the master bath ({@adventure area D17|KftGV|3|D17: Bathroom}). An unfolding wooden ladder allows easy access.,
D18: Third-Floor Hall,D18: 三樓走廊,project-proposed,heading-only,KftGV,49,data/3/entries/9/entries/3/entries/23/name,1,D18: Third-Floor Hall,
D19: Eldritch Observation Room,D19: 奧術觀察室,project-proposed,heading-only,KftGV,49,data/3/entries/9/entries/3/entries/24/name,2,D19: Eldritch Observation Room,
D1: Foyer,D1: 門廳,project-proposed,heading-only,KftGV,44,data/3/entries/9/entries/3/entries/2/name,2,D1: Foyer,
D20: Component Storage,D20: 元件儲存室,project-proposed,heading-only,KftGV,49,data/3/entries/9/entries/3/entries/25/name,1,D20: Component Storage,
D21: Star-Map Room,D21: 星圖室,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/12/entries/4,2,"Zala wants a map of the Great Snake constellation from the star-map room ({@adventure area D21|KftGV|3|D21: Star-Map Room}). If the characters retrieve the map for her, Zala tells characters about the locked secret door in the wine cellar ({@adventure area D23|KftGV|3|D23: Wine Cellar}) along with the password (""farrl'v hrak"").",
D22: Storage Rooms,D22: 儲藏室,project-proposed,heading-only,KftGV,50,data/3/entries/9/entries/3/entries/27/name,1,D22: Storage Rooms,
D23: Wine Cellar,D23: 酒窖,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/6/entries/0,4,"The pantry is well stocked, and the foodstuffs here haven't spoiled yet. A sack of potatoes rests against the east wall next to stairs that lead to the wine cellar ({@adventure area D23|KftGV|3|D23: Wine Cellar}).",
D24: Temple,D24: 神廟,project-proposed,heading-only,KftGV,49,data/3/entries/9/entries/3/entries/24/entries/3/entries/1,2,"Esquire's tattered butler uniform has a pocket containing a locket and a note. The locket is under the effects of a {@spell magic mouth} spell; when opened, it speaks the password to the temple ({@adventure area D24|KftGV|3|D24: Temple}), ""farrl'v hrak,"" which is Deep Speech for ""forever changing."" The note contains a sketch of a wine bottle and a row of four circles. The second circle from the left is crossed out. (The circles represent the casks in {@adventure area D23|KftGV|3|D23: Wine Cellar}, the crossed-out one representing the cask blocking a secret door.)",
D25: Storage,D25: 儲藏,project-proposed,heading-only,KftGV,51,data/3/entries/9/entries/3/entries/30/name,1,D25: Storage,
D26a: Vestry,D26a: 聖器室,project-proposed,heading-only,KftGV,51,data/3/entries/9/entries/3/entries/31/name,1,D26a: Vestry,
D26b: Ceremony Room,D26b: 儀式室,project-proposed,heading-only,KftGV,51,data/3/entries/9/entries/3/entries/32/name,1,D26b: Ceremony Room,
D27: Ritual Room,D27: 儀式室,project-proposed,heading-only,KftGV,48,data/3/entries/9/entries/3/entries/18/entries/2,4,"Xander and Kura don't keep track of Markos's movements, but they know he has been spending a lot of time in the caves below the basement ({@adventure area D27|KftGV|3|D27: Ritual Room}). They assume {@i The Celestial Codex} is with Markos or in his bedroom ({@adventure area D15|KftGV|3|D15: Markos's Bedroom}).",
D2: Dining Hallway,D2: 餐廳走廊,project-proposed,heading-only,KftGV,44,data/3/entries/9/entries/3/entries/3/name,1,D2: Dining Hallway,
D3: Dining Room,D3: 餐廳,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/4/name,1,D3: Dining Room,
D4: Kitchen,D4: 廚房,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/5/name,1,D4: Kitchen,
D5: Pantry,D5: 食品儲藏室,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/6/name,1,D5: Pantry,
D6: Parlor,D6: 客廳,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/7/name,1,D6: Parlor,
D7a: Empty Sitting Room,D7a: 空蕩的客廳,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/8/name,1,D7a: Empty Sitting Room,
D7b: Room with a Secret,D7b: 有秘密的房間,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/9/name,1,D7b: Room with a Secret,
D8a: Tower Ground Floor,D8a: 塔樓底層,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/10/name,1,D8a: Tower Ground Floor,
D8b: Tower Stairs,D8b: 塔樓樓梯,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/11/name,1,D8b: Tower Stairs,
D8c: Stargazer's Roost,D8c: 觀星者的巢穴,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/12/name,1,D8c: Stargazer's Roost,
D9: Guest Bedrooms,D9: 客房,project-proposed,heading-only,KftGV,47,data/3/entries/9/entries/3/entries/13/name,1,D9: Guest Bedrooms,
DC,DC,project-proposed,heading-only,KftGV,13,data/1/entries/5/entries/5/entries/9/entries/0,241,"For bringing the Murkmire Stone back to Dr. Dannell, she offers her {@item bag of holding} plus 20 gp per character. If a character succeeds on a {@dc 13} Charisma ({@skill Persuasion}) check, Dr. Dannell increases her offer to 30 gp per character.",
Daggerford,匕首灘,project-proposed,canonical-name,KftGV,59,data/4/entries/8/entries/2,3,"Revel's End is controlled by the Lords' Alliance, a loose confederation of settlements whose current members include the cities of Baldur's Gate, Mirabar, Neverwinter, Silverymoon, Waterdeep, and Yartar; the towns of Amphail, Daggerford, and Longsaddle; and the dwarven stronghold of Mithral Hall. To be imprisoned in Revel's End, one must have committed a serious crime against one or more of the member cities and been sentenced to a lengthy period of incarceration (typically a year or more).",
Daiyani Grysthorn,戴雅妮·格里斯索恩,project-proposed,canonical-name,KftGV,89,data/6/entries/6/entries/8/entries/1/items/1/entry,2,"""The portrait is the work of famed artist Dkesii Kwan and was commissioned by the late Daiyani Grysthorn, a grand dame in the criminal underworld. The painting is sentient and was made to eavesdrop on conversations and pass along secrets to its owner. Like its beautiful subject, the painting is notoriously vain.""",
Damaged Turbine,損壞的渦輪機,project-proposed,heading-only,KftGV,79,data/5/entries/10/entries/4/entries/6/entries/3/name,1,Damaged Turbine,
Dannell,丹內爾,project-proposed,canonical-name,KftGV,11,data/1/entries/1,70,"Unbeknownst to anyone but a disgraced academic, the Varkenbluff Museum of Natural History is in grave danger. Archaeologists at a nearby dig site recently unearthed a curiosity: the Murkmire Stone. This object is actually an eldritch creature's egg, and it's about to hatch. The characters must infiltrate the museum, steal the egg, and return it to {@creature Dr. Cassee Dannell|KftGV} to be neutralized before it releases an eldritch horror.",
Dannell Family Friend,丹內爾家族的朋友,project-proposed,heading-only,KftGV,12,data/1/entries/5/entries/2/items/0/name,1,Dannell Family Friend,
Dannell's Map,丹內爾的地圖,project-proposed,heading-only,KftGV,13,data/1/entries/5/entries/5/entries/7/entries/1/name,1,Dannell's Map,
Dardo,達爾多,project-proposed,canonical-name,KftGV,173,data/11/entries/8/entries/9/entries/5/entries/2/items/0/entry,3,"This cell contains a hostile {@creature nycaloth} known as Dardo (not its true name). If someone opens the door to its cell, Dardo tries to exit the cell on its next turn, attacking anyone who stands in its way. The nycaloth then tries to leave the train. {@creature The Stranger|KftGV} (see below) happens to know Dardo's true name: a simple math equation. The characters can use this knowledge to keep the nycaloth from attacking them, or to force it to work for them.",
Dartwild,達特維爾德,project-proposed,canonical-name,KftGV,103,data/7/entries/1,15,"Famed bard Froderic Dartwild is dead, and his beautiful mandolin, called Golden Axe, has been stolen from his grave. Even worse, Froderic has risen as a zombie, terrifying the hamlet of Toadhop. In this heist, the characters must track down Golden Axe from the music school owner who stole it and return it to Froderic so the bard can rest peacefully in death once again.",
Dead Adventurers,死去的冒險者,project-proposed,heading-only,KftGV,52,data/3/entries/10/entries/3/name,1,Dead Adventurers,
Deadly Doll,致命玩偶,project-proposed,heading-only,KftGV,20,data/1/entries/7/entries/2/entries/6/entries/2/name,1,Deadly Doll,
Decorations,裝飾,project-proposed,heading-only,KftGV,46,data/3/entries/9/entries/3/entries/8/entries/0,5,"All furnishings and decorations have been removed from this room, leaving nothing but dust and cobwebs.",
Deep Speech,深潛語,existing-site,canonical-name,KftGV,47,data/3/entries/9/entries/3/entries/12/entries/3,5,"Zala speaks Common, Deep Speech, and Elvish. If the characters attack her, Zala responds in kind. If they claim to be looking for {@i The Celestial Codex}, Zala advises them to search Markos's office ({@area area D11b|111|x}) or his bedroom ({@adventure area D15|KftGV|3|D15: Markos's Bedroom}).",深淵語;底棲魔魚語
Deepdelve,深掘,project-proposed,canonical-name,KftGV,82,data/5/entries/10/entries/6/entries/5/entries/2/name,2,Guildmaster Deepdelve,
Delphi,特爾裴,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/2/1,37,"Yexanthal (chaotic evil, elf {@creature cult fanatic}) was one of {@creature Markos Delphi|KftGV}'s researchers until he was caught trying to steal The Celestial Codex. Eager to commune with Far Realm entities, Yexanthal hires the rivals to steal the book from Delphi Mansion.",德爾斐;德爾菲
Delphi Mansion,特爾裴宅邸,project-proposed,canonical-name,KftGV,9,data/0/entries/5/entries/3/entries/13/entries/3/rows/2/1,25,"Yexanthal (chaotic evil, elf {@creature cult fanatic}) was one of {@creature Markos Delphi|KftGV}'s researchers until he was caught trying to steal The Celestial Codex. Eager to commune with Far Realm entities, Yexanthal hires the rivals to steal the book from Delphi Mansion.",德爾斐宅邸;德爾菲豪宅
Delphi Mansion Features,特爾裴宅邸特點,project-proposed,heading-only,KftGV,44,data/3/entries/9/entries/2/name,1,Delphi Mansion Features,
Delphi Mansion Locations,特爾裴宅邸地點,project-proposed,heading-only,KftGV,44,data/3/entries/9/entries/3/name,1,Delphi Mansion Locations,
Demons,惡魔,existing-site,heading-only,KftGV,110,data/7/entries/8/entries/5/entries/1/name,13,Demons,
Denizens,居民,project-proposed,heading-only,KftGV,162,data/11/entries/5/entries/1/entries/0,3,"""Greetings, operatives. The Golden Vault needs you to obtain the true names of three powerful denizens of the Lower Planes: the pit fiend Karnyros, the balor Errtok, and the marilith Hexalanthe. Their true names are known to an outlaw called {@creature the Stranger|KftGV}, who is being transported to Mechanus on an interplanar train called the Concordant Express. This quest, should you choose to undertake it, requires you board the train, locate {@creature the Stranger|KftGV}, and acquire the true names from them. Expect to be contacted shortly by a quadrone named Glitch, a former train operative who now works for us. Good luck, operatives.""",
Design Department,設計部門,project-proposed,heading-only,KftGV,,data/14/entries/0/items/1/entries/0/entries/0/items/4/name,1,Design Department,
Desk,書桌,project-proposed,heading-only,KftGV,16,data/1/entries/6/entries/4/entries/5/entries/2/entries/0,62,The statues that flank the front desk in {@area area V1|035|x} and the statue next to the stairs in {@area area V12|05f|x} can animate after hours to attack intruders. These statues use the {@creature animated armor} stat block. Causing a statue to animate alerts any guards in that area.,
Desk Drawers,辦公桌抽屜,project-proposed,heading-only,KftGV,38,data/2/entries/7/entries/7/entries/17/entries/7/name,2,Desk Drawers,
Development,發展,project-proposed,heading-only,KftGV,13,data/1/entries/5/entries/5/entries/5/entries/2/items/1/entry,3,"The Murkmire Stone can't be damaged or destroyed. Unearthing the egg triggered the rapid development of the creature within, which will soon be ready to hatch.",
Difficult Terrain,困難地形,existing-site,heading-only,KftGV,44,data/3/entries/9/entries/2/entries/2/entries/2/rows/0/1,5,"The air becomes heavy and malleable. The space in the room becomes {@book difficult terrain|PHB|8|Difficult Terrain}. While in the room, creatures have a flying speed equal to their walking speed.",
Digital Design Team,數字設計團隊,project-proposed,heading-only,KftGV,,data/14/entries/0/items/2/entries/0/entries/0/items/0/name,1,Digital Design Team,
Director of Product Management,產品管理總監,project-proposed,heading-only,KftGV,,data/14/entries/0/items/1/entries/0/entries/0/items/9/name,1,Director of Product Management,
Disguises,偽裝,existing-site,heading-only,KftGV,30,data/2/entries/6/entries/2/name,3,Disguises,
Display Cases,展示櫃,project-proposed,heading-only,KftGV,19,data/1/entries/7/entries/2/entries/5/entries/0/entries/0,5,"Glass display cases boast objects related to life in ancient Varkenbluff. Clay pots, stone tools, and scraps of leather clothes are interspersed with informational placards about their historical use.",
Disputed Will,爭議遺囑,project-proposed,heading-only,KftGV,127,data/8/entries/7/entries/3/entries/6/entries/3/entries/2/items/1/name,1,Disputed Will,
Distractions,分散注意力,project-proposed,heading-only,KftGV,60,data/4/entries/8/entries/6/entries/4/name,1,Distractions,
District Elevations,區域高度,project-proposed,heading-only,KftGV,75,data/5/entries/9/entries/1/entries/3/name,1,District Elevations,
District Switches,區域開關,project-proposed,heading-only,KftGV,79,data/5/entries/10/entries/4/entries/6/entries/4/entries/1/items/1/name,1,District Switches,
Dkesii Kwan,德克西·關,project-proposed,canonical-name,KftGV,89,data/6/entries/6/entries/8/entries/1/items/1/entry,1,"""The portrait is the work of famed artist Dkesii Kwan and was commissioned by the late Daiyani Grysthorn, a grand dame in the criminal underworld. The painting is sentient and was made to eavesdrop on conversations and pass along secrets to its owner. Like its beautiful subject, the painting is notoriously vain.""",
Domed Building,圓頂建築,project-proposed,heading-only,KftGV,84,data/5/entries/10/entries/7/entries/5/entries/2/name,1,Domed Building,
Donation Tube,捐款管,project-proposed,heading-only,KftGV,169,data/11/entries/8/entries/6/entries/3/name,1,Donation Tube,
Door to Area X17,通往區域X17的門,project-proposed,heading-only,KftGV,145,data/9/entries/10/entries/3/entries/16/entries/2/name,1,Door to Area X17,
Doors,門,existing-site,heading-only,KftGV,15,data/1/entries/6/entries/4/entries/3/entries/0,157,"The doors to the museum's offices (areas V5–V7) and basement (area V16) are locked at all hours, as described in the ""Interior Doors"" subsection of the ""{@area General Features|033|x}"" section. Curator Alda Arkin, whom the characters might meet at the gala, carries a master key, while the museum's guards have keys that grant access to specific areas (see ""{@area Circumventing Security|029|x}"" and ""{@area Curator Alda Arkin|02e|x}"").",
Doors and Hatches,門與艙門,project-proposed,heading-only,KftGV,56,data/4/entries/6/entries/5/entries/1/items/1/name,5,Doors and Hatches,
Dr. Dannell's Tools,丹內爾博士的工具,project-proposed,heading-only,KftGV,13,data/1/entries/5/entries/5/entries/7/name,1,Dr. Dannell's Tools,
Drendarylix,德倫達里克斯,project-proposed,canonical-name,KftGV,195,data/13/entries/4/entries/1,5,"Vrakir obtained the {@item Book of Vile Darkness (Variant)|KftGV|Book of Vile Darkness} by accident. The efreeti knew the red dragon Drendarylix laired only a few days' ride from Brimstone Hold, one of Vrakir's fortresses. Many adventurers over the years tried to slay the foul creature, which had attacked and looted nearby villages for decades. One day, word reached Vrakir that Drendarylix had been slain but that the dragon's vanquishers had also perished in the battle. Thinking the lair would be easy to plunder, Vrakir set off with a contingent of warriors to claim its riches.",
Drop Box,投幣箱,project-proposed,heading-only,KftGV,92,data/6/entries/8/entries/5/entries/2/entries/2/name,3,Drop Box,
Dusk,達斯克,project-proposed,canonical-name,KftGV,88,data/6/entries/6/entries/7/entries/1/items/0/name,41,Guildmaster Dusk,黃昏;杜斯克
