book,context,english,zh_tw,status
OotA,/data/3/entries/4/entries/7/entries/4/name,Derro Rioters,迪洛矮人狂暴者,project-proposed
OotA,/data/3/entries/4/entries/7/entries/5/name,Drow Emissary,卓爾使者,project-proposed
OotA,/data/3/entries/4/entries/7/entries/6/name,Drow House Loyalty,卓爾家族忠誠,project-proposed
OotA,/data/3/entries/4/entries/7/entries/6/entries/3/name,Roleplaying the Duergar and Derro,扮演灰矮人和迪洛矮人,project-proposed
OotA,/data/3/entries/4/entries/7/entries/7/name,Duergar Patrol,灰矮人巡邏隊,project-proposed
OotA,/data/3/entries/4/entries/7/entries/8/name,Mad Duergar,瘋狂的灰矮人,project-proposed
OotA,/data/3/entries/4/entries/7/entries/9/name,Orc Mercenaries,獸人僱傭兵,project-proposed
OotA,/data/3/entries/4/entries/7/entries/10/name,Slave Caravan,奴隸商隊,project-proposed
OotA,/data/3/entries/4/entries/7/entries/11/name,Slaves,奴隸,project-proposed
OotA,/data/3/entries/4/entries/7/entries/12/name,Steeder Handlers,騎蛛馴獸師,project-proposed
OotA,/data/3/entries/4/entries/7/entries/13/name,Themberchaud,瑟姆貝爾喬德,existing-site
OotA,/data/3/entries/4/entries/8/name,Important NPCs,重要NPC,project-proposed
OotA,/data/3/entries/4/entries/8/entries/1/name,Gracklstugh NPCs,格拉克斯圖格的NPC,project-proposed
OotA,/data/3/entries/4/entries/9/name,Factions of Gracklstugh,格拉克斯圖格的派系,project-proposed
OotA,/data/3/entries/4/entries/9/entries/1/name,Deepking Horgar Steelshadow V,深王霍加·鋼影五世,existing-site
OotA,/data/3/entries/4/entries/9/entries/2/name,Council of Lairds,領主議會,project-proposed
OotA,/data/3/entries/4/entries/9/entries/3/name,Duergar Clans,灰矮人氏族,project-proposed
OotA,/data/3/entries/4/entries/9/entries/4/name,Council of Savants,智者議會,project-proposed
OotA,/data/3/entries/4/entries/9/entries/4/entries/1/name,Secrets of Gracklstugh,格拉克斯圖格的秘密,project-proposed
OotA,/data/3/entries/4/entries/9/entries/4/entries/1/entries/1/name,Unseen Sentries,無形哨兵,project-proposed
OotA,/data/3/entries/4/entries/9/entries/4/entries/1/entries/2/name,A City Divided,分裂之城,project-proposed
OotA,/data/3/entries/4/entries/9/entries/4/entries/1/entries/3/name,Frugal and Monolithic,節儉且單一,project-proposed
OotA,/data/3/entries/4/entries/9/entries/5/name,Merchant Council,商人議會,project-proposed
OotA,/data/3/entries/4/entries/9/entries/6/name,Gracklstugh Military,格拉克斯圖格軍事,project-proposed
OotA,/data/3/entries/4/entries/9/entries/6/entries/1/name,Stone Guard,石衛,project-proposed
OotA,/data/3/entries/4/entries/9/entries/6/entries/2/name,Darkhafts,黑暗使者,project-proposed
OotA,/data/3/entries/4/entries/9/entries/6/entries/3/name,Kavalrachni,卡瓦爾拉奇尼,project-proposed
OotA,/data/3/entries/4/entries/9/entries/6/entries/4/name,Xarrorn,扎羅恩,project-proposed
OotA,/data/3/entries/4/entries/9/entries/6/entries/4/entries/2/name,Grackle-Lung,格萊克肺,existing-site
OotA,/data/3/entries/4/entries/9/entries/7/name,Clan Cairngorm,凱恩戈姆氏族,project-proposed
OotA,/data/3/entries/4/entries/9/entries/8/name,Keepers of the Flame,火焰守護者,project-proposed
OotA,/data/3/entries/4/entries/9/entries/9/name,Themberchaud the Wyrmsmith,瑟姆貝爾喬德，龍匠,project-proposed
OotA,/data/3/entries/4/entries/9/entries/10/name,Gray Ghosts,灰鬼,project-proposed
OotA,/data/3/entries/4/entries/9/entries/11/name,Empty-Scabbard Killers,空鞘殺手,project-proposed
OotA,/data/3/entries/4/entries/10/name,Life in the City of Blades,在刃城的生活,project-proposed
OotA,/data/3/entries/4/entries/10/entries/2/name,Strict Hierarchy,嚴格的等級制度,project-proposed
OotA,/data/3/entries/4/entries/10/entries/3/name,Subsistence,生計,project-proposed
OotA,/data/3/entries/4/entries/10/entries/4/name,Outcasts,邊緣棄兒,existing-site
OotA,/data/3/entries/4/entries/10/entries/4/entries/2/name,The Downward Spiral,向下螺旋,project-proposed
OotA,/data/3/entries/4/entries/10/entries/5/name,Religion,宗教,existing-site
OotA,/data/3/entries/4/entries/10/entries/5/entries/1/name,Laduguer,拉杜格,existing-site
OotA,/data/3/entries/4/entries/10/entries/5/entries/2/name,Deep Duerra,深地·杜拉,existing-site
OotA,/data/3/entries/4/entries/10/entries/5/entries/3/name,Diirinka,迪林卡,project-proposed
OotA,/data/3/entries/4/entries/10/entries/5/entries/4/name,Skoraeus Stonebones,司寇雷烏斯·巖骨,existing-site
OotA,/data/3/entries/4/entries/10/entries/6/name,Law and Order,律法與秩序,project-proposed
OotA,/data/3/entries/5/name,Gracklstugh,格拉克斯圖格,project-proposed
OotA,/data/3/entries/8/name,Welcome to the City of Blades,歡迎來到刃城,project-proposed
OotA,/data/3/entries/8/entries/2/name,City Gates,城門,project-proposed
OotA,/data/3/entries/8/entries/2/entries/11/name,Buppido's Escape,布皮多的逃脫,project-proposed
OotA,/data/3/entries/8/entries/3/name,Darklake Docks,黑暗湖碼頭,project-proposed
OotA,/data/3/entries/8/entries/4/name,Getting Captured,被抓,project-proposed
OotA,/data/3/entries/9/name,Darklake District,黑暗湖區,project-proposed
OotA,/data/3/entries/9/entries/5/name,Rampaging Giant,肆虐巨人,project-proposed
OotA,/data/3/entries/9/entries/5/entries/7/name,Development,發展,project-proposed
OotA,/data/3/entries/9/entries/5/entries/7/entries/5/name,Flashing Badges,出示徽章,project-proposed
OotA,/data/3/entries/9/entries/5/entries/8/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/9/entries/6/name,Guests of the Stone Guard,石衛的客人,project-proposed
OotA,/data/3/entries/9/entries/7/name,Blade Bazaar,刀刃市集,project-proposed
OotA,/data/3/entries/9/entries/7/entries/2/name,Merchant Madness,商人瘋狂,project-proposed
OotA,/data/3/entries/9/entries/7/entries/3/name,Ylsa's Deal,伊爾莎的交易,project-proposed
OotA,/data/3/entries/9/entries/7/entries/4/name,Droki,卓奇,existing-site
OotA,/data/3/entries/9/entries/7/entries/4/entries/3/name,Chasing Droki,追逐卓奇,project-proposed
OotA,/data/3/entries/9/entries/7/entries/5/name,Signs of Pursuit,追擊的跡象,project-proposed
OotA,/data/3/entries/9/entries/8/name,Darklake Brewery,黑暗湖釀酒廠,project-proposed
OotA,/data/3/entries/9/entries/9/name,Darklake Docks,黑暗湖碼頭,project-proposed
OotA,/data/3/entries/9/entries/9/entries/2/name,Assassins Interrupted,刺客被打斷,project-proposed
OotA,/data/3/entries/9/entries/9/entries/3/name,Access to the Whorlstone Tunnels,進入渦石隧道的通道,project-proposed
OotA,/data/3/entries/9/entries/10/name,Overlake Hold,湖上堡,project-proposed
OotA,/data/3/entries/9/entries/10/entries/1/name,Conscripted by the Stone Guard,被石衛徵召,project-proposed
OotA,/data/3/entries/9/entries/10/entries/1/entries/2/name,Search for Droki,尋找卓奇,project-proposed
OotA,/data/3/entries/9/entries/10/entries/1/entries/3/name,Search for Corruption,尋找腐敗,project-proposed
OotA,/data/3/entries/9/entries/10/entries/2/name,Development,發展,project-proposed
OotA,/data/3/entries/9/entries/11/name,The Shattered Spire,破碎的尖塔,project-proposed
OotA,/data/3/entries/9/entries/11/entries/1/name,Meeting Werz,遇見沃茲,project-proposed
OotA,/data/3/entries/9/entries/11/entries/2/name,Bar Fight,酒吧打鬥,project-proposed
OotA,/data/3/entries/9/entries/12/name,The Ghohlbrorn's Lair,戈爾布隆巢穴,project-proposed
OotA,/data/3/entries/9/entries/12/entries/1/name,Rumor Mill,謠言工廠,existing-site
OotA,/data/3/entries/10/name,Laduguer's Furrow,拉杜格溝壑,project-proposed
OotA,/data/3/entries/10/entries/2/name,Abandoned Guardhouses,廢棄的警衛室,project-proposed
OotA,/data/3/entries/10/entries/3/name,Great Gates,宏偉之門,project-proposed
OotA,/data/3/entries/11/name,West Cleft and East Cleft Districts,西裂谷和東裂谷區,project-proposed
OotA,/data/3/entries/11/entries/2/name,Entering Derro Territory,進入迪洛矮人領地,project-proposed
OotA,/data/3/entries/11/entries/2/entries/5/name,Access to the Whorlstone Tunnels,進入渦石隧道的通道,project-proposed
OotA,/data/3/entries/12/name,Halls of Sacred Spells,神聖咒語大廳,project-proposed
OotA,/data/3/entries/13/name,Cairngorm Cavern,凱恩戈姆洞穴,project-proposed
OotA,/data/3/entries/13/entries/2/name,Audience with the Stonespeaker,與石語者會面,project-proposed
OotA,/data/3/entries/13/entries/2/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/14/name,Themberchaud's Lair,瑟姆貝爾喬德的巢穴,project-proposed
OotA,/data/3/entries/14/entries/4/name,Agents of the Wyrmsmith,龍匠的代理人,project-proposed
OotA,/data/3/entries/14/entries/4/entries/5/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/14/entries/4/entries/6/name,A Task for the Keepers,守護者的任務,project-proposed
OotA,/data/3/entries/15/name,Whorlstone Tunnels,渦石隧道,project-proposed
OotA,/data/3/entries/15/entries/3/name,Whorlstone Tunnels: General Features,渦石隧道：一般特徵,project-proposed
OotA,/data/3/entries/15/entries/3/entries/1/name,Ceilings and Floors,天花板和地板,project-proposed
OotA,/data/3/entries/15/entries/3/entries/2/name,Narrow Tunnels,狹窄隧道,project-proposed
OotA,/data/3/entries/15/entries/3/entries/3/name,Faerzress,妖光,project-proposed
OotA,/data/3/entries/15/entries/3/entries/4/name,Foul Water,腐化水源,existing-site
OotA,/data/3/entries/15/entries/3/entries/5/name,Edible Fungi,可食用真菌,project-proposed
OotA,/data/3/entries/15/entries/4/name,Faerzress-Suffused Fungi,充滿妖光的真菌,project-proposed
OotA,/data/3/entries/15/entries/4/entries/1/name,Bigwig,巨冠菇,project-proposed
OotA,/data/3/entries/15/entries/4/entries/2/name,Pygmywort,縮身菇,project-proposed
OotA,/data/3/entries/15/entries/5/name,Random Encounters,隨機遭遇,existing-site
OotA,/data/3/entries/15/entries/5/entries/1/name,Whorlstone Tunnels Encounters,渦石隧道遭遇,project-proposed
OotA,/data/3/entries/15/entries/5/entries/2/name,Carrion Crawler,食腐蟲,existing-site
OotA,/data/3/entries/15/entries/5/entries/3/name,Demon Pack,惡魔群,project-proposed
OotA,/data/3/entries/15/entries/5/entries/4/name,Flumph,呋嚕,existing-site
OotA,/data/3/entries/15/entries/5/entries/5/name,Gray Ooze,灰泥怪,existing-site
OotA,/data/3/entries/15/entries/5/entries/6/name,Moldy Quaggoth Spore Servants,發黴的幽邃熊怪孢子奴僕,project-proposed
OotA,/data/3/entries/15/entries/5/entries/7/name,Two-Headed Grimlocks,雙頭幽邃盲族,project-proposed
OotA,/data/3/entries/15/entries/5/entries/8/name,Xorn,石鼎獸,existing-site
OotA,/data/3/entries/15/entries/5/entries/9/name,Yellow Mold,黃黴菌,project-proposed
OotA,/data/3/entries/15/entries/5/entries/10/name,Beneath the Yellow Mold,在黃黴菌之下,project-proposed
OotA,/data/3/entries/15/entries/6/name,Finding Droki,尋找卓奇,project-proposed
OotA,/data/3/entries/15/entries/6/entries/6/name,Roleplaying Droki,扮演卓奇,existing-site
OotA,/data/3/entries/15/entries/6/entries/7/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/6/entries/7/entries/4/name,Delivery to the Gray Ghosts,向灰鬼交付,project-proposed
OotA,/data/3/entries/15/entries/6/entries/7/entries/5/name,Delivery to the Cultists,向邪教徒交付,project-proposed
OotA,/data/3/entries/15/entries/6/entries/8/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/15/entries/7/name,Areas of the Tunnels,隧道區域,project-proposed
OotA,/data/3/entries/15/entries/7/entries/0/name,1. Entrance,1. 入口,project-proposed
OotA,/data/3/entries/15/entries/7/entries/0/entries/5/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/1/name,1a. Pool Bypass,1a. 泳池旁路,project-proposed
OotA,/data/3/entries/15/entries/7/entries/2/name,1b. Buppido's Lair,1b. 布皮多的巢穴,project-proposed
OotA,/data/3/entries/15/entries/7/entries/2/entries/7/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/2/entries/8/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/3/name,2. Diseased Pool,2. 病疫池塘,project-proposed
OotA,/data/3/entries/15/entries/7/entries/4/name,3. Parade of Fools,3. 愚人行,project-proposed
OotA,/data/3/entries/15/entries/7/entries/4/entries/8/name,Roleplaying Rumpadump,角色扮演蘭帕丹普,project-proposed
OotA,/data/3/entries/15/entries/7/entries/4/entries/9/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/4/entries/10/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/15/entries/7/entries/5/name,4. Fungi Thicket,4. 真菌叢,project-proposed
OotA,/data/3/entries/15/entries/7/entries/5/entries/7/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/5/entries/7/entries/2/name,Zuggtmoy's Gift,祖格莫伊的禮物,project-proposed
OotA,/data/3/entries/15/entries/7/entries/6/name,5. Raucous Mesa,5. 喧鬧的臺地,project-proposed
OotA,/data/3/entries/15/entries/7/entries/7/name,6. Dire Den,6. 險惡巢穴,project-proposed
OotA,/data/3/entries/15/entries/7/entries/7/entries/6/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/8/name,7. Gray Ghost Garden,7. 灰影花園,project-proposed
OotA,/data/3/entries/15/entries/7/entries/8/entries/6/name,Fungi Pit,真菌坑,project-proposed
OotA,/data/3/entries/15/entries/7/entries/8/entries/7/name,Sprinkler Tank,灑水罐,project-proposed
OotA,/data/3/entries/15/entries/7/entries/8/entries/8/name,Crates,板條箱,project-proposed
OotA,/data/3/entries/15/entries/7/entries/8/entries/9/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/9/name,8. Gray Alchemist,8. 灰袍鍊金術士,project-proposed
OotA,/data/3/entries/15/entries/7/entries/9/entries/5/name,Duergar Alchemist,灰矮人鍊金術士,existing-site
OotA,/data/3/entries/15/entries/7/entries/9/entries/5/entries/1/name,Acid Vial,強酸瓶,project-proposed
OotA,/data/3/entries/15/entries/7/entries/9/entries/5/entries/2/name,Alchemist's Fire,熾火膠,existing-site
OotA,/data/3/entries/15/entries/7/entries/9/entries/6/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/9/entries/7/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/9/entries/8/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/15/entries/7/entries/10/name,9. Fountain of Evil,9. 邪惡之泉,project-proposed
OotA,/data/3/entries/15/entries/7/entries/11/name,10. Cultist Pens,10. 邪教徒圍欄,project-proposed
OotA,/data/3/entries/15/entries/7/entries/11/entries/7/name,Spiral Path,螺旋路徑,project-proposed
OotA,/data/3/entries/15/entries/7/entries/11/entries/8/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/12/name,11. Quasit Playground,11. 小惡魔遊樂場,project-proposed
OotA,/data/3/entries/15/entries/7/entries/12/entries/4/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/12/entries/5/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/15/entries/7/entries/13/name,12. Cultist Hideout,12. 邪教徒藏身之處,project-proposed
OotA,/data/3/entries/15/entries/7/entries/13/entries/8/name,Fungi Patches,真菌區,project-proposed
OotA,/data/3/entries/15/entries/7/entries/13/entries/9/name,Platform,平臺,project-proposed
OotA,/data/3/entries/15/entries/7/entries/13/entries/10/name,Trap,陷阱,existing-site
OotA,/data/3/entries/15/entries/7/entries/13/entries/11/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/13/entries/12/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/15/entries/7/entries/14/name,13. Dumping Pit,13. 傾倒坑,project-proposed
OotA,/data/3/entries/15/entries/7/entries/14/entries/6/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/14/entries/7/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/15/name,14. Obelisk,14. 方尖碑,project-proposed
OotA,/data/3/entries/15/entries/7/entries/15/entries/6/name,Obelisk,方尖碑,project-proposed
OotA,/data/3/entries/15/entries/7/entries/15/entries/7/name,Red Dragon Egg,紅龍蛋,project-proposed
OotA,/data/3/entries/15/entries/7/entries/15/entries/8/name,Treasure,寶藏,existing-site
OotA,/data/3/entries/15/entries/7/entries/15/entries/9/name,Development,發展,project-proposed
OotA,/data/3/entries/15/entries/7/entries/15/entries/10/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/3/entries/15/entries/7/entries/16/name,14a. Fungi-Covered Doors,14a. 真菌覆蓋的門,project-proposed
OotA,/data/3/entries/16/name,Leaving Gracklstugh,離開格拉克斯圖格,project-proposed
OotA,/data/3/entries/17/name,Hold of the Deepking,深王堡,project-proposed
OotA,/data/3/entries/17/entries/4/name,Audience with the Deepking,與深王的會面,project-proposed
OotA,/data/3/entries/17/entries/4/entries/7/name,Development,發展,project-proposed
OotA,/data/4/name,Chapter 5: Neverlight Grove,第5章：無光林地,project-proposed
OotA,/data/4/entries/4/name,Going to Neverlight Grove,前往無光林地,project-proposed
OotA,/data/4/entries/4/entries/4/name,Random Encounters,隨機遭遇,existing-site
OotA,/data/4/entries/4/entries/4/entries/1/name,Encounters around Neverlight Grove,無光林地周圍的遭遇,project-proposed
OotA,/data/4/entries/4/entries/4/entries/2/name,Fungi Patch,真菌區,project-proposed
OotA,/data/4/entries/4/entries/4/entries/3/name,Fungi Patch Discoveries,真菌區發現,project-proposed
OotA,/data/4/entries/4/entries/4/entries/3/entries/1/name,Drow and Quaggoth Spore Servants,卓爾和幽邃熊怪孢子奴僕,project-proposed
OotA,/data/4/entries/4/entries/4/entries/3/entries/2/name,Myconid Adults,菌人成體,project-proposed
OotA,/data/4/entries/4/entries/4/entries/3/entries/3/name,Awakened Zurkhwoods,覺醒的扎爾克林地生物,project-proposed
OotA,/data/4/entries/4/entries/4/entries/3/entries/4/name,Shriekers,尖叫菌,project-proposed
OotA,/data/4/entries/4/entries/4/entries/3/entries/5/name,Zurkhwoods,祖爾克森林,project-proposed
OotA,/data/4/entries/5/name,Arriving at the Grove,抵達林間空地,project-proposed
OotA,/data/4/entries/5/entries/3/entries/0/name,Drow Pursuit in Neverlight Grove,在無光林地的卓爾追擊,project-proposed
OotA,/data/4/entries/5/entries/4/name,Important NPCs,重要NPC,project-proposed
OotA,/data/4/entries/5/entries/4/entries/1/name,Neverlight Grove NPCs,無光林地NPC,project-proposed
OotA,/data/4/entries/5/entries/5/name,A Day in Neverlight Grove,無光林地的一天,project-proposed
OotA,/data/4/entries/5/entries/6/name,Two Sovereigns,兩位君主,project-proposed
OotA,/data/4/entries/5/entries/7/name,Circles,圓形,existing-site
OotA,/data/4/entries/5/entries/7/entries/5/name,Roleplaying the Myconids,扮演菌人,project-proposed
OotA,/data/4/entries/5/entries/8/name,Melding,融合,project-proposed
OotA,/data/4/entries/5/entries/8/entries/1/name,Zuggtmoy's Influence,祖格莫伊的影響,project-proposed
OotA,/data/4/entries/6/name,Neverlight Grove,無光林地,project-proposed
OotA,/data/4/entries/9/name,Neverlight Grove: General Features,無光林地：通用特性,project-proposed
OotA,/data/4/entries/9/entries/1/name,Underground Marsh,地下沼澤,project-proposed
OotA,/data/4/entries/9/entries/2/name,Abundant Fungi,豐富的真菌,project-proposed
OotA,/data/4/entries/9/entries/3/name,Quiet Cacophony,寧靜的嘈雜,project-proposed
OotA,/data/4/entries/9/entries/4/name,Otherworldly Light,超凡之光,project-proposed
OotA,/data/4/entries/9/entries/5/name,Sentinel Mushrooms,哨兵蘑菇,project-proposed
OotA,/data/4/entries/9/entries/6/name,Zuggtmoy's Spores,祖格莫伊的孢子,project-proposed
OotA,/data/4/entries/11/name,1. Fungal Wilds,1. 真菌荒野,project-proposed
OotA,/data/4/entries/11/entries/2/name,Circle of Hunters,獵人之環,project-proposed
OotA,/data/4/entries/11/entries/2/entries/1/name,Loobamub,盧巴姆布,project-proposed
OotA,/data/4/entries/12/name,2. Northern Terraces,2. 北部梯田,project-proposed
OotA,/data/4/entries/12/entries/2/name,Circle of Builders,建造者之環,project-proposed
OotA,/data/4/entries/12/entries/2/entries/1/name,Gasbide,加斯拜德,project-proposed
OotA,/data/4/entries/12/entries/3/name,Circle of Growers,種植者圈子,project-proposed
OotA,/data/4/entries/12/entries/3/entries/1/name,Hebopbe,赫波貝,project-proposed
OotA,/data/4/entries/13/name,3. Central Basin,3. 中央盆地,project-proposed
OotA,/data/4/entries/13/entries/2/name,Inner Circle,內環,project-proposed
OotA,/data/4/entries/13/entries/2/entries/1/name,Sovereign Phylo,君主菲洛,project-proposed
OotA,/data/4/entries/13/entries/2/entries/2/name,Sovereign Basidia,君主巴斯狄亞,existing-site
OotA,/data/4/entries/13/entries/2/entries/3/name,Questions for the Sovereigns,向君主提問,project-proposed
OotA,/data/4/entries/13/entries/2/entries/4/name,Quest: Into the Garden,任務：進入花園,project-proposed
OotA,/data/4/entries/13/entries/3/name,Treasure,寶藏,existing-site
OotA,/data/4/entries/13/entries/4/name,Circle of Sporers,孢子者之環,project-proposed
OotA,/data/4/entries/13/entries/4/entries/1/name,Yrberop,伊爾貝羅普,project-proposed
OotA,/data/4/entries/13/entries/4/entries/2/name,Chuul Spore Servants,甲伏怪孢子僕從,project-proposed
OotA,/data/4/entries/14/name,4. Southern Terraces,4. 南部梯田,project-proposed
OotA,/data/4/entries/14/entries/3/name,Circle of Explorers,探險者之環,project-proposed
OotA,/data/4/entries/14/entries/3/entries/1/name,Rasharoo,拉沙魯,project-proposed
OotA,/data/4/entries/14/entries/4/name,Developments,發展,project-proposed
OotA,/data/4/entries/15/name,5. Garden of Welcome,5. 歡迎花園,project-proposed
OotA,/data/4/entries/15/entries/2/name,Circle of Masters,大師之環,project-proposed
OotA,/data/4/entries/15/entries/2/entries/1/name,Yestabrod,葉斯塔布朗,existing-site
OotA,/data/4/entries/15/entries/3/name,Garden of Horror,恐怖花園,project-proposed
OotA,/data/4/entries/15/entries/4/name,Treasure,寶藏,existing-site
OotA,/data/4/entries/15/entries/5/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/4/entries/16/name,Wedding Rehearsal,婚禮彩排,project-proposed
OotA,/data/4/entries/16/entries/5/name,Development,發展,project-proposed
OotA,/data/4/entries/16/entries/6/name,XP Awards,經驗值獎勵,project-proposed
OotA,/data/4/entries/17/name,Yggmorgus,伊格莫格斯,project-proposed
OotA,/data/4/entries/17/entries/3/name,Giant Mushroom Tower,巨型蘑菇塔,project-proposed
OotA,/data/4/entries/17/entries/3/entries/8/name,Mad Dance,瘋狂之舞,project-proposed
OotA,/data/4/entries/17/entries/3/entries/9/name,Great Palace,宏偉宮殿,project-proposed
OotA,/data/4/entries/18/name,Leaving Neverlight Grove,離開無光林地,project-proposed
OotA,/data/5/name,Chapter 6: Blingdenstone,第6章：布靈登石城,project-proposed
OotA,/data/5/entries/4/name,Going to Blingdenstone,前往布靈登石城,project-proposed
OotA,/data/5/entries/4/entries/3/name,Drow Pursuers,卓爾族追擊者,project-proposed
OotA,/data/5/entries/4/entries/4/name,Arriving at Blingdenstone,抵達布靈登石城,project-proposed
OotA,/data/5/entries/4/entries/4/entries/2/name,Roleplaying the Svirfneblin,扮演地底侏儒,project-proposed
OotA,/data/5/entries/4/entries/4/entries/3/name,Changing Svirfneblin Attitudes,改變地底侏儒的態度,project-proposed
OotA,/data/5/entries/4/entries/5/name,Random Encounters in Blingdenstone,布靈登石城的隨機遭遇,project-proposed
OotA,/data/5/entries/4/entries/5/entries/1/name,Blingdenstone Encounters,布靈登石城遭遇,project-proposed
OotA,/data/5/entries/4/entries/5/entries/2/name,Animated Drow Statues,活化卓爾雕像,project-proposed
OotA,/data/5/entries/4/entries/5/entries/3/name,Cave Badgers,洞穴獾,project-proposed
OotA,/data/5/entries/4/entries/5/entries/4/name,Dungeon Hazard,地下城危險,project-proposed
OotA,/data/5/entries/4/entries/5/entries/5/name,Dungeon Hazards,地城危害物,project-proposed
OotA,/data/5/entries/4/entries/5/entries/6/name,Elemental Vagabonds,元素流浪者,project-proposed
OotA,/data/5/entries/4/entries/5/entries/7/name,Fiendish Giant Spiders,惡魔型巨型蜘蛛,project-proposed
OotA,/data/5/entries/4/entries/5/entries/8/name,Ghost,幽魂,existing-site
OotA,/data/5/entries/4/entries/5/entries/9/name,Ghost's Attitude,鬼魂的態度,project-proposed
OotA,/data/5/entries/4/entries/5/entries/10/name,Mephit Gang,魔蝠幫派,project-proposed
OotA,/data/5/entries/4/entries/5/entries/11/name,Roaming Ooze,漫遊軟泥,project-proposed
OotA,/data/5/entries/4/entries/5/entries/12/name,Svirfneblin Wererats,地底侏儒鼠人,project-proposed
OotA,/data/5/entries/4/entries/5/entries/12/entries/1/entries/0/name,Gnome Cunning,侏儒狡黠,existing-site
OotA,/data/5/entries/4/entries/5/entries/12/entries/1/entries/1/name,Innate Spellcasting,天生施法,existing-site
OotA,/data/5/entries/4/entries/5/entries/12/entries/1/entries/2/name,Stone Camouflage,巖地偽裝,existing-site
OotA,/data/5/entries/4/entries/5/entries/13/name,Xorn,石鼎獸,existing-site
OotA,/data/5/entries/4/entries/5/entries/13/entries/1/name,Cornered Rats,走投無路的老鼠,project-proposed
OotA,/data/5/entries/4/entries/6/name,Important NPCs,重要NPC,project-proposed
OotA,/data/5/entries/4/entries/6/entries/1/name,Blingdenstone NPCs,布靈登石城非玩家角色,project-proposed
OotA,/data/5/entries/4/entries/7/name,"Settlers, Squatters, and Invaders",定居者、擅自佔地者和入侵者,project-proposed
OotA,/data/5/entries/4/entries/7/entries/1/name,Leaders of Blingdenstone,布靈登石城的領袖,project-proposed
OotA,/data/5/entries/4/entries/7/entries/2/name,Miners' Guild,礦工公會,project-proposed
OotA,/data/5/entries/4/entries/7/entries/3/name,Stoneheart Enclave,石心聚落,project-proposed
OotA,/data/5/entries/4/entries/7/entries/4/name,Burrow Wardens,地穴守衛,project-proposed
OotA,/data/5/entries/4/entries/7/entries/5/name,Ghosts of Blingdenstone,布靈登石城的幽靈,project-proposed
OotA,/data/5/entries/4/entries/7/entries/6/name,Ogrémoch's Bane,歐雷莫克之災,project-proposed
OotA,/data/5/entries/4/entries/7/entries/7/name,Clan Goldwhisker,金鬚族,project-proposed
OotA,/data/5/entries/4/entries/7/entries/8/name,"The Pudding King's ""Court""","布丁王的""宮廷""",project-proposed
OotA,/data/5/entries/5/name,Blingdenstone Outskirts,布靈登石城郊區,project-proposed
OotA,/data/5/entries/5/entries/3/name,Problems Cubed,問題立方,project-proposed
OotA,/data/5/entries/5/entries/4/name,Entémoch's Boon,恩特莫克之恩,project-proposed
OotA,/data/5/entries/5/entries/4/entries/3/name,Finding Entémoch's Boon,尋找恩特莫克之恩,project-proposed
OotA,/data/5/entries/5/entries/4/entries/3/entries/4/name,Random Encounters,隨機遭遇,existing-site
OotA,/data/5/entries/5/entries/4/entries/4/name,The Beasts of Entémoch's Boon,恩特莫克之恩的野獸,project-proposed
OotA,/data/5/entries/5/entries/4/entries/5/name,Basilisk Maturation,蜥蜴人成熟期,project-proposed
OotA,/data/5/entries/5/entries/5/name,Whiteshell Mine,白殼礦場,project-proposed
OotA,/data/5/entries/5/entries/6/name,Pickshine Mines,光採礦場,project-proposed
OotA,/data/5/entries/5/entries/7/name,Stoneheart Quarry,石心採石場,project-proposed
OotA,/data/5/entries/5/entries/7/entries/2/name,Elemental Healing,元素治癒,project-proposed
OotA,/data/5/entries/5/entries/7/entries/2/entries/1/name,Doors of Blingdenstone,布靈登石城之門,project-proposed
