english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Cave Badgers,洞穴獾,draft-heading-proposed,heading-only,OotA,96,data/5/entries/4/entries/5/entries/1/entries/0/rows/2/1,4,{@dice 1d4 + 2} {@creature Cave Badger|OotA|cave badgers},洞穴獾
Caverns and Corridors,洞穴和走廊,draft-heading-proposed,heading-only,OotA,107,data/5/entries/23/entries/6/entries/2/name,1,Caverns and Corridors,洞穴和走廊
Caves,洞穴,draft-heading-proposed,heading-only,OotA,11,data/0/entries/9/entries/0,26,"The drow outpost is located high in a cavern, built 100 feet above the rocky floor. The outpost consists of a series of small caves in the cavern walls and four ""hanging towers""—hollowed-out stalactites connected by walkways, stairs, and rope bridges. The towers are concealed by the thick webs of giant spiders stretched below them, so that only the lowermost parts of the stalactites are visible from the cavern floor.",洞穴
Caves and Tunnels,洞穴和隧道,draft-heading-proposed,heading-only,OotA,40,data/2/entries/4/entries/1/entries/5/entries/2/entries/2/name,3,Caves and Tunnels,洞穴和隧道
Ceilings,天花板,existing-site,matching-English-source-string-only,OotA,28,data/1/entries/10/entries/4/entries/4/entries/1,12,"There is a 25 percent chance that the crawler is domesticated and outfitted with a leather saddle and harness, though there's no sign of the rider. A character can approach and mount the carrion crawler without being attacked by succeeding on a {@dc 13} Wisdom ({@skill Animal Handling}) check. While in the saddle and harness, a rider can remain mounted on the carrion crawler as it crawls across walls and ceilings.",Ceilings;天花板
Ceilings and Floors,天花板和地板,draft-heading-proposed,heading-only,OotA,67,data/3/entries/15/entries/3/entries/1/name,1,Ceilings and Floors,天花板和地板
Chain of Command,指揮鏈,draft-heading-proposed,heading-only,OotA,145,data/9/entries/5/entries/6/entries/1/name,3,Chain of Command,指揮鏈
Chambers,房間,draft-heading-proposed,heading-only,OotA,12,data/0/entries/9/entries/5/entries/3/entries/0,40,"The two hanging towers flanking the platform are the quarters of the elite warriors of the outpost, except for the commander's lieutenant (currently Shoor Vandree) who has his own quarters in the priestess's tower. Each hanging tower has two chambers, with a rope ladder running between the upper and lower chamber through a zurkhwood trapdoor. The elite warriors have finer furniture, including zurkhwood chairs and small tables around which they sit.",房間
Changing Svirfneblin Attitudes,改變地底侏儒的態度,draft-heading-proposed,heading-only,OotA,96,data/5/entries/4/entries/4/entries/3/name,6,Changing Svirfneblin Attitudes,改變斯涅布力的態度
Chaos in the City,城市中的混亂,draft-heading-proposed,heading-only,OotA,78,data/3/entries/15/entries/7/entries/12/entries/4/entries/0,2,"If the characters manage to capture and interrogate a quasit, the creature readily surrenders the name of {@creature Narrak|OotA}—the {@creature derro savant|OotA} leading the cultists in the Whorlstone Tunnels (see area 12). In exchange for its life, the quasit reveals that the cult plans to curse Gracklstugh's stone giants with madness as a means to sowing chaos in the city.",城市中的混亂
Chaotic Magic,混亂魔法,draft-heading-proposed,heading-only,OotA,37,data/1/entries/16/entries/4/entries/4/name,1,Chaotic Magic,混亂魔法
Chapter 10: Descent into the Depths,第10章：深入地底,draft-heading-proposed,heading-only,OotA,143,data/9/name,1,Chapter 10: Descent into the Depths,第10章：深入地底
Chapter 11: Gravenhollow,第11章：刻文谷,draft-heading-proposed,heading-only,OotA,150,data/10/name,1,Chapter 11: Gravenhollow,第11章：格蘭霍洛
Chapter 12: The Tower of Vengeance,第12章：復仇之塔,draft-heading-proposed,heading-only,OotA,160,data/11/name,1,Chapter 12: The Tower of Vengeance,第12章：復仇之塔
Chapter 13: The Wormwrithings,第13章：蠕蟲扭道,draft-heading-proposed,heading-only,OotA,166,data/12/name,1,Chapter 13: The Wormwrithings,第13章：蠕蟲之語
Chapter 14: The Labyrinth,第14章：迷宮,draft-heading-proposed,heading-only,OotA,178,data/13/name,1,Chapter 14: The Labyrinth,第14章：迷宮
Chapter 15: The City of Spiders,第十五章：蜘蛛之城,draft-heading-proposed,heading-only,OotA,190,data/14/name,1,Chapter 15: The City of Spiders,第十五章：蜘蛛之城
Chapter 16: The Fetid Wedding,第十六章：惡臭的婚禮,draft-heading-proposed,heading-only,OotA,208,data/15/name,1,Chapter 16: The Fetid Wedding,第十六章：惡臭的婚禮
Chapter 17: Against the Demon Lords,第17章：對抗惡魔領主,draft-heading-proposed,heading-only,OotA,215,data/16/name,1,Chapter 17: Against the Demon Lords,第17章：對抗惡魔領主
Chapter 1: Prisoners of the Drow,第一章：卓爾的囚徒,draft-heading-proposed,heading-only,OotA,4,data/0/name,1,Chapter 1: Prisoners of the Drow,第一章：黑暗精靈的囚徒
Chapter 2: Into Darkness,第二章：進入黑暗,draft-heading-proposed,heading-only,OotA,17,data/1/name,1,Chapter 2: Into Darkness,第二章：進入黑暗
Chapter 3: The Darklake,第三章：黑暗湖,draft-heading-proposed,heading-only,OotA,39,data/2/name,1,Chapter 3: The Darklake,第三章：黑暗之湖
Chapter 4: Gracklstugh,第四章：格拉克斯圖格,draft-heading-proposed,heading-only,OotA,50,data/3/name,1,Chapter 4: Gracklstugh,第四章：格拉克斯圖格
Chapter 5: Neverlight Grove,第5章：無光林地,draft-heading-proposed,heading-only,OotA,83,data/4/name,1,Chapter 5: Neverlight Grove,第5章：永不之光樹林
Chapter 6: Blingdenstone,第6章：布靈登石城,draft-heading-proposed,heading-only,OotA,95,data/5/name,1,Chapter 6: Blingdenstone,第6章：布林德斯頓
Chapter 7: Escape from the Underdark,第七章：逃離幽暗地域,draft-heading-proposed,heading-only,OotA,116,data/6/name,1,Chapter 7: Escape from the Underdark,第七章：逃離地下黑暗
Chapter 8: Audience in Gauntlgrym,第8章：在岡特格瑞姆的覲見,draft-heading-proposed,heading-only,OotA,120,data/7/name,1,Chapter 8: Audience in Gauntlgrym,第8章：在高恩特林的覲見
Chapter 9: Mantol-Derith,第9章：曼塔-岱瑞絲,draft-heading-proposed,heading-only,OotA,132,data/8/name,1,Chapter 9: Mantol-Derith,第9章：曼託-德爾瑞斯
Charisma,魅力,project-proposed,matching-English-source-string-only,OotA,8,data/0/entries/7/entries/4/entries/1,39,"You might wish to consult the social interaction rules in the {@i Dungeon Master's Guide}, in which case the other prisoners are initially indifferent toward the characters. Handle the interactions using roleplaying, Charisma checks, or a balance of the two as best suits your group and the way the adventure unfolds.",Charisma
Chase Complications,追逐中的意外,draft-heading-proposed,heading-only,OotA,118,data/6/entries/6/entries/2/entries/1/name,3,Chase Complications,追逐中的意外
Chasing Droki,追逐卓奇,draft-heading-proposed,heading-only,OotA,61,data/3/entries/9/entries/7/entries/4/entries/3/name,1,Chasing Droki,追逐德羅基
Chasm,大裂谷,draft-heading-proposed,heading-only,OotA,31,data/1/entries/13/entries/0,39,"The Silken Paths are a network of spider webs crisscrossing a 500-foot-deep, 2,000-foot-wide chasm that stretches for nearly five miles. The major strands of the webs are traversable but, due to the fact that old webs disintegrate over time and the giant spiders inhabiting the chasm are constantly spinning new ones, the Silken Paths are ever-changing.",大裂谷
Chipgrin,奇普格林,project-proposed,matching-English-source-string-only,OotA,97,data/5/entries/4/entries/6/entries/1/entries/0/rows/5/0,18,{@b Chipgrin Goldwhisker},Chipgrin
Chipgrin Goldwhisker,奇普格林·金鬚,project-proposed,matching-English-source-string-only,OotA,97,data/5/entries/4/entries/6/entries/1/entries/0/rows/5/0,2,{@b Chipgrin Goldwhisker},Chipgrin Goldwhisker
Chosen,選民,project-proposed,heading-only,OotA,16,data/0/entries/10/entries/3/entries/4,6,"If you want to provide an additional challenge for the characters, a {@creature vrock} tumbles almost in front of them as they reach the cavern floor or move toward their chosen exit. The demon is badly wounded, but even with only 11 hit points remaining and having expended its spores and stunning screech abilities, it is still quite dangerous. It screeches at the characters, but if they do nothing to threaten it for 1 round, the demon takes wing and launches itself back into the fight overhead.",
Chuul Spore Servants,甲伏怪孢子僕從,draft-heading-proposed,heading-only,OotA,90,data/4/entries/13/entries/4/entries/2/name,3,Chuul Spore Servants,甲伏怪孢子僕從
Circle of Builders,建造者之環,draft-heading-proposed,heading-only,OotA,86,data/4/entries/5/entries/7/entries/1,2,"The circles in Neverlight Grove are divided by specialized function, with each circle performing a specific role in the colony. Seven circles are present in the grove, each containing an average of twenty myconids—the Circle of Hunters, the Circle of Explorers, the Circle of Sowers, the Circle of Builders, the Circle of Growers, plus the recently formed Inner Circle and Circle of Masters. Each circle gathers around a circle mound—a pile of rocks and soil upon which mold, lichen, and mushrooms are encouraged to grow. The myconids of a circle gather around their own mound to meld and sleep.",建造者之環
Circle of Explorers,探險者之環,draft-heading-proposed,heading-only,OotA,85,data/4/entries/5/entries/4/entries/1/entries/0/rows/3/1,3,Leader of the Circle of Explorers and loyal to Basidia; knows of routes to the surface world,探險者之環
Circle of Growers,種植者圈子,draft-heading-proposed,heading-only,OotA,86,data/4/entries/5/entries/7/entries/1,2,"The circles in Neverlight Grove are divided by specialized function, with each circle performing a specific role in the colony. Seven circles are present in the grove, each containing an average of twenty myconids—the Circle of Hunters, the Circle of Explorers, the Circle of Sowers, the Circle of Builders, the Circle of Growers, plus the recently formed Inner Circle and Circle of Masters. Each circle gathers around a circle mound—a pile of rocks and soil upon which mold, lichen, and mushrooms are encouraged to grow. The myconids of a circle gather around their own mound to meld and sleep.",種植者圈子
Circle of Hunters,獵人之環,draft-heading-proposed,heading-only,OotA,85,data/4/entries/5/entries/4/entries/1/entries/0/rows/2/1,5,"Leader of the Circle of Hunters, loyal to Basidia, with tasks for the party",獵人之環
Circle of Masters,大師之環,draft-heading-proposed,heading-only,OotA,85,data/4/entries/5/entries/4/entries/1/entries/0/rows/4/1,11,Mutated leader of the Circle of Masters and Zuggtmoy's monstrous servant,大師之環
Circle of Sporers,孢子者之環,draft-heading-proposed,heading-only,OotA,89,data/4/entries/13/entries/4/name,1,Circle of Sporers,孢子者之環
Circles,圓形,existing-site,heading-only,OotA,16,data/0/entries/10/entries/3/entries/1,21,"The drow rush to defend the outpost from a possible attack. The demons initially buzz past the hanging towers, leaving the walkways and caverns out of range of the effects of their droning and screeching. However, drow and quaggoths in the towers are close enough to be affected. The aerial battle eventually circles around the platform and the towers of the elite warriors as the demons savagely tear into each other.",圓形
City Gates,城門,draft-heading-proposed,heading-only,OotA,57,data/3/entries/8/entries/2/name,1,City Gates,城門
City Locations,城市地點,draft-heading-proposed,heading-only,OotA,193,data/14/entries/9/name,1,City Locations,城市地點
Clan Cairngorm,凱恩戈姆氏族,draft-heading-proposed,heading-only,OotA,55,data/3/entries/4/entries/9/entries/7/name,6,Clan Cairngorm,卡恩戈爾姆氏族
Clan Goldwhisker,金鬚族,draft-heading-proposed,heading-only,OotA,97,data/5/entries/4/entries/5/entries/12/entries/0,5,These wererats belong to Clan Goldwhisker and are searching for new places to settle within the ruins of the former city. They're always hostile and attack the party if they can't flee. Use the {@creature wererat} stat block in the {@i Monster Manual} with a few modifications: {@creature svirfneblin wererat|OotA|svirfneblin wererats} are Small and have the following additional features.,金須族
Clandestine Meeting,秘密會面,draft-heading-proposed,heading-only,OotA,126,data/7/entries/4/entries/1,3,"To play out these meetings, use the social interaction rules provided in chapter 8, ""{@book Running the Game|DMG|8},"" of the {@i Dungeon Master's Guide}. Some representatives are fine with meeting the adventurers in the Vault of Kings, but you might have others request a private or even clandestine meeting—perhaps in the characters' quarters, in an out-of-the-way alcove of the Iron Tabernacle, or in the Great Forge.",秘密會面
Clawrift,爪裂,draft-heading-proposed,heading-only,OotA,195,data/14/entries/9/entries/4/entries/0,7,"Known commonly as ""Manyfolk,"" the area surrounding the Bazaar and bordered by the Clawrift to the east is home to Menzoberranzan's merchants, tradesfolk, and crafters. Duthcloim features small inns, taprooms, and pleasure houses catering to locals, visitors, and high-status drow seeking distraction. Parts of Duthcloim were damaged or destroyed after Demogorgon emerged from the Clawrift. Nevertheless, business has been booming as drow celebrate the deaths of rivals.",爪裂
Cleanse the Steadfast Stone,淨化堅定石,draft-heading-proposed,heading-only,OotA,106,data/5/entries/19/entries/1/name,2,Cleanse the Steadfast Stone,淨化堅定石
Cleansing the Temple,淨化神廟,draft-heading-proposed,heading-only,OotA,109,data/5/entries/23/entries/12/entries/3/name,1,Cleansing the Temple,淨化神廟
Cliff and Ladder,懸崖和梯子,draft-heading-proposed,heading-only,OotA,25,data/1/entries/10/entries/3/entries/1/rows/1/1,2,Cliff and ladder,懸崖和梯子
Climate,氣候,draft-heading-proposed,heading-only,OotA,133,data/8/entries/5/entries/6/entries/1/name,1,Climate,氣候
Cocooned Halfling,被繭包裹的半身人,draft-heading-proposed,heading-only,OotA,32,data/1/entries/13/entries/3/entries/2/name,1,Cocooned Halfling,被繭包裹的半身人
Collision,碰撞,draft-heading-proposed,heading-only,OotA,41,data/2/entries/5/entries/2/entries/1/rows/0/1,4,Collision,碰撞
Common Drow Phrases,常見的卓爾短語,draft-heading-proposed,heading-only,OotA,196,data/14/entries/9/entries/4/entries/7/entries/2/name,1,Common Drow Phrases,常見的黑暗精靈短語
Components,成分,existing-site,heading-only,OotA,4,data/0/entries/5/entries/1/entries/1,35,"In addition to being manacled, spellcasters don't have any spell components or focuses, initially limiting their spellcasting ability. (Wizard characters don't need their spellbooks to cast spells, but will be unable to change their prepared spells without them. As such, give wizard characters some leeway in determining which spells they had previously prepared before being captured.) Moreover, spellcasting isn't possible inside the slave pen because of its magical wards (see area 11).",成分
Confronting the Demon Lords,面對惡魔領主,draft-heading-proposed,heading-only,OotA,217,data/16/entries/2/entries/5/name,1,Confronting the Demon Lords,面對惡魔領主
Confronting the Drow,面對卓爾,draft-heading-proposed,heading-only,OotA,118,data/6/entries/6/name,1,Confronting the Drow,面對黑暗精靈
Connecting Tunnels,連線隧道,draft-heading-proposed,heading-only,OotA,103,data/5/entries/12/entries/1/entries/1/entries/1,5,It is rare for cavern walls to be bare in Blingdenstone. The walls of large caverns are studded with stairs and ramps leading to balconies and hollows serving as storage or shops. The largest caverns are crisscrossed by walkways allowing svirfneblin and visitors to reach connecting tunnels high above the floor.,連線隧道
Conscripted by the Stone Guard,被石衛徵召,draft-heading-proposed,heading-only,OotA,62,data/3/entries/9/entries/10/entries/1/name,1,Conscripted by the Stone Guard,被石衛徵召
Cornered Rats,走投無路的老鼠,draft-heading-proposed,heading-only,OotA,97,data/5/entries/4/entries/5/entries/13/entries/1/name,1,Cornered Rats,走投無路的老鼠
Corpse,屍體,existing-site,heading-only,OotA,22,data/1/entries/6/entries/1/items/2,16,"If a fallen character's body is lost or left behind, the party's drow pursuers find it. The drow high priestess casts {@spell raise dead} on the corpse so that the character can be questioned. The character might escape later, or can be reunited with the other adventurers in a later chapter of the adventure when the drow catch up to them.",屍體
Corpses,屍體,existing-site,matching-English-source-string-only,OotA,80,data/3/entries/15/entries/7/entries/14/entries/0,10,Victims of {@creature Narrak|OotA}'s experiments are dumped here. Exposure to the {@i faerzress} has begun to animate the corpses.,Corpses;屍體
Council of Lairds,領主議會,draft-heading-proposed,heading-only,OotA,54,data/3/entries/4/entries/9/entries/2/name,3,Council of Lairds,領主議會
Council of Savants,智者議會,project-proposed,matching-English-source-string-only,OotA,53,data/3/entries/4/entries/8/entries/1/entries/0/rows/6/1,16,"Male derro courier in the employ of both the Gray Ghosts and the Council of Savants, and the subject of different possible side quests",Council of Savants;智者議會;賢者議會;學者議會;博學者議會
Council of Spiders,蜘蛛議會,draft-heading-proposed,heading-only,OotA,162,data/11/entries/6/entries/6/entries/0,8,"The only other person in Araj is Grin Ousstyl, Vizeran's {@creature drow mage} apprentice. A clever troublemaker from an out-of-favor house, Grin worked his way into the outlawed alliance of drow mages known as the Council of Spiders, but was careless and nearly executed for his ambition. Exiled from Menzoberranzan, he was taken in by Vizeran, who plays the role of a shadowy patron of the council. The young drow has continued his magical training under the archmage's tutelage.",蜘蛛議會
Cover Illustrator,封面插畫師,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/10/name,1,Cover Illustrator,封面插畫師
Crafting,手作,draft-heading-proposed,heading-only,OotA,21,data/1/entries/4/entries/1/name,16,Crafting,手作
Crates,板條箱,draft-heading-proposed,heading-only,OotA,43,data/2/entries/5/entries/3/entries/5/entries/0/rows/2/1,6,{@dice 1d4} zurkhwood crates filled with mining tools,板條箱
Creature Encounter,生物遭遇,draft-heading-proposed,heading-only,OotA,22,data/1/entries/6/entries/3/items/1,12,"A creature encounter could reveal a potential new party member, such as a surface dweller lost in the Underdark or sent there to investigate rumors of strange happenings. An escaped slave from another Underdark settlement is another possibility.",生物遭遇
Creature Encounters,生物遭遇,draft-heading-proposed,heading-only,OotA,25,data/1/entries/10/entries/2/rows/2/1,14,One or more creatures (roll once on the Creature Encounters table),生物遭遇
Creature Food Yield,生物食物產量,draft-heading-proposed,heading-only,OotA,20,data/1/entries/3/entries/7/entries/2/name,1,Creature Food Yield,生物食物產量
Credits,製作組,draft-heading-proposed,heading-only,OotA,6,data/0/entries/7/entries/3/entries/5/entries/1,2,"{@creature Jimjar|OotA} is always true to his word, and he manages to keep exact track of his debits and credits in his head, paying up on his bets (or demanding payment) as soon as possible. He's not above pocketing a little extra coin when no one is watching, and he has an amazing ability to secret significant wealth on his person.",製作組
Cricket Catcher,捕蟀者,draft-heading-proposed,heading-only,OotA,142,data/8/entries/20/entries/3/entries/1/name,1,Cricket Catcher,捕蟀者
Cry Havoc,戰爭號令,project-proposed,matching-English-source-string-only,OotA,114,data/5/entries/26/entries/6/name,2,Cry Havoc!,Cry Havoc;製造混亂！
Cry Havoc!,戰爭號令,draft-heading-proposed,heading-only,OotA,114,data/5/entries/26/entries/6/name,2,Cry Havoc!,製造混亂！
Crystal Clusters,水晶簇,draft-heading-proposed,heading-only,OotA,25,data/1/entries/10/entries/3/entries/1/rows/2/1,2,Crystal clusters,水晶簇
"Cult of ""Y""","""歪""教團",draft-heading-proposed,heading-only,OotA,196,data/14/entries/9/entries/5/entries/4/name,1,"Cult of ""Y""","""Y""教團"
Current Affairs,時事,draft-heading-proposed,heading-only,OotA,155,data/10/entries/5/entries/6/entries/3/entries/3/name,1,Current Affairs,時事
Curse,詛咒,existing-site,heading-only,OotA,6,data/0/entries/7/entries/3/entries/3/entries/0,27,"This hulking {@creature quaggoth} is the most menacing-looking prisoner in the slave pens, and the other prisoners give him a wide berth. If any of the characters speak to him, however, the quaggoth replies in urbane Elvish. He explains that he is not, in fact, a quaggoth, but a gold elf prince polymorphed into quaggoth form by a curse. He claims to be {@creature Prince Derendil|OotA} of the kingdom of Nelrindenvane in the High Forest. His crown was usurped by the evil wizard Terrestor, who trapped him in this form and exiled him from his people.",詛咒
Cyrog,賽羅格,project-proposed,matching-English-source-string-only,OotA,154,data/10/entries/5/entries/3/entries/15/entries/0,6,"This mind flayer regards the characters with interest. Xetzirbor refuses to disclose its timeline but hints that it knows about the demonic incursion. The mind flayer tries to entice the characters into telling it what they have discovered, but of its own purpose, Xetzirbor reveals only that it came to Gravenhollow to find a way to save a dying elder brain it calls Cyrog.",Cyrog
Cyrog Lives! Hail Orcus!,賽羅格還活著！向奧喀斯致敬！,draft-heading-proposed,heading-only,OotA,158,data/10/entries/7/entries/5/entries/7/name,1,Cyrog Lives! Hail Orcus!,賽羅格還活著！向奧喀斯致敬！
D&D Lead Designers,D&D首席設計師,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/8/name,1,D&D Lead Designers,D&D首席設計師
Dalfred,達爾弗雷德,project-proposed,matching-English-source-string-only,OotA,196,data/14/entries/9/entries/5/entries/6/entries/1/entries/0,4,"Narbondel's Shadow, which wasn't damaged during Demogorgon's rampage, offers some of the best food and lodging money can buy, but the cost is high: 25 gp per night, per person. A strongheart halfling {@creature commoner} named Dalfred Noakes owns and runs the establishment. Dalfred had a violent encounter with a young Hunzrin noble, which left him scarred and without his left ear. He has never forgotten nor forgiven the noble. To this day, he uses a small cave system that doesn't connect with the Dark Dominion to smuggle goods and hide people fleeing angry drow nobles. If the characters look like they could use his help, Dalfred does whatever he can to assist them.",Dalfred
Dalfred Noakes,達爾弗雷德·諾克斯,project-proposed,matching-English-source-string-only,OotA,196,data/14/entries/9/entries/5/entries/6/entries/1/entries/0,1,"Narbondel's Shadow, which wasn't damaged during Demogorgon's rampage, offers some of the best food and lodging money can buy, but the cost is high: 25 gp per night, per person. A strongheart halfling {@creature commoner} named Dalfred Noakes owns and runs the establishment. Dalfred had a violent encounter with a young Hunzrin noble, which left him scarred and without his left ear. He has never forgotten nor forgiven the noble. To this day, he uses a small cave system that doesn't connect with the Dark Dominion to smuggle goods and hide people fleeing angry drow nobles. If the characters look like they could use his help, Dalfred does whatever he can to assist them.",Dalfred Noakes
Dark Dominion Encounters,黑暗主宰遭遇戰,draft-heading-proposed,heading-only,OotA,192,data/14/entries/8/entries/1,2,"The Dark Dominion is a great place for random encounters. When it suits you, roll a {@dice d20} and consult the Dark Dominion Encounters table to determine what the party encounters, or choose an encounter that you like.",黑暗主宰遭遇戰
Dark Plots,黑暗陰謀,draft-heading-proposed,heading-only,OotA,148,data/9/entries/8/entries/3/entries/2/name,1,Dark Plots,黑暗陰謀
Darkhafts,黑暗使者,draft-heading-proposed,heading-only,OotA,54,data/3/entries/4/entries/9/entries/6/entries/2/name,3,Darkhafts,黑暗使者
Darklake,黑暗湖,project-proposed,matching-English-source-string-only,OotA,7,data/0/entries/7/entries/3/entries/8/entries/2,126,"Shuushar is familiar with Sloobludop, the kuo-toa town near the Darklake, and has navigated the twisting routes of the Darklake for many years. He hopes to share his enlightenment with his fellow kuo-toa, although he isn't aware of recent events in Sloobludop (see {@area chapter 3|112|x} for details).",Darklake;黑暗之湖;暗湖;黑湖
Darklake Brewery,黑暗湖釀酒廠,draft-heading-proposed,heading-only,OotA,62,data/3/entries/9/entries/8/name,1,Darklake Brewery,暗湖釀酒廠
Darklake Creature Encounters,黑暗湖生物遭遇,draft-heading-proposed,heading-only,OotA,40,data/2/entries/5/entries/1/entries/0/entries/0/rows/2/1,5,One or more creatures (roll a {@dice d12} and consult the Darklake Creature Encounters table),黑暗之湖生物遭遇
Darklake District,黑暗湖區,draft-heading-proposed,heading-only,OotA,51,data/3/entries/4/entries/6/entries/0,20,"The Darklake District is a likely entry point to the city for the characters, whether they arrive via the water or travel one of the many tunnels leading to the district's gates. Non-duergar arriving from tunnels that lead to other districts are stopped and escorted to the Darklake District under heavy guard, as every other district is normally off limits to outsiders, and trespassers risk being confronted by an {@condition invisible} patrol of four duergar.",黑暗湖區
Darklake Docks,黑暗湖碼頭,draft-heading-proposed,heading-only,OotA,51,data/3/entries/4/entries/6/entries/2,8,"Arriving by way of the Darklake Docks is easier and more discreet. If the characters are traveling by boat, {@creature Buppido|OotA} can guide them to a deserted pier where they can dock quietly. He warns them that they have to keep a low profile and head directly to the only inn in the city devoted to outsiders. The Ghohlbrorn's Lair is frequented by merchants, mercenaries, and other foreigners who can offer information about traveling elsewhere in the Underdark—or perhaps even to the surface world.",黑暗湖碼頭
Darklake Random Encounters,黑暗湖隨機遭遇,draft-heading-proposed,heading-only,OotA,40,data/2/entries/5/entries/0,2,"Every 4 hours that the characters are on the Darklake, roll a {@dice d20} and consult the Darklake Random Encounters table to determine what, if anything, they encounter. If the characters aren't moving—anchored or ashore, for example—any encounter is automatically a creature encounter.",黑暗湖隨機遭遇
Darklake Terrain Encounters,黑暗湖地形遭遇,draft-heading-proposed,heading-only,OotA,40,data/2/entries/5/entries/1/entries/0/entries/0/rows/1/1,3,Terrain (roll a {@dice d10} and consult the Darklake Terrain Encounters table),黑暗湖地形遭遇
Darkmantles,暗幕魔獸,draft-heading-proposed,heading-only,OotA,32,data/1/entries/13/entries/3/entries/1/rows/1/1,4,{@dice 1d4} {@creature Darkmantle||darkmantles},暗幕魔獸
Darkness,黑暗術,existing-site,heading-only,OotA,4,data/0/entries/0,36,"Deep beneath the surface of the world lies the Underdark, a realm of endless labyrinthine tunnels and caverns where the sun never shines. The Underdark is filled with races and creatures too numerous to count or list, and foremost among these are the dark elves—the drow. Hated and feared even by their fellow dwellers in darkness, the drow raid other settlements in the Underdark as well as the surface world, taking prisoners back with them. Rendered {@condition unconscious} with {@item drow poison}, then collared and shackled, these prisoners are eventually sold as slaves or entertainment in the dark elves' subterranean cities.",黑暗術
Dauthorn Brightmantle,道索恩·亮篷,project-proposed,matching-English-source-string-only,OotA,169,data/12/entries/3/entries/12/entries/1,1,"The cave floor is strewn with gnawed bones—the remains of dead dwarves and drow. A circular pit, nine feet deep, holds six captives—two {@creature drow} and four shield dwarf {@creature Commoner||commoners}. These unfortunates were separated from larger groups (see ""{@area Random Encounters|42d|x}"" earlier in this chapter) and captured by the troglodytes. Every couple of days, one of them is eaten by the tribe. The captives are filthy and weak; each has four levels of {@condition exhaustion} and 1 hit point remaining. Any of the captives can explain the nature of the conflict between H'slaat and S'slaar. If freed, the drow immediately flee into the Underdark, but the dwarves offer to join the expeditionary force if the adventurers liberate them. The drow are male members of House Melarn and are named Rinil and Xol. The shield dwarves hail from the Silver Marches and are named Dauthorn Brightmantle (male), Traldak Xornbane (male), Zulia Stonewhisper (female), and Hargritt Hammerhome (female).",Dauthorn Brightmantle
Davra Jassur,達芙拉·賈瑟,project-proposed,matching-English-source-string-only,OotA,129,data/7/entries/4/entries/27/entries/4/name,5,Davra Jassur,Davra Jassur;達夫拉·賈蘇爾;達芙拉·賈蘇爾
Death,死亡,existing-site,heading-only,OotA,5,data/0/entries/7/entries/3/entries/0,53,"The characters are held with ten other prisoners, captured during various raids and likewise awaiting transportation to Menzoberranzan. Some can expect to be sold as slaves, while others await death at the hands of the drow or their pets. Regardless of what they might think of the adventurers—and each other—outside the slave pens, all the NPCs have good reason to cooperate in order to escape and survive.",死亡
Death Tyrant,亡眼暴君,existing-site,heading-only,OotA,210,data/15/entries/4/entries/1/entries/2/entries/0/rows/0/1,5,{@creature Death tyrant},亡眼暴君
Deception,欺瞞,existing-site,heading-only,OotA,6,data/0/entries/7/entries/3/entries/3/entries/2,4,"In fact, Derendil is simply mad, touched by the delusions of the demon lord Fraz-Urb'luu. The kingdom of Nelrindenvane doesn't exist, and all of ""Derendil's"" recollections and personality are an illusion created by the Demon Prince of Deception. The quaggoth refuses to believe the truth, and any incontrovertible evidence as to his real nature sends him into a murderous rage.",欺騙
Deep Duerra,深地·杜拉,existing-site,heading-only,OotA,56,data/3/entries/4/entries/10/entries/5/entries/2/name,2,Deep Duerra,深地·杜拉
Deep Gnome Merchant,地底侏儒商人,draft-heading-proposed,heading-only,OotA,52,data/3/entries/4/entries/7/entries/3/name,1,Deep Gnome Merchant,地底侏儒商人
Deepking,深王,project-proposed,matching-English-source-string-only,OotA,50,data/3/entries/2,31,"Built within the walls of a deep cavern southwest of the Darklake, Gracklstugh is the commercial, political, and spiritual center of the duergar, all of whom look to the Deepking with respect. The city has an open shore along the Darklake, while several caverns and passages connect Gracklstugh to other parts of the Underdark to facilitate travel and trade.",Deepking;深地之王;深地王;深地國王
Deepking Horgar Steelshadow V,深王霍加·鋼影五世,existing-site,matching-English-source-string-only,OotA,52,data/3/entries/4/entries/7/entries/8/entries/1/rows/2/1,3,"A cloaked guard who thinks he's {@creature Deepking Horgar Steelshadow V|OotA} drafts the party to help him slay {@creature Themberchaud|OotA}, convinced that the dragon is possessed by a demon lord.",Deepking Horgar Steelshadow V;深王霍加·鋼影五世
