english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Baldur's Bones,博德之骨,project-proposed,heading-only,BGDIA,16,data/1/entries/7/entries/2/entries/3/entries/1/name,7,Baldur's Bones,
Baldur's Gate Character Backgrounds,博德之門角色背景,project-proposed,heading-only,BGDIA,202,data/9/entries/16/name,1,Baldur's Gate Character Backgrounds,
Baldur's Gate Gazetteer,博德之門地理志,project-proposed,heading-only,BGDIA,158,data/9/name,1,Baldur's Gate Gazetteer,
Baldur's Gate Today,現今的博德之門,project-proposed,heading-only,BGDIA,159,data/9/entries/5/name,1,Baldur's Gate Today,
Baldur's Gate and Its Coat of Arms,博德之門及其紋章,project-proposed,heading-only,BGDIA,159,data/9/entries/5/entries/8/name,1,Baldur's Gate and Its Coat of Arms,
Baldur's Gate: Descent Into Avernus,博德之門：墜入阿弗納斯,project-proposed,heading-only,BGDIA,5,data/0/entries/0,3,"Designed for an adventuring party of four to six 1st-level characters, {@i Baldur's Gate: Descent into Avernus} is a Dungeons & Dragons adventure that begins in the city of Baldur's Gate and ends in Avernus, the first layer of the Nine Hells. By the end of the adventure, the characters should be 13th level or higher. To run this adventure, you need the fifth edition {@book Player's Handbook|PHB}, {@book Dungeon Master's Guide|DMG}, and {@book Monster Manual|MM}.",
Baldur's Mouth,巴爾德爾之口,project-proposed,heading-only,BGDIA,185,data/9/entries/13/entries/4/entries/4/rows/1/1,6,"A reporter from Baldur's Mouth waves the party over, hoping they'll help her get information for a story about some outrageous conspiracy.",
Balduran Looks Out to Sea,巴爾杜蘭望向大海,project-proposed,heading-only,BGDIA,194,data/9/entries/14/entries/5/entries/5/name,1,Balduran Looks Out to Sea,
Bane Statue,班恩雕像,project-proposed,heading-only,BGDIA,27,data/1/entries/8/entries/3/entries/33/entries/4/name,1,Bane Statue,
"Baphomet, Kostchtchie, or Yeenoghu",巴弗滅，科斯徹奇或耶諾古,project-proposed,heading-only,BGDIA,148,data/8/entries/5/entries/2/entries/3/name,1,"Baphomet, Kostchtchie, or Yeenoghu",
Barber Pricing,理髮價格,project-proposed,heading-only,BGDIA,130,data/6/entries/10/entries/7/entries/3/entries/5/name,1,Barber Pricing,
Bargain-Basement Death Saves,特價起死回生,project-proposed,heading-only,BGDIA,78,data/3/entries/5/entries/8/entries/2/name,1,Bargain-Basement Death Saves,
Barnabas the Flameskull,燃焰之顱巴納巴斯,project-proposed,heading-only,BGDIA,84,data/3/entries/7/entries/7/entries/5/name,2,Barnabas the Flameskull,
Barnabas's Goal,巴納巴斯的目標,project-proposed,heading-only,BGDIA,84,data/3/entries/7/entries/7/entries/5/entries/2/name,1,Barnabas's Goal,
Barred Secret Door,被閂住的秘密門,project-proposed,heading-only,ToA,109,data/3/entries/4/entries/20/entries/3/entries/2/name,1,Barred Secret Door,
Bathhouse Locations,澡堂地點,project-proposed,heading-only,BGDIA,20,data/1/entries/8/entries/3/name,1,Bathhouse Locations,
Batiri,巴提里,project-proposed,canonical-name,ToA,11,data/0/entries/6/entries/3/entries/0,27,"Members of every race and nationality of Faerûn can be found in Port Nyanzaru, but few of them ever travel more than a hundred yards beyond the city walls. The native peoples must be divided into those that are commonly known and those whose presence is legendary or only suspected. The first group consists of Chultans (humans), aarakocra, Batiri (goblins), dwarves (including albino dwarves), pterafolk, and tabaxi. In the second category, weretigers are suspected to be present in small numbers; explorers and hunters sometimes report seeing grungs (frog folk) deep in the jungle; and yuan-ti are rumored to be making a resurgence in remote areas.",
Batiri (Goblins),巴提裡（地精）,project-proposed,heading-only,ToA,11,data/0/entries/6/entries/3/entries/0,2,"Members of every race and nationality of Faerûn can be found in Port Nyanzaru, but few of them ever travel more than a hundred yards beyond the city walls. The native peoples must be divided into those that are commonly known and those whose presence is legendary or only suspected. The first group consists of Chultans (humans), aarakocra, Batiri (goblins), dwarves (including albino dwarves), pterafolk, and tabaxi. In the second category, weretigers are suspected to be present in small numbers; explorers and hunters sometimes report seeing grungs (frog folk) deep in the jungle; and yuan-ti are rumored to be making a resurgence in remote areas.",
Battle Stacks,戰鬥堆疊,project-proposed,heading-only,ToA,13,data/0/entries/6/entries/3/entries/5/entries/2/name,3,Battle Stacks,
Battle of Elturel,埃爾託瑞爾的戰鬥,project-proposed,heading-only,BGDIA,73,data/2/entries/8/entries/6/name,1,Battle of Elturel,
Bay of Chult,楚爾特灣,project-proposed,heading-only,ToA,11,data/0/entries/6/entries/1,14,"The safest entry points into this overgrown realm (""safest"" is a relative term in this context) are on the north and east. The coast from the Bay of Chult to Refuge Bay offers beaches on which to embark into the uncharted jungle. Along the entire coast, the Bay of Chult is the only spot where travelers can find welcoming civilization. The rest of the peninsula is a breeding ground for bloodsucking, disease-bearing insects, monstrous reptiles, carnivorous birds and beasts of every variety, and murderous undead. The farther one moves from the coast, the more humid, hot, and inhospitable the land becomes.",
Bazelsteen,巴澤斯汀,project-proposed,canonical-name,BGDIA,123,data/6/entries/7/entries/7,17,"A {@creature horned devil} named Bazelsteen manages the dock for Zariel but yearns for the freedom to carry out its mechanical experiments. To earn its aid, visitors must first serve as test pilots for the devil's latest contraption.",
Beasts for Sale,待售的野獸,project-proposed,heading-only,ToA,26,data/1/entries/9/entries/2/entries/5/entries/4/entries/1,2,"The Beasts for Sale table lists the creatures available for purchase in Port Nyanzaru. Statistics for the hadrosaurus, the deinonychus, and the flying monkey appear in {@area appendix D|536|x}. See the {@book Monster Manual|MM} for all others.",
Beholder Tactics,巨眼魔戰術,project-proposed,heading-only,ToA,156,data/5/entries/7/entries/18/entries/2/entries/2,2,"The {@creature beholder}, Belchorzh (pronounced BEL-korj), floats at the top of the room. {@creature Acererak|ToA} cast a {@spell wish} spell to render Belchorzh {@condition invisible}. A successful {@spell dispel magic} ({@dc 19}) cast on the beholder or contact with an {@spell antimagic field} ends its invisibility. Belchorzh reacts to intruders as described in the ""Beholder Tactics"" section below.",
Bel,貝爾,existing-site,heading-only,BGDIA,6,data/0/entries/2/entries/3/entries/5,95,"The characters' success doesn't hinge on acquiring the {@item Sword of Zariel|BGDIA} or helping Zariel find redemption, as Gargauth is quick to point out should the characters consult with him. There are other ways to free Elturel, but only if the characters are willing to cut deals with Avernus's most evil denizens. The characters might broker a deal with the deposed archdevil {@creature Bel|BGDIA}, who longs to supplant Zariel and regain his title as ruler of Avernus. They might stoke the rage of a horrific demon called {@creature Crokek'toeck|BGDIA} and trick it into gnawing through Elturel's chains. They might come to terms with an evil dragonborn paladin named {@creature Arkhan the Cruel|BGDIA}, using him to broker a deal with Tiamat. By returning her stolen treasure, characters can convince Tiamat to break Elturel's chains.",
Bel's Forge,貝爾鍛爐,project-proposed,heading-only,BGDIA,100,data/4/entries/4/entries/6/entries/1,4,"Baazit contacts the characters telepathically as soon as they're in range. The ultroloth was imprisoned by a pit fiend for stealing {@item Soul Coin|BGDIA|soul coins}. Baazit promises to show the characters how to form magical servants from the goo if they free it. Baazit can also direct the group to {@creature Bel|BGDIA}'s forge (see ""{@area Bel's Forge|251|x}"").",
Belchorzh,貝爾科茲,project-proposed,canonical-name,ToA,146,data/5/entries/7/entries/0,9,"Map 5.3 shows this level of the dungeon, which an {@condition invisible} beholder named Belchorzh the Unseen (see {@area area 44|414|x}) claims as its home. It doesn't have access to lair actions and regional effects; instead, it has infected its home with weird alien growth.",
Belchorzh the Unseen,「隱形者」貝爾科茲,project-proposed,canonical-name,ToA,146,data/5/entries/7/entries/0,2,"Map 5.3 shows this level of the dungeon, which an {@condition invisible} beholder named Belchorzh the Unseen (see {@area area 44|414|x}) claims as its home. It doesn't have access to lair actions and regional effects; instead, it has infected its home with weird alien growth.",
Betting,下注,project-proposed,heading-only,ToA,18,data/1/entries/8/entries/6/entries/4/entries/1,5,"A handful of Chultans have become celebrities by surviving multiple dashes through Executioner's Run. It's been suggested that some people continue committing crimes solely because a conviction is the only way to get tossed into the pit, and betting is always heaviest on a repeat offender.",
Betting on Dinosaur Races,在恐龍賽跑上投注,project-proposed,heading-only,ToA,32,data/1/entries/12/entries/3/entries/3/name,2,Betting on Dinosaur Races,
Beyond Baldur's Gate,博德之門外,project-proposed,heading-only,BGDIA,31,data/1/entries/9/entries/4/entries/0,2,"Unless the characters attack him at once, Amrik assumes they've come to him for a loan. He is more than happy to provide one, up to a limit of 150 gp (the amount currently carried by his bodyguard Vhaltus). Amrik's terms are simple: he expects repayment in a tenday and charges 25 percent interest on the loan. As a member of the influential Vanthampur family, Amrik has plenty of muscle he can bring to bear against anyone who defaults on a loan, and his family's influence extends beyond Baldur's Gate.",
Bhaal Statue,巴爾雕像,project-proposed,heading-only,BGDIA,27,data/1/entries/8/entries/3/entries/33/entries/5/name,1,Bhaal Statue,
Bhaalspawn,巴爾之子,project-proposed,heading-only,BGDIA,159,data/9/entries/4/entries/3/name,7,Bhaalspawn,Bhaalspawn（巴爾之子）
Bite,啃咬,existing-site,heading-only,BGDIA,58,data/2/entries/6/entries/3/entries/2,8,"No threats reveal themselves to the characters as they enter the castle grounds. Once inside, they spot two humans in plate armor lying dead on the ground near the shattered gate, blood still oozing from their bite wounds.",
Biting Ant,咬蟻,project-proposed,canonical-name,ToA,5,data/0/entries/1/entries/1/rows/14/2,2,Queen of the Biting Ant goblin tribe and ruler of Yellyark,
Bitter Breath,苦痛之息,existing-site,heading-only,BGDIA,90,data/3/entries/9/entries/0,10,"As the characters cross the wastelands of Avernus, they will likely run afoul of petty warlords scavenging for {@item Soul Coin|BGDIA|soul coins} and scrap metal to fuel and repair their infernal war machines. {@creature Mad Maggie|BGDIA} and {@creature Raggadragga|BGDIA} are two warlords whom the characters meet early on. The following sections describe three other warlords who prowl the Avernian wastes: a wingless {@creature horned devil} named {@creature Bitter Breath|BGDIA}, a human necromancer named {@creature Feonor|BGDIA}, and a {@creature chain devil} named {@creature Princeps Kovik|BGDIA}. These warlords are as cruel and merciless as the hell they inhabit. All share a ""survival of the fittest"" mentality.",
Bitter Breath's Marauders,苦痛之息的掠奪者們,project-proposed,heading-only,BGDIA,90,data/3/entries/9/entries/5/entries/3/name,1,Bitter Breath's Marauders,
"Black Drape, Iron Sphere",黑色布幔，鐵球,project-proposed,heading-only,ToA,156,data/5/entries/7/entries/18/entries/4/name,1,"Black Drape, Iron Sphere",
Black Key,黑色鑰匙,project-proposed,heading-only,ToA,167,data/5/entries/8/entries/12/entries/7/entries/1/name,1,Black Key,
Black Opal Crown,黑歐珀皇冠,project-proposed,heading-only,ToA,111,data/4/entries/2/entries/2/entries/1,11,"{@creature Fenthaza|ToA} has long resented {@creature Ras Nsi|ToA} for hanging onto the threads of his humanity. Now her visions portend ruin at {@creature Ras Nsi|ToA}'s hands, and she actively plots against him. Her dreams have revealed a treasure called the Black Opal Crown, hidden deep within the Tomb of the Nine Gods. She's convinced that the crown is the key to unleashing Dendar the Night Serpent. {@creature Fenthaza|ToA} wants to murder {@creature Ras Nsi|ToA} and obtain the crown from the tomb. The priest is patient and cunning, and she won't take action against {@creature Ras Nsi|ToA} unless the odds are stacked in her favor. Captive characters soon become cat's-paws in {@creature Fenthaza|ToA}'s coup.",
Black Opal Crown (Area 49),黑蛋白石皇冠（區域49）,project-proposed,heading-only,ToA,189,data/5/entries/11/entries/1/entries/1/entries/1/name,1,Black Opal Crown (Area 49),
Black Orchid,黑蘭花,project-proposed,heading-only,ToA,68,data/2/entries/4/entries/20/entries/10/entries/3,7,"If the characters tell {@creature Asharra|ToA} of their plan to visit Omu and destroy the Soulmonger, she offers to perform a ritual called the Dance of the Seven Winds, bestowing on the characters the magical ability to fly (see the ""Dance of the Seven Winds"" sidebar). To complete the ritual, she needs a black orchid, which can be found only in {@area Nangalore|166|x} (described later in this chapter). {@creature Asharra|ToA} can provide directions, but she doesn't allow her people to go anywhere near the ruins because of the evil, intelligent cranes (eblis) known to live there.",
Blackgate,黑門區,project-proposed,canonical-name,BGDIA,194,data/9/entries/14/entries/1,4,"While smaller neighborhoods such as Tumbledown and Blackgate squat outside their respective gates, the majority of the Outer City runs along the Coast Way as it curves around the foot of Duskhawk Hill, between Wyrm's Crossing and the city proper. Residents of these neighborhoods are not technically citizens and receive no representation in the government, nor do they receive the benefit of the city's police forces. The Flaming Fist rarely patrols the Outer City, usually emerging only to pursue Outer City residents for crimes committed within the walls.",
Blade and Stars,刀鋒與星辰,project-proposed,heading-only,BGDIA,187,data/9/entries/13/entries/5/entries/2/name,2,Blade and Stars,
Blind Artists,盲人藝術家,project-proposed,heading-only,ToA,164,data/5/entries/8/entries/9/entries/3/name,1,Blind Artists,
Blood Pool,血池,project-proposed,heading-only,BGDIA,139,data/7/entries/5/entries/6,3,"The holy power of the citadel restores the characters, and they gain the benefits of a long rest. If a creature gained a flaw from a blood pool or similar effect, the flaw is removed. Casting {@spell detect magic} in the Bleeding Citadel reveals that the whole structure radiates auras of abjuration and evocation magic.",
Blue Button,藍色按鈕,project-proposed,heading-only,ToA,170,data/5/entries/9/entries/6/entries/4/entries/3/name,3,Blue Button,
Blue Dial,藍色刻度盤,project-proposed,heading-only,ToA,170,data/5/entries/9/entries/6/entries/4/entries/2/name,2,Blue Dial,
Blue Key,藍色鑰匙,project-proposed,heading-only,ToA,167,data/5/entries/8/entries/12/entries/7/entries/2/name,1,Blue Key,
Blue Mist,藍色霧氣,project-proposed,heading-only,ToA,40,data/2/entries/3/entries/5/entries/1/name,14,Blue Mist Fever,
Blue Mist Fever,藍霧熱,existing-site,heading-only,ToA,40,data/2/entries/3/entries/5/entries/1/name,9,Blue Mist Fever,
Blushing Mermaid,臉紅的美人魚,project-proposed,heading-only,BGDIA,185,data/9/entries/13/entries/4/entries/4/rows/2/1,4,"A man offers to sell the party a glass eye. Later, a drunk stumbles away from the Blushing Mermaid tavern, searching every gutter for his missing eye.",
Body Bag,身體袋,project-proposed,heading-only,ToA,186,data/5/entries/10/entries/9/entries/2,4,"Once the atropal has fed on enough souls, {@creature Acererak|ToA} plans to baptize it in the blood of a worthy sacrifice. This chapel was built for that dark ceremony. The Sewn Sisters obtained an appropriate sacrifice and have stitched it inside the leather body bag that rests on the altar.",
Bone Brambles,骨棘林,project-proposed,heading-only,BGDIA,106,data/5/entries/0/entries/8/entries/2,5,"Ralzala knows an oracle named Red Ruth, who could surely divine a solution to her problem. Being bound to the demon zapper, Ralzala is unable to seek out this oracle herself, but the characters could do so in her stead. She tells them to speak with Red Ruth in the corrupted forest nearby and follow her instructions to break the pact. This leads the players to the {@area Bone Brambles|233|x}.",
Bone Whelks,骸骨螺,project-proposed,heading-only,BGDIA,119,data/5/entries/7/entries/6/entries/1/name,5,Bone Whelks,
Bonus Actions,附贈動作,existing-site,heading-only,BGDIA,217,data/11/entries/4/entries/3/entries/2/entries/3/name,1,Bonus Actions,
Bookcases,書架,project-proposed,heading-only,BGDIA,36,data/1/entries/10/entries/5/entries/18/entries/0,7,An oak writing desk angled to face the middle of the room has a matching chair behind it and two black candlesticks atop it. Other furnishings include three bookcases and a freestanding suit of black plate armor topped with a bucket helm and equipped with a longsword and a shield. A wrought-iron spiral staircase leads up to {@area area V19|0bb|x}.,
Borders,邊界,existing-site,heading-only,BGDIA,140,data/7/entries/6/entries/2/entries/1/name,5,Borders,
Bormul House,博姆爾莊園,project-proposed,heading-only,BGDIA,178,data/9/entries/12/entries/13/entries/1/name,2,Bormul House,
Bottled Poisons,瓶裝毒藥,project-proposed,heading-only,ToA,122,data/4/entries/4/entries/15/entries/5/name,1,Bottled Poisons,
Brand Manager,品牌經理,project-proposed,heading-only,BGDIA,,data/17/entries/0/items/25/name,1,Brand Manager,
Bravus Boulderborn,布拉弗斯·岩生,project-proposed,canonical-name,ToA,140,data/5/entries/6/entries/3/entries/5/entries/1,3,"Any character who spends 10 minutes poring over the journal can note a few brief mentions of the other company members: Lord Brixton (a Cormyrean knight), Bravus Boulderborn (a gold dwarf cleric of Moradin), Seward (a Chondathan human ranger), and Sephirius (a dragonborn paladin often referred to as ""Seph"").",
Brax,布拉克斯,project-proposed,canonical-name,ToA,85,data/2/entries/4/entries/47/entries/3/entries/0,1,"The voice calling to the party belongs to Thasselandra Bravewing, the ship's captain (NG female Halruaan human {@creature noble}). She explains the situation briefly before she weakens and her voice becomes too soft to hear from the ground. The other crash survivors include the ship's navigator, Ra-das (N male Halruaan human {@creature scout}); the master-of-arms, Falx Haranis (CN male Halruaan human {@creature veteran}); and three other crewmen named Brax, Nhar, and Veliod (N male Halruaan human {@creature Guard||guards}). Ra-das and Falx are in the stern section; the other NPCs are all in the midsection.",
Brazen Pegasus,銅皮天馬號,project-proposed,canonical-name,ToA,5,data/0/entries/1/entries/1/rows/29/2,5,Gnome captain of the Brazen Pegasus,銅皮天馬;黃銅天馬號
Breach of Contract,違背契約,project-proposed,heading-only,BGDIA,190,data/9/entries/13/entries/5/entries/15/entries/2,2,"In truth, Mandorcai gained occult knowledge and his magical manor in a bargain with the obese twin {@creature Chain Devil||chain devils} Kyrix and Valisog. For years Mandorcai upheld his side of the contract by bringing the fiends mortal sacrifices, until an accidental breach of contract let the devils haul him screaming into the Nine Hells. Since then, the mansion's hungry traps and shape-changing powers have lain dormant. Recently, however, a group of {@creature Cultist||cultists} have broken into the house, seeking to harness its fell powers. Though they haven't yet figured out how to commune with the chain devils yet, when they do, it'll likely be without the safeguards Mandorcai managed to negotiate, potentially resulting in fiendish disaster for the whole neighborhood.",
Breakbone,斷骨,project-proposed,canonical-name,ToA,5,data/0/entries/1/entries/1/rows/28/0,18,{@creature Niles Breakbone|ToA},
Breaking the Chains,打破枷鎖,project-proposed,heading-only,BGDIA,126,data/6/entries/9/entries/5,4,"Characters who examine a chain can tell that some intense, supernatural force caused one or more of its links to sunder. Although the cause of the damage can't be ascertained, characters can conclude that breaking the chains of Elturel is not beyond the realm of possibility.",
Breaking the Contract,打破契約,project-proposed,heading-only,BGDIA,152,data/8/entries/6/entries/4/name,1,Breaking the Contract,
Bridge Gap,橋面斷裂,project-proposed,heading-only,ToA,42,data/2/entries/4/entries/4/entries/5/name,1,Bridge Gap,
Brontosaurus,雷龍,existing-site,heading-only,ToA,194,data/7/entries/2/entries/4/rows/16/0,4,"Dinosaurs, {@area brontosaurus|5b0|x}",
Bronze Shield,銅盾牌,project-proposed,heading-only,ToA,142,data/5/entries/6/entries/6/entries/0/entries/0,5,"Six glass cauldrons brimming with humanoid bones line the walls of this tomb, at the center of which stands an ancient chariot bearing a bronze sarcophagus with treasure strewn atop it. Paintings on the chariot's body show a tall bird with a long, sharp beak. On the south wall, a bronze shield bears the embossed image of a Chultan warrior carrying a spear, below an inscription that reads, ""Bow before no one."" Four bronze statues stand on pedestals to either side of the shield. They depict Chultan warriors: one holding a sword, two with spears, and one missing its face.",
Burney,布妮,project-proposed,canonical-name,BGDIA,129,data/6/entries/10/entries/7/entries/3/name,18,Burney the Barber,
Burney the Barber,理髮師布妮,existing-site,heading-only,BGDIA,129,data/6/entries/10/entries/7/entries/3/name,1,Burney the Barber,
Burning Buildings,燃燒的房屋,project-proposed,heading-only,BGDIA,140,data/7/entries/6/entries/2/entries/2/name,1,Burning Buildings,
Burning Trees,燃燒的樹木,project-proposed,heading-only,BGDIA,140,data/7/entries/6/entries/2/entries/3/name,1,Burning Trees,
Buying Beasts,購買野獸,project-proposed,heading-only,ToA,26,data/1/entries/9/entries/2/entries/5/entries/4/name,1,Buying Beasts,
Buying a Special Item,購買特殊物品,project-proposed,heading-only,ToA,12,data/0/entries/6/entries/3/entries/3/entries/3,8,"Chultans in Port Nyanzaru seldom don armor because of the climate, but large, colorful shields made from toughened dinosaur hide are ubiquitous. These shields are called hlang and function as ordinary shields. In melee, they favor the traditional {@item yklwa|ToA} (pronounced YICK-ul-wah), a short, broad-bladed, one-handed, spear-like weapon. For more information about the yklwa, see ""{@area Buying a Special Item|084|x}.""",
Bwayes,布瓦耶斯,project-proposed,canonical-name,ToA,6,data/0/entries/4/entries/6/entries/2,8,"In this adventure, three creatures know that the cause of the death curse lies in Omu: {@creature Grandfather Zitembe|ToA} in Port Nyanzaru, {@creature Valindra Shadowmantle|ToA} in the Heart of Ubtao, and Saja N'baza in Orolunga. Several creatures know Omu's location: the guides {@creature Eku|ToA} and {@creature Salida|ToA} in Port Nyanzaru, {@creature Valindra Shadowmantle|ToA} in the Heart of Ubtao, the aarakocra of Kir Sabal, Zalkoré of Nangalore, Saja N'baza in Orolunga, and the red dragon Tzindelor in Wyrmheart Mine. If the characters are unable to locate Omu or ascertain the source of the death curse, the following additional creatures might possess the knowledge they seek, at your discretion: Krr'ook in Dungrunglung, Nephyr in Firefinger, {@creature Nanny Pu'pu|ToA} in Mbala, Bwayes O'tamu in the wreck of the {@i Narwhal}, the survivors of the {@i Star Goddess} shipwreck, and Red Wizards under {@creature Valindra Shadowmantle|ToA}'s command.",
Bwayes O'tamu,布瓦耶斯·歐塔姆,project-proposed,canonical-name,ToA,6,data/0/entries/4/entries/6/entries/2,2,"In this adventure, three creatures know that the cause of the death curse lies in Omu: {@creature Grandfather Zitembe|ToA} in Port Nyanzaru, {@creature Valindra Shadowmantle|ToA} in the Heart of Ubtao, and Saja N'baza in Orolunga. Several creatures know Omu's location: the guides {@creature Eku|ToA} and {@creature Salida|ToA} in Port Nyanzaru, {@creature Valindra Shadowmantle|ToA} in the Heart of Ubtao, the aarakocra of Kir Sabal, Zalkoré of Nangalore, Saja N'baza in Orolunga, and the red dragon Tzindelor in Wyrmheart Mine. If the characters are unable to locate Omu or ascertain the source of the death curse, the following additional creatures might possess the knowledge they seek, at your discretion: Krr'ook in Dungrunglung, Nephyr in Firefinger, {@creature Nanny Pu'pu|ToA} in Mbala, Bwayes O'tamu in the wreck of the {@i Narwhal}, the survivors of the {@i Star Goddess} shipwreck, and Red Wizards under {@creature Valindra Shadowmantle|ToA}'s command.",
C1. Sealed Gates,C1. 封閉的大門,project-proposed,heading-only,BGDIA,101,data/4/entries/5/entries/7/entries/1/name,1,C1. Sealed Gates,
C2. Funerary Chambers,C2. 葬禮室,project-proposed,heading-only,BGDIA,102,data/4/entries/5/entries/7/entries/2/name,1,C2. Funerary Chambers,
C3. Knights' Caskets,C3. 騎士的棺材,project-proposed,heading-only,BGDIA,102,data/4/entries/5/entries/7/entries/3/name,1,C3. Knights' Caskets,
C4. Warlocks' Tomb,C4. 魔契師的墓穴,project-proposed,heading-only,BGDIA,102,data/4/entries/5/entries/7/entries/4/name,1,C4. Warlocks' Tomb,
C5. Memorial Steles,C5. 追悼石碑,project-proposed,heading-only,BGDIA,102,data/4/entries/5/entries/7/entries/5/name,1,C5. Memorial Steles,
C6. Ritual Rooms,C6. 儀式室,project-proposed,heading-only,BGDIA,102,data/4/entries/5/entries/7/entries/6/name,1,C6. Ritual Rooms,
C7. Olanthius's Retreat,C7. 奧蘭蘇斯的休息處,project-proposed,heading-only,BGDIA,103,data/4/entries/5/entries/7/entries/7/name,1,C7. Olanthius's Retreat,
Cache,儲藏處,project-proposed,heading-only,ToA,26,data/1/entries/9/entries/2/entries/8/entries/2,9,"{@creature Jobal|ToA} (NE male Chultan human {@creature scout}) made a fortune as a wilderness guide when the party he was working for discovered a stunning cache of Chultan gold and jewels. Miraculously, only {@creature Jobal|ToA} survived the gauntlet of undead and dinosaur attacks, making it back to Port Nyanzaru in a canoe laden with treasure. There's no doubt he's led a life of adventure; his body bears many scars from his escapades. His chief spy, confidante, and consort is Aazon Talieri (NG male Tethyrian human {@creature spy}). {@creature Jobal|ToA} trusts him implicitly, and Aazon's loyalty is beyond reproach.",
Cage,籠子,project-proposed,heading-only,BGDIA,36,data/1/entries/10/entries/5/entries/19/entries/1/entries/0,45,"The spiral staircase climbs fifteen feet to a square room with crisscrossing rafters ten feet overhead and a peaked roof above that. An empty bookcase dominates the west wall, and two filthy padlocked cages stand on the floor. Each cage holds a human prisoner and a chamberpot.",
Caldos Hellingskorn,卡爾多斯·赫林斯科恩,project-proposed,canonical-name,ToA,67,data/2/entries/4/entries/18/entries/12/entries/3/entries/1,1,"The crew of the Stirge includes a first mate named Heel (NE male half-orc {@creature gladiator}), twelve Chultan and Tethyrian {@creature Bandit||bandits}, six Chultan {@creature Thug||thugs}, and a mad sea priest named Caldos Hellingskorn (CE male Illuskan {@creature priest} of Umberlee).",
Camp Righteous,正義營地,project-proposed,heading-only,ToA,30,data/1/entries/11/entries/6/entries/1,7,"The order has committed considerable resources toward quelling the undead menace in Chult. Its forward base, Camp Righteous, was overrun by undead. The order, undaunted, built a new fortification even deeper in the jungle. Dubbed Camp Vengeance, it has fallen on hard times. Its commander is a woefully inept noble named {@creature Niles Breakbone|ToA}. His lieutenants are more likely to share useful information or offer aid, but only if the characters offer some form of assistance to Camp Vengeance in return.",
Camp Vengeance,復仇營地,project-proposed,heading-only,ToA,5,data/0/entries/1/entries/1/rows/28/2,12,Commander of Camp Vengeance and Order of the Gauntlet member,
Candlekeep,燭堡,project-proposed,heading-only,BGDIA,5,data/0/entries/2/entries/2/name,64,Visit to Candlekeep,
Candlekeep Defenses,燭堡防禦,project-proposed,heading-only,BGDIA,46,data/1/entries/14/entries/5/entries/4,2,"If the characters try to sneak or force their way into Candlekeep, the fortress's defenses are brought to bear as described in the ""{@area Candlekeep Defenses|0fb|x}"" sidebar.",
Candles,蠟燭,project-proposed,heading-only,BGDIA,23,data/1/entries/8/entries/3/entries/17/entries/1/entries/0,25,"This dry, partially collapsed room contains a stone altar with humanoid skulls and bones piled around it. The top of the altar is covered with dozens of half-melted candles made of black wax, all currently unlit.",
Candulhallow's Funeral Arrangements,坎杜洛霍洛的葬禮安排,project-proposed,heading-only,BGDIA,187,data/9/entries/13/entries/5/entries/4/name,1,Candulhallow's Funeral Arrangements,
Cannibals,食人族,project-proposed,heading-only,ToA,14,data/0/entries/6/entries/3/entries/11/entries/0,8,"Over a century ago, the warlord {@creature Ras Nsi|ToA} raised an undead army to conquer the city of Mezro. The army consisted mainly of dead Chultans raised as zombies and cannibals transformed into ghouls. {@creature Ras Nsi|ToA} and his legion were defeated and driven back into the jungle. Before {@creature Ras Nsi|ToA} could organize another attack, Mezro planeshifted away, and {@creature Ras Nsi|ToA} was stripped of his god-given powers. Declaring himself an enemy of the world, he threw his lot in with the yuan-ti. The remnants of {@creature Ras Nsi|ToA}'s undead army spread through the jungle like a blight, until now they claim hundreds of miles of wilderness as their hunting ground. To make matters worse, {@creature Acererak|ToA} filled out their ranks with horrible undead creatures such as girallon zombies and tyrannosaurus zombies (see {@adventure appendix D|ToA|9}), mainly to discourage explorers from getting too close to Omu. As the atropal feeds on the souls of the dead, it grows in power. Eventually, it will become powerful enough to control these ravenous undead creatures. Until then, the undead hordes of Chult have no leader.",
Canoe,獨木舟,existing-site,heading-only,ToA,26,data/1/entries/9/entries/2/entries/8/entries/2,16,"{@creature Jobal|ToA} (NE male Chultan human {@creature scout}) made a fortune as a wilderness guide when the party he was working for discovered a stunning cache of Chultan gold and jewels. Miraculously, only {@creature Jobal|ToA} survived the gauntlet of undead and dinosaur attacks, making it back to Port Nyanzaru in a canoe laden with treasure. There's no doubt he's led a life of adventure; his body bears many scars from his escapades. His chief spy, confidante, and consort is Aazon Talieri (NG male Tethyrian human {@creature spy}). {@creature Jobal|ToA} trusts him implicitly, and Aazon's loyalty is beyond reproach.",
Captured by the Yuan-ti,被元帝族捕獲,project-proposed,heading-only,ToA,112,data/4/entries/3/entries/3/name,3,Captured by the Yuan-ti,
Cart and Dretches,貨車與怯魔們,project-proposed,heading-only,BGDIA,142,data/7/entries/6/entries/4/entries/1/entries/4/name,1,Cart and Dretches,
