context,page,type,classification_confidence,english,zh_tw
data/3/entries/4/entries/6/entries/3/name,37,HEADING_LABEL,0.99,Vajra Safahr,瓦婕拉·莎法爾
data/3/entries/4/entries/6/entries/3/entries/0,37,NARRATIVE,0.8,"Blackstaff Tower is a fortress and a wizard training academy all in one. From here, {@creature Vajra Safahr|WDH} watches over the city and asserts herself as Blackstaff. {@spell Sending} spells are her preferred way of communicating with her operatives.",黑杖塔既是一座堡壘，也是一座法師培訓學校。在這裡，{@creature Vajra Safahr|WDH|瓦婕拉·莎法爾}守望著這座城市，並以黑杖的身份自居。{@spell Sending||短訊術}法術是她與她的特工溝通的首選方式。
data/3/entries/4/entries/6/entries/3/entries/1,37,DM_INSTRUCTION,0.85,"Vajra offers the characters membership in the Gray Hands, a private security force under her command. She doles out missions designed to tax the characters' resources and test their loyalty to Waterdeep. Characters who complete these missions won't gain enough renown to join Force Grey yet, but they will gain something valuable: the Blackstaff's patronage. Vajra continues to take an interest in their adventuring careers, helping out when she can.",瓦婕拉為角色們提供了加入灰手的會員資格，灰手是她指揮下的私人保安力量。她分發的任務旨在考驗角色們的資源並測試他們對深水城的忠誠。完成這些任務的角色們將不會獲得足夠的聲望加入灰色力量，但他們將獲得一些有價值的東西：黑杖的贊助。瓦婕拉繼續對他們的冒險事業感興趣，並在可能的情況下提供幫助。
data/3/entries/4/entries/6/entries/3/entries/2/colLabels/0,37,HEADING_LABEL,0.99,Party Level,隊伍等級
data/3/entries/4/entries/6/entries/3/entries/2/colLabels/1,37,HEADING_LABEL,0.99,Mission Brief,任務簡報
data/3/entries/4/entries/6/entries/3/entries/2/colLabels/2,37,HEADING_LABEL,0.99,Mission Requirements and Reward,任務要求和獎勵
data/3/entries/4/entries/6/entries/3/entries/2/rows/0/0,37,TABLE,0.99,2nd,2nd
data/3/entries/4/entries/6/entries/3/entries/2/rows/0/1,37,TABLE,0.99,"""Seek out {@creature Hlam|WDH}, a monk who lives in a cave on the side of Mount Waterdeep. Ask him what he's heard about threats to the city, but try not to annoy him or overstay your welcome.""","""尋找{@creature Hlam|WDH|胡拉姆}，一位居住在深水城山山洞中的僧侶。詢問他關於城市威脅的所聞，但儘量不要惹惱他或逗留太久。"""
data/3/entries/4/entries/6/entries/3/entries/2/rows/0/2,37,TABLE,0.99,"Those who climb the mountainside to reach the cave must succeed on a {@dc 12} Constitution saving throw or arrive with {@dice 1d4} levels of {@condition exhaustion}. Trying to get {@creature Hlam|WDH} (see {@adventure appendix B|WDH|12}) to share information requires a {@dc 12} Charisma (Persuasion) check. If the check succeeds, he tells the characters, ""Evil's twin hides its face for now. Expect that to change before winter's end."" (This is an oblique reference to {@creature Manshoon|WDH}.) The characters can descend the mountain safely. {@i Reward}: Each Gray Hand character gains 1 renown.","那些攀登山坡到達洞穴的人必須成功進行一次 {@dc 12} 體質豁免檢定，否則將在抵達時帶有 {@dice 1d4} 層 {@condition exhaustion||力竭}。嘗試讓 {@creature Hlam|WDH|胡拉姆}（參見 {@adventure 附錄 B|WDH|12}）分享資訊需要進行一次 {@dc 12} 魅力（說服）檢定。如果檢定成功，他會告訴角色們：""邪惡的雙胞胎暫時隱藏了它的面目。預計在冬末之前情況會有所變化。""（這是對 {@creature Manshoon|WDH|曼松} 的隱晦提及。）角色們可以安全地下山。{@i 獎勵}：每個灰手角色獲得1點聲望。"
data/3/entries/4/entries/6/entries/3/entries/2/rows/1/0,37,TABLE,0.99,3rd,3rd
data/3/entries/4/entries/6/entries/3/entries/2/rows/1/1,37,TABLE,0.99,"""A young bronze dragon has taken up residence in Deepwater Harbor. It startled a few sailors recently but hasn't hurt anyone. Confront the dragon and learn its intentions.""","""一隻年輕的青銅龍在深水港定居了。它最近嚇壞了幾個水手，但並沒有傷害任何人。面對這條龍，瞭解它的意圖。"""
data/3/entries/4/entries/6/entries/3/entries/2/rows/1/2,37,TABLE,0.99,"Vajra gives each character a {@item potion of water breathing} to complete this mission. They find a {@creature young bronze dragon}, Zelifarn, swimming around a barnacle-covered shipwreck at the bottom of the deep harbor. The friendly dragon tries to coax as much treasure as it can from the characters. Those who converse with Zelifarn can make a {@dc 13} Wisdom (Insight) check. A successful check reveals that the dragon poses no danger to Waterdeep. If no one succeeds on the check, the dragon's true intentions can't be gleaned. {@i Reward}: Each Gray Hand character gains 1 renown.",瓦婕拉給每個角色一瓶{@item potion of water breathing||水下呼吸藥水}來完成這項任務。他們在深港底部發現一條{@creature young bronze dragon||青年青銅龍}——澤利法恩，在覆蓋著藤壺的沉船周圍遊動。這隻友好的龍試圖從角色們身上哄騙儘可能多的財寶。與澤利法恩交談的人可以嘗試進行一次{@dc 13}感知（洞悉）檢定。如果檢定成功，角色會發現這條龍對深水城沒有威脅。如果沒有人透過檢定，龍的真正意圖就無法被察覺。{@i 獎勵}: 每個灰手成員獲得1點聲望。
data/3/entries/4/entries/6/entries/3/entries/2/rows/2/0,37,TABLE,0.99,4th,4th
data/3/entries/4/entries/6/entries/3/entries/2/rows/2/1,37,TABLE,0.99,"""A member of Force Grey has been acting strangely of late. His name is {@creature Meloon Wardragon|WDH}, and his happy-go-lucky demeanor has soured. He's been hanging around the Yawning Portal more than usual. Observe him for a tenday, then report back to me.""","""最近，灰色力量的一名成員表現得有些奇怪。他的名字是{@creature Meloon Wardragon|WDH|麥倫·戰龍}，他那無憂無慮的性格已經變得陰沉。他比平時更多地在呵欠之門周圍徘徊。觀察他十天，然後向我彙報。"""
data/3/entries/4/entries/6/entries/3/entries/2/rows/2/2,37,TABLE,0.99,"Characters can befriend {@creature Meloon Wardragon|WDH} (see {@adventure appendix B|WDH|12}) or watch him from afar. Each day at dawn, Meloon engages in a telepathic contest of wills with his magic axe, {@item Azuredge|WDH} (see {@adventure appendix A|WDH|11}), before leaving his room at the Yawning Portal. The axe wants a new wielder, but Meloon refuses to part with it. Characters who observe Meloon during this exchange can ascertain what's going on with a successful {@dc 15} Wisdom (Insight) check. {@i Reward}: Each Gray Hand character gains 2 renown. If the characters rid Meloon of the {@creature intellect devourer} in his skull, Vajra gives the party a {@item wand of secrets}.","角色們可以與 {@creature Meloon Wardragon|WDH|麥倫·戰龍}（見 {@adventure 附錄 B|WDH|12}）建立友誼，或是遠遠地觀察他。每天黎明時分，梅倫都會在他位於""呵欠之門""的房間裡與他的魔法斧頭 {@item Azuredge|WDH|蔚藍之鋒}（見 {@adventure 附錄A|WDH|11}）進行一場心靈意志的較量，然後才會離開房間。斧頭想要尋找一個新的持有者，但梅倫拒絕放棄它。角色們如果在這場較量中觀察梅倫，可以透過一個成功 {@dc 15} 的感知（洞悉）檢定來瞭解發生了什麼事情。{@i 獎勵}：每個""灰手""角色的角色將獲得 2 點聲望。如果角色們能夠清除梅倫頭顱中的 {@creature intellect devourer||噬腦怪}，瓦婕拉將給予隊伍一支 {@item wand of secrets||探秘魔杖}。"
data/3/entries/4/entries/6/entries/3/entries/2/rows/3/0,37,TABLE,0.99,5th,5th
data/3/entries/4/entries/6/entries/3/entries/2/rows/3/1,37,TABLE,0.99,"""{@creature Xanathar|WDH} is using intellect devourers to take control of Waterdavians in key positions throughout the city. We must deal with this problem at once. Infiltrate {@creature Xanathar|WDH}'s lair and destroy whatever is responsible for creating these creatures.""","""{@creature Xanathar|WDH|姍娜薩} 正在使用噬腦怪控制城市中關鍵位置的深水城居民。我們必須立即解決這個問題。潛入{@creature Xanathar|WDH|姍娜薩}的巢穴並摧毀負責創造這些生物的任何東西。"""
data/3/entries/4/entries/6/entries/3/entries/2/rows/3/2,37,TABLE,0.99,"The characters must slay {@creature Nihiloor|WDH} the {@creature mind flayer} (see {@adventure appendix B|WDH|12}). They can stake out a Xanathar Guild hideout (see chapter 1) and wait for {@creature Nihiloor|WDH} to show up there, or confront the mind flayer in {@creature Xanathar|WDH}'s lair (see chapter 5). {@i Reward}: Each Gray Hand character gains 2 renown. Every character who participated in the raid receives a {@item potion of resistance}. In addition, Vajra covers the cost of any {@spell raise dead} spells needed to bring back dead characters.",角色們必須剿滅{@creature mind flayer||奪心魔}{@creature Nihiloor|WDH|尼希盧爾}（見{@adventure 附錄 B|WDH|12}）。他們可以蹲守一個姍娜薩公會藏身地（見第一章）並等待{@creature Nihiloor|WDH|尼希盧爾}在那裡出現，或在{@creature Xanathar|WDH|姍娜薩}的巢穴（見第五章）中對抗奪心魔。{@i 獎勵}：每位灰手角色獲得2點聲望。每位參與突襲的角色獲得一瓶{@item potion of resistance||抗性藥水}。此外，瓦婕拉會支付任何用於復活死亡角色所需的{@spell raise dead||死者復活}法術的花費。
data/3/entries/4/entries/7/name,37,HEADING_LABEL,0.99,Harpers,豎琴手聯盟
data/3/entries/4/entries/7/entries/0,37,DM_INSTRUCTION,0.85,"The Harpers approach good-aligned characters who show promise as spies. One such character receives the following message, written on a {@item paper bird|WDH} (see {@adventure appendix A|WDH|11}):","""豎琴手聯盟組織接觸那些表現出作為間諜潛力的善良陣營的角色。其中一位角色收到了以下資訊，寫在一隻{@item paper bird|WDH|紙鳶}上（見{@adventure 附錄A|WDH|11}）："""
data/3/entries/4/entries/7/entries/1/entries/0,37,READ_ALOUD,0.99,"""Renaer tells us you are a good bet. He bought you tickets to the opera tonight at the Lightsinger Theater in the Sea Ward. If you are interested, meet {@creature Mirt|WDH} at intermission. Private Box C. Formal attire is required for admittance.""","""瑞納爾告訴我們你是個不錯的選擇。他在海區的光歌劇院為你買了今晚的歌劇票。如果你感興趣，請在中場休息時與{@creature Mirt|WDH|米爾特}會面。私人包廂C。入場需要正式著裝。"""
data/3/entries/4/entries/7/entries/2,37,DM_INSTRUCTION,0.85,"Enclosed are tickets for the entire party to {@i The Fall of Tiamat}, an opera sung in Giant describing the evil dragon queen's defeat at the Well of Dragons.",隨信附上整個團隊觀看{@i 提亞馬特的隕落}的門票，這是一部以巨人語演唱的歌劇，描述了惡龍女王在龍井的敗北。
data/3/entries/4/entries/7/entries/3/name,38,HEADING_LABEL,0.99,Mirt,米爾特
data/3/entries/4/entries/7/entries/3/entries/0,38,DM_INSTRUCTION,0.85,"If any of the characters join the Harpers, {@creature Mirt|WDH} (see {@adventure appendix B|WDH|12}) becomes their main Harper contact throughout the adventure.",如果任何角色加入豎琴手聯盟組織，{@creature Mirt|WDH|米爾特}（見{@adventure 附錄 B|WDH|12}）將成為他們在整個冒險過程中的主要豎琴手聯盟聯絡人。
data/3/entries/4/entries/7/entries/3/entries/1,38,DM_INSTRUCTION,0.85,"Lightsinger Theater is a high-end establishment located in the Castle Ward. If the characters meet {@creature Mirt|WDH} in his private box during the opera's intermission, he describes the Harpers and offers membership to eligible characters. Characters who accept receive a silver pin of a harp within a crescent moon, along with their first mission (see the Harpers Missions table). {@creature Mirt|WDH} also tells them that if they ever need to speak with him directly, they are welcome to visit his manor in the Sea Ward. If the characters do visit {@creature Mirt|WDH}'s manor, there's a {@chance 90|90 percent chance} that {@creature Mirt|WDH} isn't home and no one answers the door.",光歌劇院是一家位於城堡區的高階場所。如果角色們在歌劇中場休息時在私人包廂與{@creature Mirt|WDH|米爾特}會面，他會描述豎琴手聯盟組織並邀請符合條件的角色加入。接受邀請的角色將收到一枚帶有新月內豎琴圖案的銀質徽章，以及他們的第一個任務（見豎琴手聯盟任務表）。{@creature Mirt|WDH|米爾特}還告訴他們，如果他們需要直接與他交談，歡迎他們訪問他在海區的莊園。如果角色們確實去訪問{@creature Mirt|WDH|米爾特}的莊園，有{@chance 90|90%的機率}會發現{@creature Mirt|WDH|米爾特}不在家，且無人應門。
data/3/entries/4/entries/7/entries/3/entries/2/colLabels/0,38,HEADING_LABEL,0.99,Party Level,隊伍等級
data/3/entries/4/entries/7/entries/3/entries/2/colLabels/1,38,HEADING_LABEL,0.99,Mission Brief,任務簡報
data/3/entries/4/entries/7/entries/3/entries/2/colLabels/2,38,HEADING_LABEL,0.99,Mission Requirements and Reward,任務要求和獎勵
data/3/entries/4/entries/7/entries/3/entries/2/rows/0/0,38,TABLE,0.99,2nd,2nd
data/3/entries/4/entries/7/entries/3/entries/2/rows/0/1,38,TABLE,0.99,"""One of the drays working in the city is pulled by a talking mare named {@creature Maxeene|wdh}. Locate her, find out if she's learned the identity of any Zhent operatives, and if so, determine their whereabouts.""","""城市中工作的一輛馬車由一匹會說話的母馬駕駛，名叫{@creature Maxeene|wdh|瑪克辛}。找到她，找出她是否已經瞭解到任何散提爾堡特工的身份，如果是的話，確定他們的位置。"""
data/3/entries/4/entries/7/entries/3/entries/2/rows/0/2,38,TABLE,0.99,"Characters can find {@creature Maxeene|WDH}, a {@creature draft horse} with an Intelligence score of 10, with a successful {@dc 13} Intelligence (Investigation) check. {@creature Maxeene|WDH} speaks Common, and characters must try to convince her that they're Harpers by making a {@dc 13} Charisma (Persuasion) check. If the check succeeds, the horse recalls giving a ride to a sun elf and his half-orc bodyguard two days ago; she picked them up at an intersection (she doesn't recall which one) and dropped them off at the Yawning Portal. They talked about hiring spies to root out Xanathar Guild hideouts in the city. {@creature Maxeene|WDH}'s descriptions of the passengers match the appearances of {@creature Davil Starsong|WDH} and {@creature Yagra Stonefist|wdh}. {@i Reward}: Each Harper character gains 1 renown.",角色們若成功透過{@dc 13}智力（調查）檢定，就能找到{@creature Maxeene|WDH|瑪克辛}。牠是一匹智力值為10的{@creature draft horse||馱用馬}。{@creature Maxeene|WDH|瑪克辛}會說通用語；角色們必須進行{@dc 13}魅力（說服）檢定，讓牠相信他們是豎琴手聯盟成員。若檢定成功，牠回憶起兩天前曾載過一名日精靈與他的半獸人保鏢：牠在一處十字路口接到他們，但不記得是哪一處，並在呵欠之門讓他們下車。他們談到僱用間諜，找出城內姍娜薩公會的藏身處。{@creature Maxeene|WDH|瑪克辛}對乘客的描述符合{@creature Davil Starsong|WDH|達維爾·星歌}與{@creature Yagra Stonefist|wdh|雅格拉·石拳}的外貌。{@i 獎勵}：每名豎琴手聯盟角色獲得1點聲望。
data/3/entries/4/entries/7/entries/3/entries/2/rows/1/0,38,TABLE,0.99,3rd,3rd
data/3/entries/4/entries/7/entries/3/entries/2/rows/1/1,38,TABLE,0.99,"""Uza Solizeph is an old woman who sells books out of a narrow three-story building on Sorn Street in the Trades Ward. She claims to have trapped a monster in her shop and fears for the welfare of her books and her cat. The City Watch isn't likely to lend a hand, given Uza's propensity for tall tales, but the Harpers owe her a favor. You'll find her sobbing at Felzoun's Folly, a tavern on the corner of Sorn Street and Salabar Street. Make haste!""","""烏扎·索利澤夫是一位老婦人，她在商業區索恩街上一座狹窄的三層建築裡賣書。她聲稱在她的書店裡困住了一個怪物，擔心她的書和她的貓的安全。鑑於烏扎喜歡講誇張的故事，城市守衛不太可能提供幫助，但豎琴手聯盟組織欠她一個人情。你會在費爾佐恩的荒唐事找到她哭泣，那是索恩街和薩拉巴爾街拐角處的一家酒館。快點行動！"""
data/3/entries/4/entries/7/entries/3/entries/2/rows/1/2,38,TABLE,0.99,"Uza (LG female human Mulan {@creature commoner}) describes the threat as a ""monstrous orb of many eyes"" that chased her cat, Fillipa, into the shop. The monster is, in fact, a {@creature gazer|VGM} (see {@adventure appendix B|WDH|12}). If the characters met a gazer in chapter 1, they know what they're up against. Uza lends them the keys to the front and back doors of her shop. Characters find the interior in shambles and hear a cat meowing on the third floor. The sounds are coming from the gazer, which is hunting Fillipa. The cat has so far eluded the nasty little predator. {@i Reward}: Each Harper character gains 1 renown if the gazer is defeated. Uza also gives the party a used spellbook containing four {@filter 1st-level|spells|class=wizard|level=1} and three {@filter 2nd-level|spells|class=wizard|level=2} wizard spells.","烏扎（LG女性人類穆蘭人 {@creature commoner||平民}）描述威脅為一個""多眼的怪物球體""，它追趕她的貓菲莉帕進入書店。實際上，這個怪物是一隻{@creature gazer|VGM|凝視者眼魔}（見{@adventure 附錄 B|WDH|12}）。如果角色們在第一章遇到了凝視者眼魔，他們就會知道他們面臨的是什麼。烏扎借給他們書店前後門的鑰匙。角色們發現內部一片狼藉，並聽到三樓有貓在喵喵叫。聲音來自正在追捕菲莉帕的凝視者眼魔。到目前為止，這隻貓已經成功躲避了這個討厭的小捕食者。{@i 獎勵}：如果擊敗了凝視者眼魔，每個豎琴手聯盟角色獲得1點聲望。烏扎還送給隊伍一本用過的魔法書，其中包含四個{@filter 11級或以上|spells|class=wizard|level=1}和三個{@filter 2級|spells|class=wizard|level=2}的法師法術。"
data/3/entries/4/entries/7/entries/3/entries/2/rows/2/0,38,TABLE,0.99,4th,4th
data/3/entries/4/entries/7/entries/3/entries/2/rows/2/1,38,TABLE,0.99,"""One of our members, Mattrim Mereg, has allied himself with a gang of doppelgangers and believes the Harpers should recruit them. We need an unbiased opinion. Track down and speak with each of the doppelgangers, and gauge their trustworthiness.""","""我們的一名成員，馬特里姆·梅雷格，已經與一群變形怪結盟，並認為豎琴手聯盟組織應該招募他們。我們需要一個公正的意見。追蹤並與每個變形怪交談，評估他們的可信度。"""
data/3/entries/4/entries/7/entries/3/entries/2/rows/2/2,38,TABLE,0.99,"The characters must speak with five {@creature doppelganger||doppelgangers}, starting with their leader, ""{@creature Bonnie|WDH},"" who works at the Yawning Portal. She needs a few days to round up the other doppelgangers, who agree to meet at the tavern in human guises. Characters must interview each doppelganger and succeed on a {@dc 16} Wisdom (Insight) check to ascertain its trustworthiness. Only ""{@creature Bonnie|WDH}"" is trustworthy. {@i Reward}: Each Harper character gains 2 renown. Every contributing party member receives 50 gp.","角色們必須與五個{@creature doppelganger||變形怪}交談，從他們的領袖""{@creature Bonnie|WDH|邦妮}""開始，她在呵欠之門工作。她需要幾天時間來召集其他化身怪，他們同意以人類的外表在酒館碰面。角色們必須分別採訪每個化身怪，並透過一個{@dc 16}的感知（洞悉）檢定來確定其可信度。只有""{@creature Bonnie|WDH|邦妮}""是可信的。{@i 獎勵}：每個豎琴手聯盟的角色獲得2點聲望。每個參與的隊員獲得50金幣。"
data/3/entries/4/entries/7/entries/3/entries/2/rows/3/0,38,TABLE,0.99,5th,5th
data/3/entries/4/entries/7/entries/3/entries/2/rows/3/1,38,TABLE,0.99,"""Lady {@creature Remallia Haventree|WDH} is hosting a party at House Ulbrinter, her villa on Delzorin Street, located between Vhezoar Street and Brondar's Way in the North Ward. We have reason to suspect that drow spies have infiltrated the guest list. Attend the party and root out the disguised drow. Dress sharply.""",「{@creature Remallia Haventree|WDH|蕾米莉亞·港樹}女士正在她的烏爾布林特別墅舉辦派對。別墅位於北區德爾佐林街，介於維佐爾街與布隆達爾路之間。我們有理由懷疑卓爾間諜已混入賓客之中。去參加派對，找出偽裝的卓爾。記得穿得體面些。」
data/3/entries/4/entries/7/entries/3/entries/2/rows/3/2,38,TABLE,0.99,"{@creature Remallia Haventree|WDH} (see {@adventure appendix B|WDH|12}) knows of the mission, but it's not revealed to the characters that she's a Harper. There's one drow spy in attendance: {@creature Jarlaxle Baenre|WDH} (see {@adventure appendix B|WDH|12}). He uses his {@item hat of disguise} to appear as a young actor from Luskan named Erystian Demarne. A successful {@dc 24} Wisdom (Insight) check is needed to out Jarlaxle. Impressed by the perceptive adventurers, he thanks Lady Haventree for an entertaining evening and dashes off, but not without first tipping his hat to the character or characters who exposed him. {@i Reward}: Each Harper character gains 2 renown. Every party member who attended the party receives 200 gp.",{@creature Remallia Haventree|WDH|蕾米莉亞·港樹}（參見{@adventure 附錄 B|WDH|12}）知道這個任務，但角色們並不知道她是豎琴手聯盟的一員。在場的一名卓爾間諜是{@creature Jarlaxle Baenre|WDH|賈拉索·班瑞}（參見{@adventure 附錄 B|WDH|12}）。他使用{@item hat of disguise||易容帽}變身為一名來自路斯坎的年輕演員，名為埃里斯蒂安·德馬涅。需要成功的{@dc 24} 感知（洞悉）檢定才能揭穿賈拉索。他對這些敏銳的冒險者印象頗深，感謝哈文特里夫人提供了一個愉快的夜晚並迅速離開，但在離開前他會向揭穿他的角色或角色們脫帽致意。{@i 獎勵}：每個豎琴手聯盟角色獲得2點聲望。每位參加派對的隊伍成員將獲得200金幣。
data/3/entries/4/entries/8/name,38,HEADING_LABEL,0.99,Lords' Alliance,領主聯盟
data/3/entries/4/entries/8/entries/0,38,DM_INSTRUCTION,0.85,Characters who place the security of the city and the realm ahead of their own interests are invited to join this faction. Potential recruits must be residents of Waterdeep.,將城市和王國的安全置於個人利益之上的角色被邀請加入這個派系。潛在的新成員必須是深水城的居民。
data/3/entries/4/entries/8/entries/1/name,38,HEADING_LABEL,0.99,Jalester Silvermane,加萊斯特·銀鬃
data/3/entries/4/entries/8/entries/1/entries/0,38,DM_INSTRUCTION,0.85,"The characters' primary contact is {@creature Jalester Silvermane|WDH} (see {@adventure appendix B|WDH|12}), a field agent who reports to Open Lord {@creature Laeral Silverhand|WDH}. Jalester spends much of his time in the Yawning Portal and other taverns that adventurers are known to frequent.",角色們的主要聯絡人是{@creature Jalester Silvermane|WDH|加萊斯特·銀鬃}（見{@adventure 附錄 B|WDH|12}），他是一名向公開領主{@creature Laeral Silverhand|WDH|萊拉·銀手}彙報的現場特工。加萊斯特大部分時間都在呵欠之門和其他冒險者常去的酒館裡。
data/3/entries/4/entries/8/entries/1/entries/1,38,NARRATIVE,0.8,"Jalester offers membership in the Lords' Alliance to those who qualify. Members are expected to complete whatever missions are assigned to them in a timely, professional manner. Refusing to accept or complete a mission can result in suspension or dismissal. An alliance member who is suspended receives no alliance missions until the suspension ends, while dismissal from the alliance means a loss of membership and the loss of all renown in the faction.",加萊斯特為符合條件的人提供加入領主聯盟的會員資格。成員們被期望以及時、專業的方式完成分配給他們的任何任務。拒絕接受或完成任務可能導致暫停或解僱。被暫停的聯盟成員在暫停期結束之前不會收到任何聯盟任務，而從聯盟中被解僱則意味著失去會員資格以及在派系中的所有聲望。
data/3/entries/4/entries/8/entries/1/entries/2/colLabels/0,38,HEADING_LABEL,0.99,Party Level,隊伍等級
data/3/entries/4/entries/8/entries/1/entries/2/colLabels/1,38,HEADING_LABEL,0.99,Mission Brief,任務簡報
data/3/entries/4/entries/8/entries/1/entries/2/colLabels/2,38,HEADING_LABEL,0.99,Mission Requirements and Reward,任務要求和獎勵
data/3/entries/4/entries/8/entries/1/entries/2/rows/0/0,38,TABLE,0.99,2nd,2nd
data/3/entries/4/entries/8/entries/1/entries/2/rows/0/1,38,TABLE,0.99,"""A gang war is causing unrest throughout the city. We have offered protection to members of the Dungsweepers' Guild, and you have been assigned to protect a group of them. Meet them at the Muleskull Tavern, on Ship Street in the Dock Ward, at six bells and guard them while they work. Do this every day for a tenday.""","""一場幫派戰爭正在整個城市引起不安。我們已經向清潔工公會的成員提供保護，你被指派去保護他們中的一群人。在碼頭區的船街上的騾骨酒館與他們見面，在六點鐘的鐘聲敲響時開始，並在他們工作時保護他們。連續十天每天都這樣做。"""
data/3/entries/4/entries/8/entries/1/entries/2/rows/0/2,38,TABLE,0.99,"Each morning, the characters meet with a team of four dungsweepers ({@creature commoner||commoners}) and head to the Trades Ward, where the sweepers spend the day cleaning up waste in the streets. It's boring work. On the ninth day, around highsun, a {@creature carrion crawler} emerges from a nearby alley, pursued by two City Watch {@creature guard||guards}. The characters can help slay the carrion crawler, which came up from the sewers. {@i Reward}: Each Lords' Alliance character gains 1 renown.",每天早晨，角色們與一隊四名糞便清掃工（{@creature commoner||平民}）會面，然後前往商業區，清掃工們在這裡花一整天時間清理街道上的垃圾。這是件無聊的工作。在第九天，大約正午時分，一隻{@creature carrion crawler||食腐蟲}從附近的小巷中竄出，被兩名城市守衛（{@creature guard||警衛}）追趕。角色們可以幫助殺死這隻從下水道里爬出來的食腐獸。{@i 獎勵}：每位領主聯盟的角色獲得1點聲望。
data/3/entries/4/entries/8/entries/1/entries/2/rows/1/0,38,TABLE,0.99,3rd,3rd
data/3/entries/4/entries/8/entries/1/entries/2/rows/1/1,38,TABLE,0.99,"""Harko Swornhold, an evil adventurer who was exiled three years ago for attempting to bribe a city magistrate, has returned to Waterdeep illegally. We think the Xanathar Guild is using him to incite violence. He was last seen recruiting kenku in the Dock Ward. Find him and quietly put him to the sword.""","""哈爾科·斯溫霍爾德，一個三年前因試圖賄賂城市法官而被流放的邪惡冒險家，非法返回了深水城。我們認為姍娜薩公會正在利用他煽動暴力。他最後一次被看到是在碼頭區招募天狗。找到他，然後悄悄地將他處決。"""
data/3/entries/4/entries/8/entries/1/entries/2/rows/1/2,38,TABLE,0.99,"Whichever character leads the search must succeed on three {@dc 14} Intelligence (Investigation) checks before gaining three failures, with each check representing 8 hours of investigation. Other characters can assist, granting advantage on the checks. Harko ({@creature bandit captain}) has two {@creature kenku} companions that fight by his side. {@i Reward}: Each Lords' Alliance character gains 1 renown.",負責搜尋的角色必須成功透過三次 {@dc 14} 智力（調查）檢定，且在獲得三次失敗前完成，每次檢定代表8小時的調查。其他角色可以協助，為檢定提供優勢。哈科（{@creature bandit captain||匪幫隊長}）有兩名 {@creature kenku||天狗}同伴與他並肩作戰。{@i 獎勵}：每位領主聯盟的角色獲得1點聲望。
data/3/entries/4/entries/8/entries/1/entries/2/rows/2/0,38,TABLE,0.99,4th,4th
data/3/entries/4/entries/8/entries/1/entries/2/rows/2/1,38,TABLE,0.99,"""The Zhents are courting a Red Wizard of Thay named Esloon Bezant, trying to add his gang of thugs to their ranks. All we know about him is that he fled his homeland a few years back and is too smart to get caught doing anything illegal. He and his gang of bullies prowl the Dock Ward. Scuttle the deal, and do it fast!""","""散塔林會正在拉攏一個名叫埃斯盧恩·貝贊特的賽爾紅袍法師，試圖將他的暴徒團夥納入他們的行列。我們所知道的關於他的資訊是，他幾年前逃離了自己的家鄉，並且非常聰明，沒有被抓到做任何違法的事情。他和他的惡霸團夥在碼頭區遊蕩。破壞這筆交易，並且要快！"""
data/3/entries/4/entries/8/entries/1/entries/2/rows/2/2,38,TABLE,0.99,"The characters can create a rift between the Zhentarim and Esloon's gang by sowing rumors of betrayal. They must spend 25 gp in bribes and succeed on a {@dc 16} Charisma (Deception or Persuasion) check. Conversely, they can confront Esloon Bezant (LE male Thayan human {@creature mage}) and his gang of five {@creature thug||thugs} and either defeat them or bribe them with at least 500 gp. {@i Reward}: Each Lords' Alliance character gains 2 renown. The characters can also deprive Esloon of his spellbook, which contains all the spells he has prepared.",角色們可以透過散播背叛的謠言在散塔林會和埃斯盧恩的幫派之間製造裂痕。他們必須花費25金幣進行賄賂，併成功透過一個{@dc 16}魅力（欺瞞或說服）檢定。相反地，他們也可以直接面對埃斯盧恩·貝贊特（守序邪惡男性賽爾人類{@creature mage||魔法師}）和他的五名{@creature thug||暴徒}手下，要麼擊敗他們，要麼用至少500金幣賄賂他們。{@i 獎勵}：每個領主聯盟的角色獲得2點聲望。角色們還可以剝奪埃斯盧恩的法術書，其中包含他所準備的所有法術。
data/3/entries/4/entries/8/entries/1/entries/2/rows/3/0,38,TABLE,0.99,5th,5th
data/3/entries/4/entries/8/entries/1/entries/2/rows/3/1,38,TABLE,0.99,"""The City Watch is overwhelmed by the recent surge in violence and needs our help. We have reports of an assassin prowling the rooftops, picking off targets with arrows and alarming citizens. My sources say he goes to ground somewhere near Trollskull Alley. Find him, alert the City Watch to his whereabouts, and aid in his arrest if you can. Don't kill him, since doing that could escalate the violence further.""","""城市守衛因最近暴力事件激增而應接不暇，需要我們的幫助。我們收到報告稱有一名刺客在屋頂上徘徊，用箭射殺目標，引起市民恐慌。我的線人說他藏身於巨魔顱骨巷附近的某個地方。找到他，向城市守衛通報他的位置，並儘可能幫助逮捕他。不要殺死他，因為那樣做可能會進一步加劇暴力。"""
