english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes
Primal Awareness,class-feature,Ranger,,TCE,classic-or-other,1,data/class/class-ranger.json,/classFeature/7/name,class-feature: Primal Awareness,原始意識,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Primal Champion,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/24/name,class-feature: Primal Champion,原初勇士,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Primal Knowledge,class-feature,Barbarian,,TCE; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/4/name,class-feature: Primal Knowledge,原初見聞,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Primal Order,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/21/name,class-feature: Primal Order,,,pending,,0.50,
Primal Path,class-feature,Barbarian,,PHB,classic-or-other,1,data/class/class-barbarian.json,/classFeature/5/name,class-feature: Primal Path,原初道途,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Primal Strike,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/32/name,class-feature: Primal Strike,原初打擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Primeval Awareness,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/8/name,class-feature: Primeval Awareness,原初意識,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Protector,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/25/name,class-feature: Protector,,,pending,,0.50,
Psionic Body,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/22/name,class-feature: Psionic Body,,,pending,,0.50,
Psionic Disciplines and Talents,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/1/name,class-feature: Psionic Disciplines and Talents,,,pending,,0.50,
Psionic Mastery (1/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/13/name,class-feature: Psionic Mastery (1/Day),,,pending,,0.50,
Psionic Mastery (2/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/15/name,class-feature: Psionic Mastery (2/Day),,,pending,,0.50,
Psionic Mastery (3/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/18/name,class-feature: Psionic Mastery (3/Day),,,pending,,0.50,
Psionic Mastery (4/Day),class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/20/name,class-feature: Psionic Mastery (4/Day),,,pending,,0.50,
Psionics,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/2/name,class-feature: Psionics,,,pending,,0.50,
Purity of Body,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/23/name,class-feature: Purity of Body,百病不侵,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Quickened Healing,class-feature,Monk,,TCE,classic-or-other,1,data/class/class-monk.json,/classFeature/12/name,class-feature: Quickened Healing,加速癒合,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Radiant Strikes,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/40/name,class-feature: Radiant Strikes,,,pending,,0.50,
Rage,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/0/name,class-feature: Rage,狂暴,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ranger Archetype,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/9/name,class-feature: Ranger Archetype,遊俠範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ranger Archetype feature,class-feature,Ranger,,PHB,classic-or-other,3,data/class/class-ranger.json,/classFeature/15/name,class-feature: Ranger Archetype feature,遊俠範型能力,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ranger Subclass,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/36/name,class-feature: Ranger Subclass,,,pending,,0.50,
Reckless Attack,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/3/name,class-feature: Reckless Attack,魯莽攻擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Relentless Hunter,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/46/name,class-feature: Relentless Hunter,,,pending,,0.50,
Relentless Rage,class-feature,Barbarian,,PHB; XPHB,classic-or-other; one,2,data/class/class-barbarian.json,/classFeature/15/name,class-feature: Relentless Rage,頑強狂暴,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Reliable Talent,class-feature,Expert Sidekick; Rogue,,PHB; TCE; XPHB,classic-or-other; one,3,data/class/class-rogue.json,/classFeature/13/name,class-feature: Reliable Talent,可靠才能,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Replicate Magic Item,class-feature,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/2/name,class-feature: Replicate Magic Item,,,pending,,0.50,
Restoring Touch,class-feature,Paladin,,XPHB,one,1,data/class/class-paladin.json,/classFeature/42/name,class-feature: Restoring Touch,,,pending,,0.50,
Ritual Adept,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/15/name,class-feature: Ritual Adept,,,pending,,0.50,
Rogue Subclass,class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/28/name,class-feature: Rogue Subclass,,,pending,,0.50,
Roguish Archetype,class-feature,Rogue,,PHB,classic-or-other,1,data/class/class-rogue.json,/classFeature/4/name,class-feature: Roguish Archetype,遊蕩者範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Roguish Archetype feature,class-feature,Rogue,,PHB,classic-or-other,3,data/class/class-rogue.json,/classFeature/11/name,class-feature: Roguish Archetype feature,遊蕩者範型能力,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Roving,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/39/name,class-feature: Roving,越野,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sacred Oath,class-feature,Paladin,,PHB,classic-or-other,1,data/class/class-paladin.json,/classFeature/8/name,class-feature: Sacred Oath,神聖誓言,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sacred Oath feature,class-feature,Paladin,,PHB,classic-or-other,3,data/class/class-paladin.json,/classFeature/13/name,class-feature: Sacred Oath feature,神聖誓言能力,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Scholar,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/17/name,class-feature: Scholar,,,pending,,0.50,
Sear Undead,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/33/name,class-feature: Sear Undead,,,pending,,0.50,
Second Wind,class-feature,Fighter; Warrior Sidekick,,PHB; TCE; XPHB,classic-or-other; one,3,data/class/class-fighter.json,/classFeature/1/name,class-feature: Second Wind,回氣,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Second Wind Improvement,class-feature,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/46/name,class-feature: Second Wind Improvement,回氣強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Self-Restoration,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/57/name,class-feature: Self-Restoration,,,pending,,0.50,
Sharp Mind,class-feature,Expert Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/15/name,class-feature: Sharp Mind,明銳心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sidekick Class,class-feature,Expert Sidekick; Spellcaster Sidekick; Warrior Sidekick,,TCE,classic-or-other,3,data/class/class-sidekick.json,/classFeature/2/name,class-feature: Sidekick Class,協力者職業,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Signature Spells,class-feature,Wizard,,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/classFeature/13/name,class-feature: Signature Spells,招牌法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Slippery Mind,class-feature,Rogue,,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/17/name,class-feature: Slippery Mind,靈活心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Slow Fall,class-feature,Monk,,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/classFeature/13/name,class-feature: Slow Fall,輕身墜,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sneak Attack,class-feature,Rogue,,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/1/name,class-feature: Sneak Attack,偷襲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Song of Rest (d10),class-feature,Bard,,PHB,classic-or-other,1,data/class/class-bard.json,/classFeature/19/name,class-feature: Song of Rest (d10),紓壓曲(d10),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Song of Rest (d12),class-feature,Bard,,PHB,classic-or-other,1,data/class/class-bard.json,/classFeature/24/name,class-feature: Song of Rest (d12),紓壓曲(d12),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Song of Rest (d6),class-feature,Bard,,PHB,classic-or-other,1,data/class/class-bard.json,/classFeature/4/name,class-feature: Song of Rest (d6),,,pending,,0.50,
Song of Rest (d8),class-feature,Bard,,PHB,classic-or-other,1,data/class/class-bard.json,/classFeature/14/name,class-feature: Song of Rest (d8),紓壓曲(d8),,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sorcerer Subclass,class-feature,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/25/name,class-feature: Sorcerer Subclass,,,pending,,0.50,
Sorcerous Origin,class-feature,Sorcerer,,PHB,classic-or-other,1,data/class/class-sorcerer.json,/classFeature/0/name,class-feature: Sorcerous Origin,術法起源,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sorcerous Origin feature,class-feature,Sorcerer,,PHB,classic-or-other,3,data/class/class-sorcerer.json,/classFeature/10/name,class-feature: Sorcerous Origin feature,術法起源能力,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sorcerous Restoration,class-feature,Sorcerer,,PHB; XPHB,classic-or-other; one,2,data/class/class-sorcerer.json,/classFeature/19/name,class-feature: Sorcerous Restoration,術法復原,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sorcerous Versatility,class-feature,Sorcerer,,TCE,classic-or-other,1,data/class/class-sorcerer.json,/classFeature/8/name,class-feature: Sorcerous Versatility,術法變換,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sorcery Incarnate,class-feature,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/29/name,class-feature: Sorcery Incarnate,,,pending,,0.50,
Sorcery Points,class-feature,Sorcerer,,PHB,classic-or-other,1,data/class/class-sorcerer.json,/classFeature/4/name,class-feature: Sorcery Points,術法點,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Soul of Artifice,class-feature,Artificer,,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/classFeature/18/name,class-feature: Soul of Artifice,奇械之魂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Spell Mastery,class-feature,Wizard,,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/classFeature/11/name,class-feature: Spell Mastery,法術精通,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Spell-Storing Item,class-feature,Artificer,,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/classFeature/11/name,class-feature: Spell-Storing Item,儲法物品,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Spellcasting,class-feature,Artificer; Bard; Cleric; Druid; Paladin; Ranger; Sorcerer; Spellcaster Sidekick; Wizard,,EFA; PHB; TCE; XPHB,classic-or-other; one,17,data/class/class-artificer.json,/classFeature/0/name,class-feature: Spellcasting,施法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Spellcasting Focus,class-feature,Ranger,,TCE,classic-or-other,1,data/class/class-ranger.json,/classFeature/6/name,class-feature: Spellcasting Focus,施法法器,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Steady Aim,class-feature,Rogue,,TCE; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/5/name,class-feature: Steady Aim,手穩就準,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Step of the Wind,class-feature,Monk,,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/classFeature/6/name,class-feature: Step of the Wind,飛檐走壁,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Stillness of Mind,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/20/name,class-feature: Stillness of Mind,心頭滅卻,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Strength of Mind,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/8/name,class-feature: Strength of Mind,,,pending,,0.50,
Stroke of Luck,class-feature,Rogue,,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/22/name,class-feature: Stroke of Luck,幸運一擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Studied Attacks,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/41/name,class-feature: Studied Attacks,,,pending,,0.50,
Stunning Strike,class-feature,Monk,,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/classFeature/16/name,class-feature: Stunning Strike,震懾拳,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Subclass feature,class-feature,Artificer,,EFA,classic-or-other,3,data/class/class-artificer.json,/classFeature/5/name,class-feature: Subclass feature,,,pending,,0.50,
Subclass Feature,class-feature,Barbarian; Bard; Cleric; Druid; Fighter; Monk; Paladin; Ranger; Rogue; Sorcerer; Warlock; Wizard,,XPHB,one,35,data/class/class-barbarian.json,/classFeature/35/name,class-feature: Subclass Feature,子職業能力,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Superior Defense,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/65/name,class-feature: Superior Defense,,,pending,,0.50,
Superior Inspiration,class-feature,Bard,,PHB; XPHB,classic-or-other; one,2,data/class/class-bard.json,/classFeature/27/name,class-feature: Superior Inspiration,卓越激勵,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Tactical Master,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/36/name,class-feature: Tactical Master,,,pending,,0.50,
Tactical Mind,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/27/name,class-feature: Tactical Mind,,,pending,,0.50,
Tactical Shift,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/31/name,class-feature: Tactical Shift,,,pending,,0.50,
Telepathy,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/5/name,class-feature: Telepathy,,,pending,,0.50,
Thaumaturge,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/27/name,class-feature: Thaumaturge,,,pending,,0.50,
The Right Tool for the Job,class-feature,Artificer,,TCE,classic-or-other,1,data/class/class-artificer.json,/classFeature/25/name,class-feature: The Right Tool for the Job,稱手工具,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Thieves' Cant,class-feature,Rogue,,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/2/name,class-feature: Thieves' Cant,盜賊黑話,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Three Extra Attacks,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/49/name,class-feature: Three Extra Attacks,,,pending,,0.50,
Timeless Body,class-feature,Druid; Monk,,PHB,classic-or-other,2,data/class/class-druid.json,/classFeature/16/name,class-feature: Timeless Body,不朽身軀,不老身軀,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.
Tinker's Magic,class-feature,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/1/name,class-feature: Tinker's Magic,,,pending,,0.50,
Tireless,class-feature,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/43/name,class-feature: Tireless,不知疲倦,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Tongue of the Sun and Moon,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/26/name,class-feature: Tongue of the Sun and Moon,天語通,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Tool Expertise,class-feature,Artificer,,TCE,classic-or-other,1,data/class/class-artificer.json,/classFeature/28/name,class-feature: Tool Expertise,工具專精,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Trip (Cost: 1d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/33/name,class-feature: Trip (Cost: 1d6),,,pending,,0.50,
Turn Undead,class-feature,Cleric,,XPHB,one,1,data/class/class-cleric.json,/classFeature/30/name,class-feature: Turn Undead,驅散不死,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Two Extra Attacks,class-feature,Fighter,,XPHB,one,1,data/class/class-fighter.json,/classFeature/38/name,class-feature: Two Extra Attacks,,,pending,,0.50,
Unarmored Defense,class-feature,Barbarian; Monk,,PHB; XPHB,classic-or-other; one,4,data/class/class-barbarian.json,/classFeature/1/name,class-feature: Unarmored Defense,無甲防禦,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Unarmored Movement,class-feature,Monk,,PHB; XPHB,classic-or-other; one,2,data/class/class-monk.json,/classFeature/7/name,class-feature: Unarmored Movement,無甲移動,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Unarmored Movement improvement,class-feature,Monk,,PHB,classic-or-other,1,data/class/class-monk.json,/classFeature/22/name,class-feature: Unarmored Movement improvement,無甲移動強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Uncanny Dodge,class-feature,Rogue,,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/classFeature/7/name,class-feature: Uncanny Dodge,直覺閃避,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Uncanny Metabolism,class-feature,Monk,,XPHB,one,1,data/class/class-monk.json,/classFeature/44/name,class-feature: Uncanny Metabolism,,,pending,,0.50,
Using a Discipline,class-feature,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/3/name,class-feature: Using a Discipline,,,pending,,0.50,
Vanish,class-feature,Ranger,,PHB,classic-or-other,1,data/class/class-ranger.json,/classFeature/25/name,class-feature: Vanish,無蹤步,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Warden,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/23/name,class-feature: Warden,,,pending,,0.50,
Warlock Subclass,class-feature,Warlock,,XPHB,one,1,data/class/class-warlock.json,/classFeature/22/name,class-feature: Warlock Subclass,,,pending,,0.50,
Weapon Mastery,class-feature,Barbarian; Fighter; Paladin; Ranger; Rogue,,XPHB,one,5,data/class/class-barbarian.json,/classFeature/27/name,class-feature: Weapon Mastery,,,pending,,0.50,
Wild Companion,class-feature,Druid,,TCE; XPHB,classic-or-other; one,2,data/class/class-druid.json,/classFeature/3/name,class-feature: Wild Companion,荒野夥伴,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Wild Resurgence,class-feature,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/28/name,class-feature: Wild Resurgence,,,pending,,0.50,
Wild Shape,class-feature,Druid,,PHB; XPHB,classic-or-other; one,2,data/class/class-druid.json,/classFeature/4/name,class-feature: Wild Shape,荒野形態,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Wild Shape Improvement,class-feature,Druid,,PHB,classic-or-other,2,data/class/class-druid.json,/classFeature/7/name,class-feature: Wild Shape Improvement,荒野形態強化,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Withdraw (Cost: 1d6),class-feature,Rogue,,XPHB,one,1,data/class/class-rogue.json,/classFeature/35/name,class-feature: Withdraw (Cost: 1d6),,,pending,,0.50,
Wizard Subclass,class-feature,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/18/name,class-feature: Wizard Subclass,,,pending,,0.50,
Words of Creation,class-feature,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/45/name,class-feature: Words of Creation,,,pending,,0.50,
Arcane Tradition,class-label,Wizard,,PHB,classic,1,data/class/class-wizard.json,/class/0/subclassTitle,Wizard subclass title,奧法學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Artificer Specialist,class-label,Artificer,,TCE,classic,1,data/class/class-artificer.json,/class/0/subclassTitle,Artificer subclass title,奇械師專業,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Artificer Subclass,class-label,Artificer,,EFA,one,1,data/class/class-artificer.json,/class/1/subclassTitle,Artificer subclass title,,,pending,,0.50,
Barbarian Subclass,class-label,Barbarian,,XPHB,one,1,data/class/class-barbarian.json,/class/1/subclassTitle,Barbarian subclass title,,,pending,,0.50,
Bard College,class-label,Bard,,PHB,classic,1,data/class/class-bard.json,/class/0/subclassTitle,Bard subclass title,吟遊學院,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Bard Subclass,class-label,Bard,,XPHB,one,1,data/class/class-bard.json,/class/1/subclassTitle,Bard subclass title,,,pending,,0.50,
Cleric Subclass,class-label,Cleric,,XPHB,one,1,data/class/class-cleric.json,/class/1/subclassTitle,Cleric subclass title,,,pending,,0.50,
Divine Domain,class-label,Cleric,,PHB,classic,1,data/class/class-cleric.json,/class/0/subclassTitle,Cleric subclass title,神聖領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Druid Circle,class-label,Druid,,PHB,classic,1,data/class/class-druid.json,/class/0/subclassTitle,Druid subclass title,德魯伊結社,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Druid Subclass,class-label,Druid,,XPHB,one,1,data/class/class-druid.json,/class/1/subclassTitle,Druid subclass title,,,pending,,0.50,
Eldritch Invocations,class-label,Warlock,,PHB; XPHB,classic; one,2,data/class/class-warlock.json,/class/0/optionalfeatureProgression/0/name,Warlock optional feature progression,魔能祈喚,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Fighter Subclass,class-label,Fighter,,XPHB,one,1,data/class/class-fighter.json,/class/1/subclassTitle,Fighter subclass title,,,pending,,0.50,
Fighting Style,class-label,Fighter; Paladin; Ranger,,PHB,classic,3,data/class/class-fighter.json,/class/0/optionalfeatureProgression/0/name,Fighter optional feature progression,戰鬥風格,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Infusions,class-label,Artificer,,TCE,classic,1,data/class/class-artificer.json,/class/0/optionalfeatureProgression/0/name,Artificer optional feature progression,,,pending,,0.50,
Martial Archetype,class-label,Fighter,,PHB,classic,1,data/class/class-fighter.json,/class/0/subclassTitle,Fighter subclass title,武術範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Metamagic,class-label,Sorcerer,,PHB; XPHB,classic; one,2,data/class/class-sorcerer.json,/class/0/optionalfeatureProgression/0/name,Sorcerer optional feature progression,超魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Monastic Tradition,class-label,Monk,,PHB,classic,1,data/class/class-monk.json,/class/0/subclassTitle,Monk subclass title,宗派傳承,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Monk Subclass,class-label,Monk,,XPHB,one,1,data/class/class-monk.json,/class/1/subclassTitle,Monk subclass title,,,pending,,0.50,
Mystic Order,class-label,Mystic,,UATheMysticClass,classic,1,data/class/class-mystic.json,/class/0/subclassTitle,Mystic subclass title,,,pending,,0.50,
Otherworldly Patron,class-label,Warlock,,PHB,classic,1,data/class/class-warlock.json,/class/0/subclassTitle,Warlock subclass title,異界宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Pact Boon,class-label,Warlock,,PHB,classic,1,data/class/class-warlock.json,/class/0/optionalfeatureProgression/1/name,Warlock optional feature progression,契約恩賜,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Paladin Subclass,class-label,Paladin,,XPHB,one,1,data/class/class-paladin.json,/class/1/subclassTitle,Paladin subclass title,,,pending,,0.50,
Primal Path,class-label,Barbarian,,PHB,classic,1,data/class/class-barbarian.json,/class/0/subclassTitle,Barbarian subclass title,原初道途,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ranger Archetype,class-label,Ranger,,PHB,classic,1,data/class/class-ranger.json,/class/0/subclassTitle,Ranger subclass title,遊俠範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ranger Subclass,class-label,Ranger,,XPHB,one,1,data/class/class-ranger.json,/class/1/subclassTitle,Ranger subclass title,,,pending,,0.50,
Rogue Subclass,class-label,Rogue,,XPHB,one,1,data/class/class-rogue.json,/class/1/subclassTitle,Rogue subclass title,,,pending,,0.50,
Roguish Archetype,class-label,Rogue,,PHB,classic,1,data/class/class-rogue.json,/class/0/subclassTitle,Rogue subclass title,遊蕩者範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sacred Oath,class-label,Paladin,,PHB,classic,1,data/class/class-paladin.json,/class/0/subclassTitle,Paladin subclass title,神聖誓言,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Sorcerer Subclass,class-label,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/class/1/subclassTitle,Sorcerer subclass title,,,pending,,0.50,
Sorcerous Origin,class-label,Sorcerer,,PHB,classic,1,data/class/class-sorcerer.json,/class/0/subclassTitle,Sorcerer subclass title,術法起源,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Warlock Subclass,class-label,Warlock,,XPHB,one,1,data/class/class-warlock.json,/class/1/subclassTitle,Warlock subclass title,,,pending,,0.50,
Wizard Subclass,class-label,Wizard,,XPHB,one,1,data/class/class-wizard.json,/class/1/subclassTitle,Wizard subclass title,,,pending,,0.50,
A Bard's Repertoire,named-rule-block,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/31/entries/2/name,Jack of All Trades: nested named block,,,pending,,0.50,
Aberrant Mind,named-rule-block,Sorcerer,Aberrant Mind,TCE,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/74/_copy/name,Aberrant Mind: nested named block,畸變心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ability Check,named-rule-block,Bard,Creation,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/11/entries/3/items/0/name,Mote of Potential: nested named block,屬性檢定,,proposed,SRD 5.1; SRD 5.2.1,0.95,
