english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes
Cantrips,named-rule-block,Artificer; Bard; Cleric; Druid; Fighter; Rogue; Sorcerer; Warlock; Wizard,Arcane Trickster; Eldritch Knight,EFA; PHB; XPHB,classic-or-other; one,17,data/class/class-artificer.json,/classFeature/0/entries/1/entries/1/name,Spellcasting: nested named block,,,pending,,0.50,
Cast Spells,named-rule-block,Cleric,Trickery,XPHB,one,1,data/class/class-cleric.json,/subclassFeature/205/entries/1/name,Invoke Duplicity: nested named block,,,pending,,0.50,
Casting Elemental Spells,named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/7/entries/3/name,Disciple of the Elements: nested named block,,,pending,,0.50,
Cat,named-rule-block,Wizard,Bladesinging,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/60/entries/2/name,Bladesinger Styles: nested named block,,,pending,,0.50,
Challenges Are but Tests,named-rule-block,Paladin,Glory,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/47/entries/2/name,Tenets of Glory: nested named block,,,pending,,0.50,
Changing your Prepared Spells,named-rule-block,Fighter,Eldritch Knight,XPHB,one,1,data/class/class-fighter.json,/subclassFeature/112/entries/4/entries/0/name,Spellcasting: nested named block,,,pending,,0.50,
Changing Your Prepared Spells,named-rule-block,Artificer; Bard; Cleric; Druid; Paladin; Ranger; Rogue; Sorcerer; Warlock; Wizard,Arcane Trickster,EFA; XPHB,classic-or-other; one,10,data/class/class-artificer.json,/classFeature/0/entries/1/entries/4/name,Spellcasting: nested named block,,,pending,,0.50,
Channel Divinity: Consuming Fervor,named-rule-block,Cleric,Zeal (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/171/_copy/name,Channel Divinity: Consuming Fervor: nested named block,,,pending,,0.50,
Channel Divinity: Feat of Strength,named-rule-block,Cleric,Strength (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/169/_copy/name,Channel Divinity: Feat of Strength: nested named block,,,pending,,0.50,
Charge Magic Item,named-rule-block,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/6/entries/1/entries/0/name,Magic Item Tinker: nested named block,,,pending,,0.50,
Charges,named-rule-block,Rogue,Thief,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/98/entries/2/name,Use Magic Device: nested named block,,,pending,,0.50,
Charismatic,named-rule-block,Paladin,Glory,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/109/entries/1/name,Living Legend: nested named block,,,pending,,0.50,
Cheat Death,named-rule-block,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/18/entries/1/entries/0/name,Soul of Artifice: nested named block,,,pending,,0.50,
Chemical Resistance,named-rule-block,Artificer,Alchemist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/6/entries/2/name,Chemical Mastery: nested named block,,,pending,,0.50,
Claws,named-rule-block,Barbarian,Beast,TCE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/39/entries/3/items/1/name,Form of the Beast: nested named block,,,pending,,0.50,
Clench of the North Wind (6th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/1/name,Elemental Disciplines: nested named block,,,pending,,0.50,
Climber,named-rule-block,Rogue,Thief,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/95/entries/1/entries/0/name,Second-Story Work: nested named block,,,pending,,0.50,
Combining Psionic Effects,named-rule-block,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/3/entries/8/name,Using a Discipline: nested named block,,,pending,,0.50,
Components,named-rule-block,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/3/entries/4/name,Using a Discipline: nested named block,,,pending,,0.50,
Comprehension,named-rule-block,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/91/entries/1/name,Knightly Envoy: nested named block,,,pending,,0.50,
Conjured Cauldron,named-rule-block,Artificer,Alchemist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/6/entries/3/name,Chemical Mastery: nested named block,,,pending,,0.50,
Controlled Channeling,named-rule-block,Bard,Spirits,RHW,classic-or-other,1,data/class/class-bard.json,/subclassFeature/53/entries/1/name,Spirits from Beyond: nested named block,,,pending,,0.50,
Converting a Spell Slot to Sorcery Points,named-rule-block,Sorcerer,,PHB,classic-or-other,1,data/class/class-sorcerer.json,/classFeature/2/entries/2/name,Flexible Casting: nested named block,,,pending,,0.50,
Converting Spell Slots to Sorcery Points,named-rule-block,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/classFeature/22/entries/3/entries/0/name,Font of Magic: nested named block,,,pending,,0.50,
Copying a Spell into the Book,named-rule-block,Wizard,,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/classFeature/1/entries/8/entries/2/entries/0/name,Spellcasting: nested named block,,,pending,,0.50,
Copying the Book,named-rule-block,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/16/entries/1/entries/7/entries/2/name,Spellcasting: nested named block,,,pending,,0.50,
Crafting More Magic Items,named-rule-block,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/2/entries/1/entries/4/name,Replicate Magic Item: nested named block,,,pending,,0.50,
Creating Additional Elixirs,named-rule-block,Artificer,Alchemist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/2/entries/2/name,Experimental Elixir: nested named block,,,pending,,0.50,
Creating an Item,named-rule-block,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/2/entries/1/entries/1/name,Replicate Magic Item: nested named block,,,pending,,0.50,
Creating Spell Slots,named-rule-block,Sorcerer,,PHB; XPHB,classic-or-other; one,2,data/class/class-sorcerer.json,/classFeature/2/entries/1/name,Flexible Casting: nested named block,,,pending,,0.50,
Crescent Moon,named-rule-block,Sorcerer,Lunar,DSotDQ,classic-or-other,3,data/class/class-sorcerer.json,/subclassFeature/3/entries/2/items/2/name,Lunar Boons: nested named block,,,pending,,0.50,
Crushing Throw,named-rule-block,Barbarian,Giant,BGG,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/1/entries/2/items/0/name,Giant's Havoc: nested named block,,,pending,,0.50,
Cutthroat,named-rule-block,Rogue,Scion of the Three,FRHoF,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/64/entries/1/name,Dread Incarnate: nested named block,,,pending,,0.50,
Damage Resistance,named-rule-block,Barbarian; Monk,Elements,XPHB,one,2,data/class/class-barbarian.json,/classFeature/25/entries/3/entries/0/name,Rage: nested named block,,,pending,,0.50,
Dampening Field,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/13/entries/1/items/2/name,Infiltrator: nested named block,,,pending,,0.50,
Darkvision,named-rule-block,Wizard,Divination; Diviner,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/27/entries/1/entries/0/name,The Third Eye: nested named block,,,pending,,0.50,
Death's Knell,named-rule-block,Rogue,Phantom,RHW,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/68/entries/2/entries/1/items/0/name,Tokens of the Departed: nested named block,,,pending,,0.50,
Death's Lament,named-rule-block,Rogue,Phantom,RHW,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/71/entries/1/name,Death's Friend: nested named block,,,pending,,0.50,
Decrease Exhaustion,named-rule-block,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/43/entries/1/entries/1/name,Tireless: nested named block,,,pending,,0.50,
Defender,named-rule-block,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/30/entries/2/items/1/name,Martial Role: nested named block,,,pending,,0.50,
Defense,named-rule-block,Bard,Valor,XPHB,one,1,data/class/class-bard.json,/subclassFeature/76/entries/1/name,Combat Inspiration: nested named block,,,pending,,0.50,
Defensive Field,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/12/entries/2/name,Guardian: nested named block,,,pending,,0.50,
Deflect Energy,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/31/entries/3/name,Body of the Astral Self: nested named block,,,pending,,0.50,
Destructive Energy,named-rule-block,Artificer,Battle Smith,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/31/entries/1/items/0/name,Arcane Jolt: nested named block,,,pending,,0.50,
Destructive Stride,named-rule-block,Monk,Elements,XPHB,one,1,data/class/class-monk.json,/subclassFeature/65/entries/2/name,Elemental Epitome: nested named block,,,pending,,0.50,
Detonate,named-rule-block,Artificer,Artillerist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/23/entries/1/name,Explosive Cannon: nested named block,,,pending,,0.50,
Diminish Defiance,named-rule-block,Paladin,Ancients,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/96/entries/1/name,Elder Champion: nested named block,,,pending,,0.50,
Disappearing Step,named-rule-block,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/69/entries/2/entries/0/name,Misty Escape: nested named block,,,pending,,0.50,
Discipline,named-rule-block,Mystic; Paladin,Watchers,TCE; UATheMysticClass,classic-or-other,3,data/class/class-mystic.json,/classFeature/2/entries/6/entries/1/name,Psionics: nested named block,,,pending,,0.50,
Discipline the Soul,named-rule-block,Paladin,Glory,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/47/entries/4/name,Tenets of Glory: nested named block,,,pending,,0.50,
Dispel,named-rule-block,Sorcerer,Clockwork,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/91/entries/1/entries/2/name,Clockwork Cavalcade: nested named block,,,pending,,0.50,
Distract,named-rule-block,Cleric,Trickery,XPHB,one,1,data/class/class-cleric.json,/subclassFeature/205/entries/2/name,Invoke Duplicity: nested named block,,,pending,,0.50,
Double Firepower,named-rule-block,Artificer,Artillerist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/24/entries/1/name,Fortified Position: nested named block,,,pending,,0.50,
Draconic Strike,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/2/entries/2/items/1/name,Draconic Disciple: nested named block,,,pending,,0.50,
Drain Magic Item,named-rule-block,Artificer,,EFA,classic-or-other,1,data/class/class-artificer.json,/classFeature/6/entries/1/entries/1/name,Magic Item Tinker: nested named block,,,pending,,0.50,
Drake Mount,named-rule-block,Ranger,Drakewarden,FTD,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/3/entries/3/items/0/name,Bond of Fang and Scale: nested named block,,,pending,,0.50,
Draw of Death,named-rule-block,Rogue,Phantom,RHW,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/71/entries/2/name,Death's Friend: nested named block,,,pending,,0.50,
Dread Resistance,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/59/entries/1/name,Superior Dread: nested named block,,,pending,,0.50,
Dreaded Necrosis,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/57/entries/2/name,Grave Touched: nested named block,,,pending,,0.50,
Dreadful Step,named-rule-block,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/69/entries/2/entries/1/name,Misty Escape: nested named block,,,pending,,0.50,
Dreadful Strike,named-rule-block,Ranger,Gloom Stalker,XPHB,one,1,data/class/class-ranger.json,/subclassFeature/87/entries/2/name,Dread Ambusher: nested named block,,,pending,,0.50,
Dreadnaught,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/17/entries/1/name,Perfected Armor: nested named block,,,pending,,0.50,
Drinking an Elixir,named-rule-block,Artificer,Alchemist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/2/entries/1/name,Experimental Elixir: nested named block,,,pending,,0.50,
Duration,named-rule-block,Artificer; Barbarian; Mystic,,EFA; UATheMysticClass; XPHB,classic-or-other; one,3,data/class/class-artificer.json,/classFeature/2/entries/1/entries/2/name,Replicate Magic Item: nested named block,,,pending,,0.50,
Effect Options and Psi Points,named-rule-block,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/3/entries/3/name,Using a Discipline: nested named block,,,pending,,0.50,
Elemental Strikes,named-rule-block,Monk,Elements,XPHB,one,1,data/class/class-monk.json,/subclassFeature/60/entries/1/entries/1/name,Elemental Attunement: nested named block,,,pending,,0.50,
Empowered Arms,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/31/entries/4/name,Body of the Astral Self: nested named block,,,pending,,0.50,
Empowered Bite,named-rule-block,Ranger,Drakewarden,FTD,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/5/entries/2/items/0/name,Perfected Bond: nested named block,,,pending,,0.50,
Empowered Strikes,named-rule-block,Monk,Elements,XPHB,one,1,data/class/class-monk.json,/subclassFeature/65/entries/3/name,Elemental Epitome: nested named block,,,pending,,0.50,
Enhanced Necromancy,named-rule-block,Cleric,Grave,RHW,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/178/entries/1/name,Divine Reaper: nested named block,,,pending,,0.50,
Eternal Mountain Defense (17th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/3/name,Elemental Disciplines: nested named block,,,pending,,0.50,
Ethereal Sight,named-rule-block,Wizard,Divination,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/27/entries/1/entries/1/name,The Third Eye: nested named block,,,pending,,0.50,
Evergreen Wild Shape,named-rule-block,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/41/entries/1/entries/0/name,Archdruid: nested named block,,,pending,,0.50,
Expanding and Replacing a Spellbook,named-rule-block,Wizard,,XPHB,one,1,data/class/class-wizard.json,/classFeature/16/entries/1/entries/7/name,Spellcasting: nested named block,,,pending,,0.50,
Explosive Fury,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/entries/2/items/2/name,Ascendant Aspect: nested named block,,,pending,,0.50,
Facilitated Revival,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/48/entries/1/name,Refined Reanimation: nested named block,,,pending,,0.50,
Facsimile of Life,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/55/entries/1/name,Form of Dread: nested named block,,,pending,,0.50,
Falcon,named-rule-block,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/84/entries/1/name,Power of the Wilds: nested named block,,,pending,,0.50,
Fearless Form,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/55/entries/2/name,Form of Dread: nested named block,,,pending,,0.50,
Ferocity,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/45/entries/2/name,Strange Modifications: nested named block,,,pending,,0.50,
Firepower,named-rule-block,Artificer,Artillerist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/23/entries/2/name,Explosive Cannon: nested named block,,,pending,,0.50,
Flames of the Phoenix (11th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/7/name,Elemental Disciplines: nested named block,,,pending,,0.50,
Flight,named-rule-block,Barbarian; Druid; Paladin; Rogue; Sorcerer,Noble Genies; Phantom; Sea; Spellfire; Vengeance; Zealot,FRHoF; RHW; XPHB,classic-or-other; one,6,data/class/class-barbarian.json,/subclassFeature/95/entries/2/name,Rage of the Gods: nested named block,,,pending,,0.50,
Focus,named-rule-block,Wizard,Bladesinger,FRHoF,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/81/entries/5/name,Bladesong: nested named block,,,pending,,0.50,
Focus Point,named-rule-block,Monk,Elements; Mercy; Open Hand; Shadow,XPHB,one,16,data/class/class-monk.json,/classFeature/39/consumes/name,Flurry of Blows: nested named block,,,pending,,0.50,
Force Demolisher,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/11/entries/1/items/0/name,Dreadnaught: nested named block,,,pending,,0.50,
Forceful Blow,named-rule-block,Barbarian,,XPHB,one,1,data/class/class-barbarian.json,/classFeature/39/entries/1/entries/0/name,Brutal Strike: nested named block,,,pending,,0.50,
Frightful Aura,named-rule-block,Paladin,Vengeance,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/115/entries/2/name,Avenging Angel: nested named block,,,pending,,0.50,
Frightful Avatar,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/55/entries/3/name,Form of Dread: nested named block,,,pending,,0.50,
Frightful Presence,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/4/entries/2/items/0/name,Aspect of the Wyrm: nested named block,,,pending,,0.50,
Frost Resistance,named-rule-block,Ranger,Winter Walker,FRHoF,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/62/entries/2/name,Frigid Explorer: nested named block,,,pending,,0.50,
Frozen Soul,named-rule-block,Ranger,Winter Walker,FRHoF,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/68/entries/1/name,Frozen Haunt: nested named block,,,pending,,0.50,
Full Moon,named-rule-block,Sorcerer,Lunar,DSotDQ,classic-or-other,3,data/class/class-sorcerer.json,/subclassFeature/3/entries/2/items/0/name,Lunar Boons: nested named block,,,pending,,0.50,
Gaining Additional Soul Trinkets,named-rule-block,Rogue,Phantom,RHW,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/68/entries/3/name,Tokens of the Departed: nested named block,,,pending,,0.50,
Game Statistics,named-rule-block,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/25/entries/1/entries/3/entries/1/items/1/name,Wild Shape: nested named block,,,pending,,0.50,
Gaunt,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/47/entries/2/name,Macabre Modifications: nested named block,,,pending,,0.50,
Ghostly Flight,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/59/entries/2/name,Superior Dread: nested named block,,,pending,,0.50,
Giant Stature,named-rule-block,Artificer; Barbarian,Armorer; Giant,BGG; EFA,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/11/entries/1/items/1/name,Dreadnaught: nested named block,,,pending,,0.50,
Glistening Flight,named-rule-block,Sorcerer,Aberrant,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/84/entries/1/entries/1/name,Revelation in Flesh: nested named block,,,pending,,0.50,
Gong of the Summit (6th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/8/name,Elemental Disciplines: nested named block,,,pending,,0.50,
Greater Comprehension,named-rule-block,Wizard,Divination; Diviner,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/27/entries/1/entries/2/name,The Third Eye: nested named block,,,pending,,0.50,
Hamstring Blow,named-rule-block,Barbarian,,XPHB,one,1,data/class/class-barbarian.json,/classFeature/39/entries/1/entries/1/name,Brutal Strike: nested named block,,,pending,,0.50,
Hazy Form,named-rule-block,Rogue,Phantom,RHW,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/70/entries/2/name,Ghost Walk: nested named block,,,pending,,0.50,
Heal,named-rule-block,Sorcerer,Clockwork,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/91/entries/1/entries/0/name,Clockwork Cavalcade: nested named block,,,pending,,0.50,
Healing Illusion,named-rule-block,Cleric,Trickery,XPHB,one,1,data/class/class-cleric.json,/subclassFeature/208/entries/1/entries/1/name,Improved Duplicity: nested named block,,,pending,,0.50,
Heroic Rally,named-rule-block,Fighter,Champion,XPHB,one,1,data/class/class-fighter.json,/subclassFeature/110/entries/2/name,Survivor: nested named block,,,pending,,0.50,
Hill Rune (7th Level or Higher),named-rule-block,Fighter,Rune Knight,TCE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/55/entries/5/entries/4/name,Rune Carver: nested named block,,,pending,,0.50,
Holy Ward,named-rule-block,Paladin,Devotion,XPHB,one,1,data/class/class-paladin.json,/subclassFeature/102/entries/1/name,Holy Nimbus: nested named block,,,pending,,0.50,
Hone the Body,named-rule-block,Paladin,Glory,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/47/entries/3/name,Tenets of Glory: nested named block,,,pending,,0.50,
Illuminated Cartography,named-rule-block,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/36/entries/1/name,Mapping Magic: nested named block,,,pending,,0.50,
Improved Arsenal,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/16/entries/2/name,Improved Armorer: nested named block,,,pending,,0.50,
Improved Deflection,named-rule-block,Artificer,Battle Smith,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/32/entries/2/name,Improved Defender: nested named block,,,pending,,0.50,
Improved Jolt,named-rule-block,Artificer,Battle Smith,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/32/entries/1/name,Improved Defender: nested named block,,,pending,,0.50,
Improved Lunar Radiance,named-rule-block,Druid,Moon,XPHB,one,1,data/class/class-druid.json,/subclassFeature/64/entries/1/entries/0/name,Lunar Form: nested named block,,,pending,,0.50,
Incorporeal Movement,named-rule-block,Rogue; Sorcerer,Phantom; Shadow,RHW,classic-or-other,2,data/class/class-rogue.json,/subclassFeature/70/entries/3/name,Ghost Walk: nested named block,,,pending,,0.50,
Increased Toughness,named-rule-block,Druid,Moon,XPHB,one,1,data/class/class-druid.json,/subclassFeature/62/entries/1/entries/1/name,Improved Circle Forms: nested named block,,,pending,,0.50,
Initiative Bonus,named-rule-block,Ranger,Gloom Stalker,XPHB,one,1,data/class/class-ranger.json,/subclassFeature/87/entries/3/name,Dread Ambusher: nested named block,,,pending,,0.50,
Inspired Eclipse,named-rule-block,Bard,Moon,FRHoF,classic-or-other,1,data/class/class-bard.json,/subclassFeature/47/entries/1/name,Moon's Inspiration: nested named block,,,pending,,0.50,
Instantaneous,named-rule-block,Mystic,,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/classFeature/3/entries/5/entries/1/name,Using a Discipline: nested named block,,,pending,,0.50,
Invisibility,named-rule-block,Monk,Shadow,XPHB,one,1,data/class/class-monk.json,/subclassFeature/85/entries/1/name,Cloak of Shadows: nested named block,,,pending,,0.50,
It's Your Swarm,named-rule-block,Ranger,Swarmkeeper,TCE,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/36/entries/5/name,Gathered Swarm: nested named block,,,pending,,0.50,
Jolt to Life,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/44/entries/1/name,Reanimator's Skill Set: nested named block,,,pending,,0.50,
Jumper,named-rule-block,Rogue,Thief,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/95/entries/1/entries/1/name,Second-Story Work: nested named block,,,pending,,0.50,
Known Forms,named-rule-block,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/25/entries/1/entries/1/name,Wild Shape: nested named block,,,pending,,0.50,
Languages,named-rule-block,Ranger,,XPHB,one,1,data/class/class-ranger.json,/classFeature/34/entries/1/entries/1/name,Deft Explorer: nested named block,,,pending,,0.50,
Large Drake,named-rule-block,Ranger,Drakewarden,FTD,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/5/entries/2/items/1/name,Perfected Bond: nested named block,,,pending,,0.50,
Learning Spells of 1st Level and Higher,named-rule-block,Wizard,,PHB,classic-or-other,1,data/class/class-wizard.json,/classFeature/1/entries/7/name,Spellcasting: nested named block,,,pending,,0.50,
Life Essence,named-rule-block,Rogue,Phantom,RHW,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/68/entries/2/entries/1/items/1/name,Tokens of the Departed: nested named block,,,pending,,0.50,
Life Transfer,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/48/entries/2/name,Refined Reanimation: nested named block,,,pending,,0.50,
Life-Giving Force,named-rule-block,Barbarian,World Tree,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/86/entries/1/entries/1/name,Vitality of the Tree: nested named block,,,pending,,0.50,
Lightning Launcher,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/13/entries/1/items/0/name,Infiltrator: nested named block,,,pending,,0.50,
Lion,named-rule-block,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/84/entries/2/name,Power of the Wilds: nested named block,,,pending,,0.50,
Longevity,named-rule-block,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/41/entries/1/entries/2/name,Archdruid: nested named block,,,pending,,0.50,
Lunar Radiance,named-rule-block,Druid,Moon,XPHB,one,1,data/class/class-druid.json,/subclassFeature/62/entries/1/entries/0/name,Improved Circle Forms: nested named block,,,pending,,0.50,
Lunar Sorcery,named-rule-block,Sorcerer,Lunar,DSotDQ,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/56/_copy/name,Lunar Sorcery: nested named block,,,pending,,0.50,
Lunar Vitality,named-rule-block,Bard,Moon,FRHoF,classic-or-other,1,data/class/class-bard.json,/subclassFeature/47/entries/2/name,Moon's Inspiration: nested named block,,,pending,,0.50,
Magic Fang,named-rule-block,Ranger,Drakewarden,FTD,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/3/entries/3/items/1/name,Bond of Fang and Scale: nested named block,,,pending,,0.50,
Mass Fear,named-rule-block,Ranger,Gloom Stalker,XPHB,one,1,data/class/class-ranger.json,/subclassFeature/92/entries/2/name,Stalker's Flurry: nested named block,,,pending,,0.50,
Masterful Mimicry,named-rule-block,Rogue,Assassin,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/81/entries/1/entries/0/name,Infiltration Expertise: nested named block,,,pending,,0.50,
Menacing Aura,named-rule-block,Ranger,Hollow Warden,RHW,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/73/entries/1/name,Rot and Violence: nested named block,,,pending,,0.50,
Minor Wish,named-rule-block,Paladin,Noble Genies,FRHoF,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/90/entries/2/name,Noble Scion: nested named block,,,pending,,0.50,
Mist Stance (11th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/9/name,Elemental Disciplines: nested named block,,,pending,,0.50,
Moist,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/47/entries/3/name,Macabre Modifications: nested named block,,,pending,,0.50,
Move,named-rule-block,Cleric; Fighter,Banneret; Trickery,FRHoF; XPHB,classic-or-other; one,2,data/class/class-cleric.json,/subclassFeature/205/entries/3/name,Invoke Duplicity: nested named block,,,pending,,0.50,
Murderous Intent,named-rule-block,Rogue,Scion of the Three,FRHoF,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/64/entries/2/name,Dread Incarnate: nested named block,,,pending,,0.50,
Nature Magician,named-rule-block,Druid,,XPHB,one,1,data/class/class-druid.json,/classFeature/41/entries/1/entries/1/name,Archdruid: nested named block,,,pending,,0.50,
